@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.141,0.679,0.181,0.33,0.317,0
0.071,0.829,0.1,0.269,0.323,0
0.051,0.331,0.618,0.158,0.301,2
0.223,0.065,0.712,0.226,0.327,2
0.107,0.473,0.42,0.183,0.717,1
0.153,0.8,0.047,0.382,0.318,0
0.306,0.347,0.347,0.292,0.328,0
0.122,0.327,0.551,0.168,0.33,0
0.526,0.294,0.181,0.306,0.332,0
0.738,0.211,0.051,0.484,0.323,0
0.675,0.252,0.073,0.413,0.341,0
0.448,0.229,0.323,0.309,0.35,0
0.222,0.585,0.192,0.18,0.29,0
0.59,0.255,0.154,0.328,0.368,0
0.48,0.344,0.176,0.398,0.333,0
0.085,0.821,0.093,0.271,0.311,0
0.102,0.067,0.83,0.294,0.339,0
0.136,0.842,0.022,0.203,0.297,0
0.781,0.023,0.196,0.293,0.363,0
0.137,0.69,0.174,0.491,0.333,1
0.246,0.575,0.179,0.347,0.351,1
0.097,0.261,0.641,0.291,0.33,0
0.085,0.713,0.202,0.179,0.299,1
0.957,0.028,0.015,0.332,0.382,0
0.422,0.23,0.348,0.488,0.33,0
0.657,0.152,0.192,0.481,0.326,0
0.261,0.414,0.324,0.268,0.319,0
0.03,0.784,0.186,0.218,0.307,1
0.768,0.069,0.164,0.286,0.354,0
0.522,0.271,0.208,0.459,0.338,0
0.515,0.34,0.146,0.356,0.34,0
0.131,0.429,0.44,0.33,0.344,0
0.041,0.361,0.598,0.164,0.299,1
0.921,0.018,0.062,0.341,0.397,0
0.709,0.1,0.19,0.425,0.323,0
0.458,0.258,0.284,0.344,0.407,2
0.156,0.077,0.766,0.312,0.344,2
0.051,0.628,0.321,0.191,0.296,2
0.782,0.17,0.048,0.325,0.347,0
0.312,0.598,0.09,0.475,0.329,0
0.543,0.188,0.269,0.322,0.317,2
0.083,0.492,0.425,0.293,0.321,1
0.033,0.879,0.087,0.208,0.297,1
0.96,0.03,0.01,0.434,0.395,0
0.565,0.197,0.238,0.507,0.339,0
0.116,0.249,0.636,0.401,0.341,1
0.467,0.351,0.182,0.319,0.35,0
0.142,0.501,0.357,0.132,0.323,0
0.536,0.198,0.265,0.419,0.369,0
0.412,0.528,0.06,0.45,0.329,0
0.052,0.339,0.609,0.284,0.326,0
0.299,0.506,0.195,0.316,0.339,0
0.757,0.087,0.155,0.174,0.287,0
0.673,0.136,0.191,0.23,0.302,0
0.533,0.326,0.141,0.468,0.329,0
0.318,0.525,0.158,0.421,0.331,0
0.234,0.075,0.691,0.326,0.362,0
0.491,0.195,0.314,0.189,0.296,0
0.882,0.009,0.109,0.36,0.378,0
0.668,0.253,0.079,0.51,0.34,0
0.594,0.216,0.19,0.53,0.35,0
0.3,0.482,0.218,0.228,0.352,0
0.026,0.917,0.057,0.197,0.295,0
0.876,0.078,0.046,0.34,0.391,0
0.511,0.224,0.264,0.444,0.345,0
0.223,0.606,0.17,0.388,0.317,0
0.349,0.57,0.081,0.299,0.315,0
0.016,0.207,0.777,0.189,0.3,2
0.874,0.056,0.07,0.336,0.378,0
0.675,0.239,0.086,0.478,0.339,0
0.063,0.847,0.09,0.363,0.338,0
0.14,0.313,0.546,0.312,0.335,0
0.044,0.578,0.378,0.153,0.402,1
0.928,0.003,0.069,0.03,0.449,0
0.498,0.392,0.11,0.366,0.376,0
0.287,0.408,0.304,0.002,0.317,0
0.172,0.716,0.112,0.041,0.827,1
0.029,0.773,0.199,0.146,0.318,2
0.902,0.056,0.041,0.156,0.382,0
0.319,0.477,0.204,0.521,0.345,0
0.151,0.561,0.288,0.012,0.877,1
0.299,0.672,0.029,0.088,0.402,0
0.023,0.846,0.131,0.108,0.369,1
0.644,0.113,0.243,0.321,0.362,0
0.577,0.364,0.059,0.33,0.393,1
0.412,0.341,0.247,0.463,0.376,0
0.017,0.188,0.795,0.247,0.339,0
0.295,0.663,0.043,0.179,0.295,0
0.721,0.019,0.26,0.314,0.375,0
0.417,0.381,0.202,0.457,0.35,0
0.243,0.692,0.064,0.464,0.347,0
0.41,0.429,0.162,0.271,0.318,0
0.167,0.71,0.124,0.102,0.322,0
0.88,0.023,0.097,0.308,0.332,0
0.592,0.269,0.138,0.464,0.328,0
0.542,0.397,0.06,0.511,0.356,0
0.673,0.133,0.194,0.318,0.351,0
