@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.094095,0
3,12,4.476359,1.525089,2
5,16,5.282326,1.281573,1
1,2,4.185434,0.91285,0
2,8,3.717095,0.985294,0
3,12,3.710519,1.343102,0
4,2,3.489355,0.913666,0
5,8,3.744269,0.779499,0
2,8,3.451455,0.811314,0
3,5,3.226075,1.075039,0
5,7,7.094787,0.94269,1
3,8,2.717923,1.387041,1
5,7,5.802987,0.963176,0
1,2,4.538522,0.830611,0
2,8,3.969727,1.162571,0
3,12,4.502463,1.408683,1
5,7,4.498704,0.91526,0
3,8,4.198062,1.84283,1
1,2,4.094864,1.264831,2
2,8,4.251957,1.424808,2
3,7,4.352923,1.207513,2
5,7,4.445478,1.001717,0
2,11,5.38112,1.468177,1
3,9,3.762812,0.995358,1
5,6,4.589115,0.985398,0
2,8,4.05231,0.918593,0
3,6,4.063057,1.010933,0
4,2,4.036506,0.975108,0
1,2,3.901367,1.16121,0
2,14,3.400645,1.242206,0
5,6,3.393658,0.856581,0
1,2,4.657121,0.939166,0
2,8,4.515958,1.010148,0
3,7,3.946242,1.01454,0
3,12,4.301709,1.668384,2
3,9,3.57853,1.793644,1
4,2,4.217083,1.014932,0
5,7,5.32793,1.053105,0
1,2,4.445331,1.080616,0
2,8,5.047678,0.979461,1
3,10,3.350088,1.692157,2
4,2,2.916137,0.944387,0
5,7,4.917948,1.162131,0
1,2,3.406422,1.375031,1
2,8,3.649491,0.788235,0
3,7,4.131687,1.311787,1
4,2,4.009388,1.02631,0
5,7,3.817433,0.842345,1
2,10,3.258206,2.000768,0
3,5,2.917086,0.713851,0
4,2,3.016237,1.083201,0
5,7,4.000689,1.140256,0
1,2,3.670158,0.91285,0
3,7,3.438863,1.062414,0
4,1,3.169606,0.913666,0
5,7,3.850844,0.958662,0
1,2,3.685902,0.995088,0
2,8,3.455159,0.704035,0
3,2,3.377466,0.690569,0
2,8,4.94207,0.941672,0
3,18,4.223454,1.930053,1
5,10,4.426974,2.071836,2
1,2,3.953887,0.91285,0
2,8,3.422389,0.854429,0
3,8,3.185894,0.745657,0
4,2,1.627654,0.992176,0
5,7,3.561084,1.147895,0
1,2,3.706473,0.796071,0
2,8,3.358486,1.268074,0
1,2,3.909108,0.850348,0
2,8,3.368784,1.037031,0
3,3,3.104877,0.811403,0
4,2,3.488715,1.173088,0
5,7,3.58635,1.012481,0
1,2,3.784312,1.710565,2
2,8,4.840624,0.64824,0
3,5,2.41161,0.882558,0
4,2,3.247011,0.893186,0
1,2,3.647504,0.707253,0
2,8,3.439014,0.687296,0
3,7,3.92146,1.031427,0
4,2,2.781845,0.971695,0
2,9,4.623354,0.96957,1
3,5,4.459865,0.931908,1
4,2,1.857721,1.024034,0
5,7,4.915703,0.822207,0
1,2,4.892608,1.009891,0
2,8,5.179627,0.749686,0
3,2,1.596783,0.566785,0
4,2,2.224549,0.993313,0
5,8,4.657423,0.938524,0
2,8,4.360455,0.972106,1
3,6,5.654631,0.984537,2
2,10,3.864322,1.052502,1
3,7,3.093536,1.191773,0
1,2,3.066823,0.970417,0
2,8,3.570451,1.227242,0
3,7,3.586543,1.327198,2
5,7,4.149177,0.98644,0
1,2,3.176732,0.879954,0
1,2,3.995587,0.881599,0
3,7,3.620939,0.738771,0
4,2,3.050896,1.060445,0
5,7,3.83573,0.789916,0
2,8,3.797649,1.320826,0
1,2,6.251011,1.031273,1
2,9,4.564996,0.692622,0
3,10,4.219458,1.092746,1
4,3,3.188565,1.194707,0
1,2,4.541616,1.052655,1
2,8,3.995826,0.696173,0
3,6,3.931977,1.076186,0
4,2,3.601488,0.90115,0
2,8,3.765315,0.915803,0
3,9,3.667449,1.030935,0
5,7,4.448673,0.982273,0
3,5,3.758382,0.880427,0
5,7,3.635125,0.88783,0
1,2,5.252722,0.988509,0
2,8,3.371703,0.780373,0
