@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.017,0.381,0.602,0.119,0.264,2
0.036,0.115,0.849,0.234,0.243,2
0.06,0.695,0.245,0.311,0.651,1
0.034,0.893,0.073,0.481,0.35,1
0.212,0.498,0.291,0.154,0.462,1
0.086,0.6,0.314,0.113,0.321,1
0.065,0.66,0.274,0.12,0.349,1
0.025,0.423,0.552,0.114,0.279,1
0.202,0.472,0.326,0.438,0.421,2
0.023,0.079,0.898,0.202,0.515,2
0.123,0.636,0.241,0.105,0.34,2
0.486,0.18,0.334,0.059,0.647,2
0.037,0.427,0.535,0.18,0.434,1
0.08,0.81,0.11,0.114,0.364,1
0.059,0.481,0.46,0.088,0.635,1
0.008,0.424,0.568,0.128,0.305,2
0.009,0.426,0.565,0.247,0.41,1
0.108,0.786,0.106,0.187,0.772,1
0.066,0.418,0.516,0.145,0.294,2
0.087,0.638,0.275,0.003,0.99,1
0.063,0.713,0.224,0.124,0.423,1
0.514,0.439,0.047,0.407,0.431,1
0.263,0.514,0.223,0.316,0.409,2
0.002,0.806,0.192,0.162,0.304,1
0.659,0.032,0.309,0.705,0.109,2
0.017,0.153,0.83,0.322,0.327,2
0.021,0.287,0.692,0.264,0.236,2
0.722,0.177,0.101,0.366,0.443,1
0.175,0.76,0.065,0.092,0.647,2
0.06,0.711,0.229,0.207,0.423,1
0.553,0.321,0.126,0.15,0.369,1
0.26,0.436,0.304,0.103,0.56,1
0.462,0.208,0.33,0.177,0.412,2
0.92,0.075,0.005,0.066,0.306,1
0.717,0.177,0.106,0.487,0.348,2
0.295,0.464,0.241,0.257,0.355,1
0.036,0.868,0.096,0.136,0.274,2
0.473,0.141,0.386,0.568,0.14,1
0.421,0.54,0.038,0.574,0.319,1
0.062,0.015,0.923,0.136,0.297,2
0.141,0.548,0.311,0.103,0.599,1
0.058,0.839,0.103,0.542,0.314,1
0.074,0.762,0.164,0.163,0.666,1
0.258,0.585,0.157,0.296,0.587,1
0.716,0.222,0.061,0.507,0.277,1
0.241,0.593,0.165,0.214,0.46,1
0.021,0.617,0.361,0.166,0.273,2
0.579,0.34,0.081,0.75,0.154,1
0.014,0.776,0.21,0.562,0.167,1
0.01,0.865,0.125,0.422,0.276,1
0.106,0.76,0.135,0.177,0.277,1
0.006,0.22,0.774,0.202,0.343,2
0.17,0.653,0.176,0.129,0.299,1
0.575,0.386,0.038,0.442,0.399,1
0.322,0.611,0.067,0.625,0.244,1
0.034,0.811,0.155,0.198,0.748,1
0.198,0.682,0.12,0.463,0.384,1
0.179,0.708,0.112,0.186,0.219,1
0.141,0.838,0.022,0.573,0.282,1
0.496,0.427,0.077,0.129,0.289,1
0.387,0.505,0.107,0.571,0.22,1
0,0.047,0.953,0.153,0.32,2
0.196,0.396,0.408,0.111,0.302,2
0.264,0.62,0.116,0.778,0.132,2
0.05,0.747,0.203,0.108,0.216,1
0.265,0.689,0.046,0.288,0.571,1
0.312,0.573,0.115,0.167,0.668,1
0.408,0.514,0.079,0.072,0.316,1
0.036,0.899,0.065,0.308,0.437,1
0.259,0.025,0.716,0.152,0.476,2
0.033,0.689,0.279,0.111,0.296,2
0.32,0.607,0.073,0.525,0.329,2
0.238,0.614,0.148,0.138,0.294,1
0.722,0.239,0.039,0.397,0.463,1
0.139,0.81,0.051,0.84,0.095,0
0.079,0.528,0.393,0.263,0.336,0
0.252,0.613,0.135,0.137,0.348,0
0.181,0.697,0.123,0.123,0.284,0
0.37,0.572,0.058,0.181,0.252,0
0.66,0.075,0.266,0.894,0.023,0
0.463,0.163,0.374,0.536,0.243,0
0.316,0.308,0.375,0.161,0.271,0
0.686,0.259,0.055,0.148,0.321,0
0.123,0.779,0.098,0.36,0.316,0
0.346,0.6,0.055,0.466,0.384,0
0.422,0.207,0.371,0.188,0.394,0
0.754,0.182,0.063,0.313,0.337,0
0.272,0.601,0.128,0.246,0.382,0
0.008,0.179,0.813,0.222,0.307,0
0.908,0.01,0.082,0.201,0.371,0
0.414,0.534,0.052,0.325,0.43,0
0.335,0.444,0.221,0.442,0.355,0
0.584,0.281,0.135,0.696,0.173,0
0.781,0.142,0.077,0.097,0.263,0
0.264,0.646,0.09,0.345,0.416,0
0.069,0.818,0.113,0.652,0.188,0
0.727,0.179,0.094,0.332,0.47,0
0.194,0.648,0.157,0.132,0.231,0
0.709,0.062,0.229,0.446,0.285,0
0.63,0.347,0.023,0.722,0.116,0
0.606,0.157,0.238,0.113,0.291,0
0.245,0.576,0.179,0.096,0.292,0
0.535,0.214,0.25,0.414,0.34,0
0.502,0.407,0.091,0.889,0.035,0
0.35,0.288,0.362,0.674,0.1,0
0.187,0.639,0.174,0.54,0.202,0
0.214,0.628,0.158,0.134,0.307,0
0.793,0.129,0.078,0.344,0.322,0
0.101,0.866,0.032,0.271,0.453,0
0.539,0.23,0.231,0.432,0.228,0
0.587,0.313,0.1,0.65,0.229,0
0.224,0.431,0.345,0.14,0.498,0
0.814,0.023,0.164,0.278,0.313,0
0.945,0.007,0.048,0.724,0.115,0
