@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.838,0.112,0.049,0.184,0.629,0
0.129,0.846,0.024,0.256,0.312,0
0.023,0.338,0.64,0.137,0.284,2
0.335,0.061,0.605,0.175,0.359,2
0.058,0.479,0.463,0.278,0.702,1
0.214,0.728,0.058,0.4,0.26,0
0.38,0.331,0.289,0.293,0.267,0
0.08,0.263,0.657,0.165,0.386,0
0.339,0.424,0.237,0.267,0.358,0
0.694,0.255,0.051,0.575,0.191,0
0.434,0.479,0.086,0.432,0.295,0
0.622,0.152,0.226,0.254,0.46,0
0.419,0.449,0.133,0.131,0.293,0
0.806,0.109,0.085,0.266,0.445,0
0.527,0.314,0.159,0.397,0.324,0
0.151,0.792,0.056,0.258,0.223,0
0.019,0.032,0.949,0.277,0.277,0
0.177,0.793,0.03,0.152,0.322,0
0.498,0.057,0.446,0.232,0.434,0
0.251,0.645,0.104,0.534,0.286,1
0.166,0.625,0.209,0.369,0.229,1
0.051,0.213,0.736,0.291,0.2,0
0.351,0.544,0.105,0.141,0.341,1
0.73,0.171,0.099,0.275,0.44,0
0.385,0.189,0.426,0.559,0.235,0
0.613,0.212,0.175,0.595,0.151,0
0.158,0.475,0.367,0.253,0.222,0
0.06,0.733,0.207,0.164,0.349,1
0.608,0.106,0.286,0.236,0.395,0
0.487,0.319,0.194,0.604,0.086,0
0.137,0.54,0.323,0.441,0.093,0
0.14,0.328,0.532,0.346,0.219,0
0.025,0.352,0.623,0.137,0.286,1
0.88,0.026,0.094,0.303,0.408,0
0.894,0.041,0.065,0.266,0.6,0
0.083,0.477,0.44,0.371,0.524,2
0.038,0.097,0.865,0.388,0.226,2
0.325,0.347,0.328,0.141,0.355,2
0.794,0.163,0.043,0.222,0.532,0
0.478,0.468,0.054,0.437,0.404,0
0.308,0.319,0.372,0.349,0.182,2
0.04,0.499,0.461,0.288,0.223,1
