@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.023,0.338,0.64,0.137,0.284,2
0.335,0.061,0.605,0.175,0.359,2
0.058,0.479,0.463,0.278,0.702,1
0.251,0.645,0.104,0.534,0.286,1
0.166,0.625,0.209,0.369,0.229,1
0.351,0.544,0.105,0.141,0.341,1
0.06,0.733,0.207,0.164,0.349,1
0.025,0.352,0.623,0.137,0.286,1
0.083,0.477,0.44,0.371,0.524,2
0.038,0.097,0.865,0.388,0.226,2
0.325,0.347,0.328,0.141,0.355,2
0.308,0.319,0.372,0.349,0.182,2
0.04,0.499,0.461,0.288,0.223,1
0.228,0.736,0.036,0.149,0.379,1
0.053,0.214,0.733,0.479,0.156,1
0.033,0.179,0.788,0.147,0.314,2
0.023,0.629,0.348,0.188,0.625,1
0.124,0.821,0.055,0.198,0.772,1
0.023,0.766,0.21,0.155,0.348,2
0.164,0.585,0.251,0.054,0.797,1
0.077,0.784,0.139,0.131,0.419,1
0.433,0.521,0.046,0.293,0.597,1
0.328,0.44,0.232,0.376,0.297,2
0.012,0.794,0.194,0.157,0.391,1
0.105,0.063,0.832,0.382,0.32,2
0.01,0.077,0.913,0.329,0.313,2
0.044,0.355,0.602,0.245,0.273,2
0.605,0.222,0.173,0.442,0.389,1
0.319,0.562,0.119,0.356,0.275,2
0.442,0.447,0.11,0.284,0.271,1
0.294,0.539,0.167,0.167,0.456,1
0.124,0.444,0.432,0.22,0.483,1
0.472,0.263,0.266,0.276,0.282,2
0.308,0.672,0.02,0.11,0.281,1
0.586,0.235,0.179,0.529,0.292,2
0.294,0.456,0.25,0.266,0.29,1
0.099,0.783,0.118,0.138,0.304,2
0.348,0.053,0.598,0.349,0.348,1
0.599,0.369,0.032,0.481,0.397,1
0.302,0.205,0.493,0.509,0.13,2
0.374,0.475,0.151,0.381,0.224,1
0.473,0.272,0.255,0.619,0.118,2
0.04,0.016,0.943,0.15,0.348,2
0.309,0.468,0.223,0.513,0.034,1
0.203,0.642,0.154,0.303,0.566,1
0.219,0.652,0.129,0.171,0.72,1
0.127,0.641,0.232,0.261,0.688,1
0.235,0.607,0.158,0.36,0.455,1
0.433,0.283,0.285,0.345,0.182,1
0.072,0.659,0.269,0.152,0.364,2
0.534,0.381,0.085,0.675,0.092,1
0.148,0.448,0.403,0.343,0.451,1
0.178,0.695,0.127,0.209,0.589,1
0.284,0.613,0.103,0.163,0.352,1
0.027,0.106,0.866,0.236,0.234,2
0.414,0.498,0.088,0.142,0.326,1
0.58,0.403,0.017,0.648,0.203,1
0.488,0.474,0.039,0.579,0.148,1
0.062,0.812,0.126,0.118,0.857,1
0.147,0.729,0.124,0.425,0.413,1
0.132,0.819,0.049,0.157,0.347,1
0.276,0.709,0.015,0.524,0.314,1
0.545,0.413,0.042,0.147,0.303,1
0.039,0.797,0.164,0.365,0.374,1
0.005,0.076,0.919,0.185,0.264,2
0.174,0.366,0.461,0.135,0.303,2
0.514,0.372,0.113,0.637,0.137,2
0.158,0.617,0.225,0.114,0.284,1
0.132,0.847,0.021,0.294,0.624,1
0.439,0.455,0.106,0.194,0.624,1
0.183,0.752,0.065,0.122,0.616,1
0.166,0.747,0.087,0.389,0.298,1
0.19,0.035,0.775,0.289,0.253,2
0.103,0.618,0.28,0.131,0.31,2
0.262,0.62,0.118,0.402,0.464,2
0.346,0.534,0.12,0.153,0.371,1
0.571,0.391,0.038,0.312,0.605,1
0.195,0.786,0.019,0.654,0.12,0
0.887,0.021,0.093,0.284,0.485,0
0.593,0.198,0.208,0.242,0.452,0
0.492,0.266,0.243,0.535,0.339,0
0.65,0.245,0.105,0.552,0.299,0
0.794,0.163,0.043,0.222,0.532,0
0.324,0.622,0.054,0.407,0.189,0
0.193,0.726,0.08,0.273,0.427,0
0.176,0.236,0.588,0.327,0.188,0
0.743,0.1,0.156,0.35,0.313,0
0.223,0.717,0.06,0.577,0.152,0
0.633,0.349,0.018,0.125,0.33,0
0.104,0.781,0.115,0.12,0.298,0
0.509,0.073,0.417,0.366,0.444,0
0.177,0.467,0.356,0.267,0.276,0
0.31,0.544,0.146,0.156,0.366,0
0.702,0.164,0.134,0.437,0.328,0
0.271,0.637,0.092,0.219,0.716,0
0.527,0.314,0.159,0.397,0.324,0
0.549,0.253,0.198,0.416,0.304,0
0.69,0.177,0.133,0.339,0.168,0
0.737,0.051,0.212,0.264,0.499,0
0.183,0.806,0.012,0.151,0.441,0
0.694,0.202,0.105,0.467,0.345,0
0.754,0.086,0.16,0.24,0.485,0
0.613,0.212,0.175,0.595,0.151,0
0.809,0.021,0.17,0.313,0.461,0
0.573,0.247,0.18,0.266,0.418,0
0.335,0.319,0.346,0.152,0.394,0
0.308,0.405,0.288,0.567,0.153,0
0.332,0.617,0.051,0.219,0.596,0
0.718,0.22,0.062,0.442,0.451,0
0.644,0.158,0.198,0.42,0.109,0
0.668,0.134,0.198,0.124,0.297,0
0.725,0.048,0.227,0.331,0.365,0
0.312,0.442,0.246,0.185,0.697,0
0.08,0.263,0.657,0.165,0.386,0
0.104,0.829,0.068,0.155,0.467,0
0.423,0.387,0.19,0.554,0.333,0
0.274,0.167,0.559,0.205,0.57,0
