@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature33 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.027778,0,0,0,0,0,0.332532,0.352183,0.410187,0
0,0.00232,0,0,0,0,0,0.484115,0.525222,0.612526,0
0.003226,0.008602,0,0.001076,0,0,0,0.722402,0.782821,0.922685,2
0,0.006536,0,0,0,0,0,0.702182,0.756603,0.891070,2
0.00271,0.02439,0,0,0.002717,0,0,0.412902,0.438509,0.509948,1
0,0.018182,0,0,0,0,0,0.299491,0.317791,0.362719,0
0,0.005155,0,0.002584,0,0,0,0.465917,0.501326,0.584327,0
0.007326,0.014652,0,0.002445,0.003667,0,0,0.615179,0.664995,0.781670,0
0,0,0,0,0,0,0,0.509707,0.547101,0.636515,0
0,0.008929,0,0,0,0,0,0.218783,0.222603,0.245220,0
0,0,0,0,0,0,0,0.341448,0.363297,0.413198,0
0,0.015674,0,0.003145,0,0,0,0.473629,0.508490,0.591488,0
0,0.007634,0,0.001529,0.004587,0,0,0.758481,0.822156,0.969041,0
0,0.051282,0,0.012987,0.012987,0,0,0.566356,0.609111,0.712655,0
0,0.016556,0,0,0.003322,0,0,0.343915,0.363150,0.413314,0
0,0,0,0,0,0,0,0.530548,0.571677,0.663913,0
0,0.01072,0,0.003067,0,0,0,0.560469,0.602616,0.707446,0
0,0.005525,0,0.00277,0.00277,0,0,0.689453,0.745916,0.878384,0
0,0.018018,0,0,0.009091,0,0,0.634351,0.678402,0.796190,0
0,0.02583,0,0.003704,0.007407,0,0,0.239788,0.245012,0.270743,1
0,0,0,0,0,0,0,0.476359,0.507280,0.593153,1
0,0.006182,0,0.003096,0.003096,0,0,0.534272,0.575501,0.674440,0
0,0.001183,0,0,0,0,0,0.694646,0.752771,0.885607,1
0,0.04878,0,0.012346,0.012346,0,0,0.590955,0.628527,0.738020,0
0,0.025271,0,0.007246,0.01087,0,0,0.233211,0.233352,0.255736,0
0,0,0,0,0,0,0,0.208185,0.217193,0.239108,0
0,0.004367,0,0,0.002188,0,0,0.563112,0.606984,0.712088,0
0,0.001164,0,0,0.001166,0.001166,0,0.675481,0.730562,0.858682,1
0,0.020202,0,0,0,0,0,0.612304,0.658147,0.771008,0
0,0.026616,0,0,0.003817,0,0,0.287902,0.298097,0.335257,0
0,0.033898,0,0,0,0,0,0.425528,0.453959,0.531496,0
0,0.026263,0,0.006073,0.006073,0,0,0.484627,0.519303,0.605220,0
0.002671,0.012467,0,0.000891,0.001783,0,0,0.733586,0.794785,0.936428,1
0,0.048193,0,0,0.012195,0,0,0.615358,0.654889,0.768902,0
0,0.003788,0,0,0,0,0,0.273038,0.280680,0.319775,0
0,0,0,0,0,0,0,0.047717,0.054750,0.042903,2
0,0.005348,0,0,0.001786,0,0,0.314270,0.338706,0.393445,2
0,0.001359,0,0,0.001361,0,0,0.699576,0.757058,0.891599,2
0,0.022989,0,0,0,0,0,0.510512,0.540752,0.631857,0
0,0.010417,0,0.003484,0.003484,0,0,0.246001,0.246511,0.271167,0
