@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute mono_feature25 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0.006989,0.010753,0,0,0.003765,0,0.792476,0.845617,0.983915,2
9,0,0.003268,0,0,0.009836,0,0.774296,0.823409,0.957562,2
9,0.026144,0.045752,0,0,0.006579,0,0.058104,0.066532,0.058681,2
9,0.008905,0.09528,0,0,0.000891,0,0.373839,0.396260,0.456019,2
9,0.001359,0.004076,0,0,0.00136,0,0.765928,0.816838,0.948785,2
9,0,0.1,0,0,0,0,0.491145,0.514506,0.593824,2
9,0.001966,0.010319,0,0,0.00295,0,0.777447,0.829578,0.964459,2
9,0.016473,0.010659,0,0,0.002908,0,0.681943,0.728283,0.845452,2
9,0,0.066667,0,0,0.008403,0,0.455279,0.476549,0.551024,2
9,0,0.041475,0,0,0.023148,0,0.547543,0.576086,0.669173,2
9,0.030176,0.06119,0,0,0.006711,0,0.366012,0.383002,0.437354,2
9,0.038647,0.043478,0,0,0.009709,0,0.501072,0.532925,0.615296,2
9,0,0.08,0,0,0,0,0.427910,0.450915,0.514670,2
9,0,0.049858,0,0,0.007133,0,0.600004,0.635880,0.735745,2
9,0,0.078652,0,0,0.017685,0,0.298572,0.304392,0.339407,2
9,0,0.005833,0,0,0.00417,0,0.821090,0.875719,1.018968,2
9,0,0.127119,0,0,0.008547,0,0.377465,0.393082,0.454953,2
9,0,0.13465,0,0,0.017986,0,0.311021,0.317544,0.357681,2
9,0.00309,0.004326,0,0,0.004329,0,0.767647,0.818942,0.952185,2
9,0.012163,0.004231,0,0,0.004233,0,0.716265,0.764635,0.888670,2
9,0,0.051178,0,0,0.006065,0,0.669448,0.710989,0.825421,2
9,0,0.030318,0,0,0.005382,0,0.742565,0.790237,0.918823,2
9,0,0.007746,0,0,0.002326,0,0.811356,0.865202,1.006506,2
9,0,0.128205,0,0,0.020183,0,0.284022,0.292523,0.327561,2
9,0.003831,0.066411,0,0,0.002558,0,0.538314,0.568684,0.658569,2
9,0.00252,0.006931,0,0,0.001261,0,0.796288,0.849670,0.988380,2
9,0,0.041237,0,0,0.013769,0,0.277426,0.291476,0.325884,2
9,0,0.118699,0,0,0.006515,0,0.457212,0.480644,0.557097,0
9,0,0.13,0,0,0.010101,0,0.254757,0.266880,0.298541,0
9,0,0.108317,0,0,0.011628,0,0.246143,0.251542,0.277930,0
