@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0,0.540673,0.560350,0.645535,0
0.004175,0.010438,0,0,0.000696,0,0.581744,0.609898,0.699943,0
0.008065,0.025161,0,0,0.004195,0,0.825276,0.864302,1.005507,2
0,0.035225,0,0,0.009804,0,0.805172,0.841117,0.978539,2
0.004878,0.134959,0,0,0.017087,0,0.527346,0.544130,0.626863,1
0,0.027174,0,0,0,0,0.407189,0.422293,0.477135,0
0.004637,0.047913,0,0,0.003094,0,0.568684,0.592473,0.682462,0
0.016484,0.020513,0,0,0.004031,0,0.719620,0.753276,0.873579,0
0,0.041199,0,0,0.011278,0,0.611312,0.637416,0.734335,0
0.001337,0.078877,0,0,0.016064,0,0.269430,0.273068,0.302162,0
0,0.09434,0,0,0.006329,0,0.424260,0.437271,0.500400,0
0.003752,0.074109,0,0,0.005634,0,0.573857,0.596165,0.686130,0
0,0.009153,0,0,0.002289,0,0.854393,0.895503,1.040757,0
0,0.080153,0,0,0.019157,0,0.652748,0.678376,0.785751,0
0,0.063429,0,0,0.010913,0,0.421756,0.434942,0.492742,0
0,0.004202,0,0,0,0,0.618791,0.647229,0.745317,0
0,0.109224,0,0,0.005969,0,0.653681,0.678483,0.783962,0
0,0.011589,0,0,0.002486,0,0.789466,0.826517,0.958458,0
0,0.102703,0,0,0.01626,0,0.719550,0.747520,0.868015,0
0,0.089602,0,0,0.023256,0,0.298202,0.304210,0.333788,1
0,0.176923,0,0,0.007722,0,0.574849,0.592072,0.684926,1
0,0.078777,0,0,0.003709,0,0.638747,0.664401,0.766160,0
0.00674,0.00674,0,0,0.001065,0,0.793983,0.832354,0.965451,1
0,0.170909,0,0,0.021898,0,0.683771,0.706924,0.820391,0
0,0.084416,0,0,0.03467,0,0.286660,0.291413,0.321497,0
0.005952,0.029762,0,0,0.005988,0,0.279859,0.289586,0.324946,0
0,0.048461,0,0,0.004587,0,0.658052,0.686273,0.794323,0
0.001048,0.026895,0,0,0.002795,0,0.771897,0.807492,0.936864,1
0,0.066066,0,0,0.01506,0,0.711769,0.741361,0.860141,0
0,0.07631,0,0,0.022805,0,0.346252,0.354829,0.398995,0
0,0.171717,0,0,0.010152,0,0.519102,0.533763,0.617103,0
0,0.108959,0,0,0.007874,0,0.582609,0.603937,0.695883,0
0.007475,0.023492,0,0,0.002937,0,0.826687,0.865937,1.007006,1
0,0.129496,0,0,0.021661,0,0.703185,0.728808,0.846028,0
0,0.014756,0,0,0.009091,0,0.355623,0.364089,0.403203,0
0.035156,0.039062,0,0,0.007843,0,0.069322,0.078879,0.072590,2
0.020833,0.068376,0,0,0.001069,0,0.407543,0.424056,0.485722,2
0.00163,0.012225,0,0,0.002854,0,0.796372,0.833740,0.967418,2
0,0.072165,0,0,0.017241,0,0.608450,0.629506,0.728967,0
0,0.044745,0,0,0.021875,0,0.293691,0.298526,0.330033,0
0,0.175214,0,0,0.004292,0,0.525071,0.539852,0.622566,2
0,0.11353,0,0,0.002593,0,0.604061,0.626708,0.723328,1
0.001483,0.003955,0,0,0.000495,0,0.772541,0.809309,0.935705,1
0,0.191781,0,0,0.027523,0,0.580659,0.595988,0.689912,0
0,0.17037,0,0,0.037076,0,0.311300,0.313116,0.347554,0
0,0.167173,0,0,0.012195,0,0.452306,0.463197,0.530689,1
0.011599,0.104391,0,0,0.007463,0,0.496828,0.513929,0.590228,0
0.02871,0.018978,0,0,0.002921,0,0.677285,0.709204,0.821134,0
0,0.105263,0,0,0.021127,0,0.507650,0.524513,0.603381,0
0,0.036949,0,0,0.02148,0,0.328427,0.336072,0.376236,0
0,0.033951,0,0,0.009288,0,0.640906,0.668188,0.775224,0
0,0.066895,0,0,0.0103,0,0.603530,0.627380,0.722248,0
0,0.013477,0,0,0.002697,0,0.869343,0.910873,1.059432,0
0,0.023256,0,0,0,0,0.714905,0.747703,0.867633,0
0,0.049065,0,0,0.012865,0,0.304849,0.310647,0.343890,0
0,0.110638,0,0,0.017094,0,0.383211,0.394571,0.448881,0
0.011029,0.106005,0,0,0.007971,0,0.446034,0.460317,0.521792,0
0,0.023826,0,0,0.003506,0,0.839499,0.878983,1.021965,0
0,0.208333,0,0,0.010453,0,0.614097,0.631933,0.731823,0
0.00365,0.088808,0,0,0.029233,0,0.264105,0.266139,0.294187,0
0,0.147368,0,0,0.015873,0,0.362722,0.369639,0.423134,0
0.014318,0.10324,0,0,0.004525,0,0.576593,0.598250,0.690546,0
0,0.007274,0,0,0.001456,0,0.805814,0.844534,0.978961,0
0,0.096667,0,0,0.0301,0,0.689086,0.714704,0.829402,0
0,0.152952,0,0,0.023277,0,0.389117,0.396158,0.448840,0
0,0.026432,0,0,0.004425,0,0.398938,0.410175,0.470152,0
0,0.075452,0,0,0.001064,0,0.578478,0.600824,0.690142,0
0.002949,0.018873,0,0,0.00177,0,0.811376,0.849681,0.987071,2
0,0.111486,0,0,0.016949,0,0.662517,0.686345,0.796528,0
0,0.153012,0,0,0.012063,0,0.341329,0.346819,0.390783,0
0,0.051643,0,0,0.004717,0,0.507648,0.527292,0.599797,0
0,0.107567,0,0,0.006884,0,0.602570,0.624509,0.721711,0
0.050741,0.005211,0,0,0.001372,0,0.288536,0.307596,0.345987,1
0.124579,0,0,0,0,0,0.033676,0.044828,0.033397,0
0.024752,0.00198,0,0,0.000991,0,0.045571,0.060717,0.047462,0
0.197248,0.004587,0.004608,0,0.004608,0,0.125409,0.129135,0.134691,0
0.059829,0.095571,0,0,0.003888,0,0.379291,0.394105,0.448683,1
0.021802,0.011919,0,0,0.002035,0,0.715756,0.750554,0.870567,2
0.036232,0.086957,0,0,0.014545,0,0.505472,0.526376,0.606832,0
0.011659,0.087892,0,0,0.024237,0,0.184294,0.189707,0.200755,0
0.115108,0.068345,0,0.00361,0,0,0.250662,0.259955,0.286856,1
0.07343,0.021256,0,0,0.000967,0,0.316569,0.333591,0.374398,0
0.04126,0.009377,0.00075,0,0.001876,0,0.648068,0.680094,0.786998,1
0,0.063333,0,0,0.016722,0,0.643468,0.671683,0.776822,0
0.030941,0.032178,0,0,0.009913,0,0.153179,0.162879,0.165521,1
0,0.149254,0,0,0.02,0,0.486033,0.498776,0.570866,0
0.004945,0.050209,0,0,0.006469,0,0.699330,0.730033,0.845285,0
0.004135,0.012405,0,0,0.002759,0,0.796955,0.835358,0.970162,0
0.018927,0.148265,0,0,0.018987,0,0.458138,0.472711,0.542667,0
0.005484,0.091408,0,0,0.025618,0,0.310463,0.316565,0.353276,0
0,0.097826,0,0,0.010929,0,0.376183,0.386373,0.437672,0
0,0.059493,0,0,0.003503,0,0.653646,0.681089,0.786311,0
0.041223,0.006948,0,0,0.000927,0,0.638926,0.670463,0.774118,0
0.003745,0.074906,0,0,0.011278,0,0.606221,0.630909,0.730161,0
0,0.131522,0,0,0.01741,0,0.312983,0.317114,0.354818,0
0.00995,0.164179,0,0,0.04,0,0.389506,0.394732,0.452304,0
0.015135,0.122162,0,0,0.008658,0,0.466970,0.482034,0.549602,0
0.003564,0.012117,0,0,0.001427,0,0.852184,0.893561,1.039511,0
0,0.098859,0,0,0.026718,0,0.619030,0.641470,0.740080,0
0,0.122538,0,0,0.015334,0,0.303849,0.308001,0.342606,0
0,0.135,0,0,0.01005,0,0.499732,0.513057,0.590084,2
0.003234,0.046079,0,0,0.002427,0,0.500359,0.522476,0.600307,0
0.001275,0.01504,0,0,0.005099,0,0.774927,0.810857,0.941120,1
0,0.182825,0,0,0.008333,0,0.579331,0.596852,0.691518,2
0.037223,0.084507,0,0,0.011072,0,0.394371,0.405744,0.460703,2
0,0.152174,0,0,0.027322,0,0.260027,0.258469,0.290482,0
0,0.099822,0,0,0.007136,0,0.541101,0.559986,0.643261,0
0.056106,0.014521,0,0,0.001321,0,0.552294,0.579492,0.666762,0
0.089655,0.158621,0,0,0.038062,0,0.412797,0.421711,0.484375,0
0.009991,0.112625,0,0,0.021818,0,0.346745,0.355052,0.397927,0
0.074534,0.111801,0,0,0.0125,0,0.249213,0.252648,0.277263,0
0.006002,0.033613,0,0,0.004805,0,0.688333,0.719841,0.832026,0
0,0.005692,0,0,0.001139,0,0.854157,0.895471,1.040455,0
0,0.150735,0,0,0.02583,0,0.641951,0.663786,0.767932,0
0,0.134541,0,0,0.032383,0,0.256619,0.256938,0.280760,0
0,0.098837,0,0,0.017544,0,0.257914,0.261937,0.289874,0
0.020558,0.093979,0,0,0.005878,0,0.538028,0.558879,0.641755,0
0.021831,0.004245,0,0,0.00182,0,0.746573,0.783148,0.909196,0
0.058309,0.037901,0,0,0.01462,0,0.397204,0.414314,0.471554,0
0.021627,0.143151,0,0,0.030928,0,0.255815,0.256468,0.279411,0
0.054913,0.034682,0,0,0.005797,0,0.530234,0.554417,0.639876,2
0.003525,0.121034,0,0,0.004706,0,0.441755,0.455710,0.515592,0
0,0.001672,0,0,0,0,0.864607,0.906922,1.053659,0
0,0.145594,0,0,0.019231,0,0.549678,0.568440,0.656420,0
0,0.09185,0,0,0.031088,0,0.296977,0.301917,0.332651,0
0,0.034965,0,0,0,0,0.157425,0.160063,0.167692,0
0,0.035437,0,0,0.004435,0,0.612366,0.638871,0.737884,0
0.010496,0.005248,0,0,0.001432,0,0.722771,0.757995,0.877533,0
0.028169,0.119718,0,0,0.028269,0,0.537188,0.554593,0.641265,0
0,0.22,0,0,0.026702,0,0.243159,0.238829,0.264305,0
0,0.09434,0,0,0.012658,0,0.481088,0.496518,0.568441,0
0,0.059524,0,0,0.009535,0,0.585111,0.608739,0.699259,0
0,0.011121,0,0,0.002568,0,0.898578,0.941998,1.096614,0
0,0.167315,0,0,0.015625,0,0.606160,0.625373,0.723285,0
0,0.095528,0,0,0.02238,0,0.325337,0.329736,0.369806,1
0,0.041667,0,0,0.011976,0,0.460289,0.477152,0.542782,2
0,0.023548,0,0,0.006284,0,0.603299,0.628944,0.724521,1
0.012672,0.013728,0.000528,0,0.002641,0,0.680573,0.713105,0.827555,1
0.043478,0.187291,0,0,0.02349,0,0.455466,0.466567,0.537064,0
0.029151,0.031686,0,0,0.01269,0,0.172149,0.181583,0.190949,0
0.068627,0.083333,0,0,0.009852,0,0.274610,0.281579,0.318158,0
0.013198,0.026396,0,0,0.002033,0,0.443053,0.465893,0.534265,0
0.002604,0.003472,0,0,0.000869,0,0.840185,0.881382,1.024565,0
0.017241,0.12069,0,0,0.031142,0,0.437575,0.450597,0.516642,0
0,0.078889,0,0,0.01891,0,0.247317,0.248860,0.272345,0
0,0.062241,0,0,0.004167,0,0.566706,0.588432,0.678358,1
0,0.079487,0,0,0.005988,0,0.637098,0.662743,0.764985,2
0,0.006809,0,0,0.000974,0,0.885175,0.928007,1.080045,1
0,0.064639,0,0,0.022901,0,0.639278,0.663516,0.767090,0
0,0.086705,0,0,0.020251,0,0.315741,0.320187,0.357710,2
0,0.063953,0,0,0.035088,0,0.406468,0.414513,0.474463,0
0.007048,0.068128,0,0,0.004702,0,0.605164,0.629893,0.727517,1
0,0.02049,0,0,0.004,0,0.851065,0.891056,1.036766,2
0,0.084175,0,0,0.023649,0,0.654771,0.679966,0.787645,1
0,0.079399,0,0,0.019334,0,0.224772,0.225451,0.243820,1
0,0.152284,0,0,0.010204,0,0.416922,0.425497,0.490137,2
0.000723,0.095445,0,0,0.000724,0,0.470837,0.487335,0.558359,1
0.02725,0.004955,0,0,0.000413,0,0.686912,0.720980,0.834371,0
0,0.05,0,0,0.019305,0,0.658315,0.685085,0.792653,0
0,0.076426,0,0,0.025862,0,0.333645,0.338637,0.381986,2
0.127551,0.015306,0,0,0,0,0.155738,0.158857,0.168749,0
0.001241,0.055831,0,0,0.005587,0,0.631912,0.659935,0.761240,0
0.004077,0.028169,0,0,0.003337,0,0.796056,0.833428,0.968337,2
0,0.086957,0,0,0.020134,0,0.666550,0.691586,0.802047,0
0.031712,0.063425,0,0,0.020106,0,0.210866,0.216587,0.231510,0
0.02809,0,0,0,0,0,0.386416,0.403468,0.454148,0
0,0.081778,0,0,0.004448,0,0.622461,0.646853,0.747035,0
0,0.003759,0,0,0.00047,0,0.863409,0.905046,1.052195,0
0,0.114754,0,0,0.028807,0,0.596285,0.616530,0.713457,0
0,0.125152,0,0,0.027981,0,0.249289,0.249137,0.273863,0
0.011236,0.129213,0,0,0.016949,0,0.251477,0.252923,0.279651,0
0,0.090997,0,0,0.008721,0,0.587165,0.608602,0.700982,0
0.000666,0.01932,0,0,0.003333,0,0.784918,0.821498,0.953191,0
0.022581,0.158065,0,0,0.029126,0,0.479920,0.493841,0.569173,0
0,0.174142,0,0,0.030383,0,0.248933,0.247649,0.270684,0
0,0.032864,0,0,0,0,0.507976,0.528565,0.607772,1
0,0.053026,0,0,0.000577,0,0.674713,0.703994,0.814582,0
0,0.000725,0,0,0.000362,0,0.856464,0.897878,1.043459,0
0,0.106529,0,0,0.017241,0,0.667456,0.692204,0.803395,0
0,0.106638,0,0,0.038126,0,0.309594,0.312819,0.351427,0
0,0.067308,0,0,0.004831,0,0.328336,0.343864,0.387815,1
0,0.118681,0,0,0.0044,0,0.480880,0.495633,0.569325,0
0.013958,0.010806,0,0,0.002703,0.00045,0.676937,0.709644,0.821806,1
0.020057,0.091691,0,0,0.014368,0,0.418374,0.431946,0.495323,0
0,0.080717,0,0,0.022523,0,0.295546,0.300594,0.337708,0
0.023474,0.061033,0,0,0.014151,0,0.057472,0.059021,0.051850,1
0.045952,0.06674,0,0,0.004381,0,0.298278,0.314098,0.350083,0
0.05807,0.005944,0,0,0.002745,0,0.511629,0.538076,0.620088,0
0.030418,0.060837,0,0,0.007634,0,0.411235,0.429276,0.490259,0
0,0.10962,0,0,0.029115,0,0.310696,0.314258,0.350431,0
0,0.105023,0,0,0.027523,0,0.554377,0.572420,0.661132,0
0,0.085619,0,0,0.009983,0,0.624376,0.648509,0.748683,0
0.004773,0.025776,0,0,0.004776,0,0.777003,0.812772,0.944415,0
0,0.076642,0,0,0.014652,0,0.646384,0.670069,0.776788,0
0.011677,0.117834,0,0,0.022317,0,0.260947,0.262890,0.287751,0
0,0.102151,0,0,0.021622,0,0.456373,0.466540,0.535814,1
0,0.030023,0,0,0.006936,0,0.407397,0.421172,0.475523,0
0.005031,0.022918,0,0,0.003915,0,0.802877,0.840337,0.976883,0
0,0.119522,0,0,0.02,0,0.556925,0.574043,0.661951,0
0.002347,0.156103,0,0,0.019976,0,0.295510,0.297586,0.333532,0
0,0.085,0,0,0.015075,0,0.433596,0.447744,0.514970,0
0,0.113171,0,0,0.003906,0,0.501590,0.516902,0.596067,0
0.005213,0.017062,0,0,0.00569,0,0.792662,0.830368,0.965013,0
0,0.138973,0,0,0.018182,0,0.670697,0.694764,0.805572,0
0,0.028019,0,0,0.010638,0,0.315507,0.324383,0.359911,0
0,0.078704,0,0,0.009302,0,0.391255,0.403614,0.460697,0
0,0.098843,0,0,0.009474,0,0.504911,0.520638,0.598757,0
0.002912,0.012231,0,0,0.003497,0,0.831148,0.870603,1.012510,0
0,0.13355,0,0,0.019608,0,0.641805,0.664662,0.770676,0
0,0.07394,0,0,0.01444,0,0.309794,0.316228,0.353877,0
0,0.049383,0,0,0.006211,0,0.393716,0.405846,0.459155,0
0,0.06619,0,0,0.004476,0,0.554855,0.576915,0.664120,1
