@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature33 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.027778,0,0,0,0,0,0,0.331347,0.351324,0.410187,0
0,0.00232,0,0,0,0,0,0,0.482454,0.525825,0.612526,0
0.003226,0.008602,0,0.001076,0.002153,0,0,0,0.719628,0.783109,0.922685,2
0,0.006536,0,0,0.006579,0,0,0,0.699488,0.756705,0.891070,2
0.00271,0.02439,0,0,0.005435,0.002717,0,0,0.411445,0.438435,0.509948,1
0,0.018182,0,0,0,0,0,0,0.298453,0.317922,0.362719,0
0,0.005155,0,0.002584,0,0,0,0,0.464260,0.501515,0.584327,0
0.007326,0.014652,0,0.002445,0.001222,0.003667,0,0,0.612853,0.665237,0.781670,0
0,0,0,0,0,0,0,0,0.507831,0.547285,0.636515,0
0,0.008929,0,0,0.008969,0,0,0,0.218177,0.222438,0.245220,0
0,0,0,0,0,0,0,0,0.340278,0.363146,0.413198,0
0,0.015674,0,0.003145,0.006289,0,0,0,0.471879,0.508581,0.591488,0
0,0.007634,0,0.001529,0.001529,0.004587,0,0,0.755549,0.822519,0.969041,0
0,0.051282,0,0.012987,0.025974,0.012987,0,0,0.564261,0.609094,0.712655,0
0,0.016556,0,0,0.006645,0.003322,0,0,0.342695,0.363192,0.413314,0
0,0,0,0,0,0,0,0,0.528553,0.571927,0.663913,0
0,0.01072,0,0.003067,0.009202,0,0,0,0.558378,0.602713,0.707446,0
0,0.005525,0,0.00277,0,0.00277,0,0,0.686815,0.746248,0.878384,0
0,0.018018,0,0,0.018182,0.009091,0,0,0.631956,0.678365,0.796190,0
0,0.02583,0,0.003704,0.003704,0.007407,0,0,0.239109,0.245201,0.270743,1
0,0,0,0,0.025974,0,0,0,0.474663,0.507050,0.593153,1
0,0.006182,0,0.003096,0.004644,0.003096,0,0,0.532287,0.575686,0.674440,0
0,0.001183,0,0,0.001185,0,0,0,0.691985,0.753164,0.885607,1
0,0.04878,0,0.012346,0.024691,0.012346,0,0,0.588736,0.628375,0.738020,0
0,0.025271,0,0.007246,0.007246,0.01087,0,0,0.232501,0.233174,0.255736,0
0,0,0,0,0,0,0,0,0.207557,0.217069,0.239108,0
0,0.004367,0,0,0.004376,0.002188,0,0,0.561051,0.607210,0.712088,0
0,0.001164,0,0,0.003497,0.001166,0.001166,0,0.672912,0.730816,0.858682,1
0,0.020202,0,0,0.010204,0,0,0,0.610020,0.658148,0.771008,0
0,0.026616,0,0,0.007634,0.003817,0,0,0.286989,0.297975,0.335257,0
0,0.033898,0,0,0.017241,0,0,0,0.424033,0.453846,0.531496,0
0,0.026263,0,0.006073,0.01417,0.006073,0,0,0.482838,0.519409,0.605220,0
0.002671,0.012467,0,0.000891,0.003565,0.001783,0,0,0.730773,0.795098,0.936428,1
0,0.048193,0,0,0.02439,0.012195,0,0,0.613033,0.654740,0.768902,0
0,0.003788,0,0,0,0,0,0,0.272083,0.280735,0.319775,0
0,0,0,0,0.013333,0,0,0,0.048343,0.055833,0.042903,2
