@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature3 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,4,-0.046057,4.007411,0.59431,0
2,10,-0.440688,4.479066,1.099899,0
3,12,0.092127,4.476359,1.536487,2
4,3,0.906286,2.234771,1.751325,2
5,16,0.283345,5.282326,1.283172,1
1,2,-0.032875,4.185434,0.911166,0
2,8,-0.151472,3.717095,0.990521,0
3,12,0.170735,3.710519,1.35314,0
4,2,-0.28529,3.489355,0.916165,0
5,8,0.040973,3.744269,0.780472,0
1,2,-0.142526,3.201368,0.786394,0
2,8,-0.013152,3.451455,0.815618,0
3,5,-0.261522,3.226075,1.083073,0
4,2,0.75245,3.406319,0.89791,0
5,7,0.016583,3.373647,1.053376,0
1,2,-0.453439,4.374485,1.175486,0
2,10,0.063536,4.249956,1.667186,0
3,5,-0.189698,4.079849,0.599101,0
4,2,1.285321,2.899975,1.267571,0
5,7,-0.20941,7.094787,0.943867,1
1,2,0.080034,4.948661,1.285483,1
2,12,-0.160537,4.073898,1.651378,0
3,8,-0.205644,2.717923,1.397407,1
4,2,1.340593,2.743845,0.944688,0
5,7,0.121952,5.802987,0.964378,0
1,2,-0.163256,4.538522,0.829079,0
2,8,-0.006814,3.969727,1.168738,0
3,12,0.109875,4.502463,1.419211,1
4,2,0.89193,2.593907,1.140928,0
5,7,-0.155943,4.498704,0.916402,0
1,2,0.011422,4.491303,0.980119,0
2,12,-0.37783,3.764708,1.264349,0
3,8,0.353406,4.198062,1.856603,1
4,2,1.197869,2.095023,0.952675,0
5,7,0.084986,2.574422,0.919184,0
1,2,-0.232815,4.094864,1.262499,2
2,8,-0.255808,4.251957,1.432367,2
3,7,0.127097,4.352923,1.216537,2
4,2,0.854873,2.638,0.997171,0
5,7,0.009956,4.445478,1.002967,0
1,2,0.03638,4.433939,1.157427,2
2,11,-0.00104,5.38112,1.475966,1
3,9,-0.60243,3.762812,1.002797,1
4,2,1.09728,2.927803,0.751872,0
5,6,0.154677,4.589115,0.986627,0
1,3,0.175963,4.827151,1.625323,1
2,8,-0.008638,4.05231,0.923466,0
3,6,0.024367,4.063057,1.018489,0
4,2,0.287437,4.036506,0.977775,0
5,7,-0.123072,3.97339,0.875727,0
1,2,0.013547,4.870147,1.600697,0
2,8,-0.056102,4.162634,0.892361,0
3,3,0.307867,3.268091,0.735869,0
4,1,-0.23608,2.913419,1.03254,0
5,7,0.008568,4.193045,0.893458,0
1,2,0.077831,3.901367,1.159069,0
2,14,-0.292841,3.400645,1.248796,0
3,4,0.309557,3.462795,0.707623,0
4,2,0.992999,3.147476,0.989185,0
5,6,0.148549,3.393658,0.85765,0
1,2,0.268802,4.657121,0.937434,0
2,8,0.073706,4.515958,1.015507,0
3,7,-0.551595,3.946242,1.022123,0
4,2,1.116552,2.248583,1.030258,0
5,7,-0.001155,3.992876,1.167057,0
1,2,-0.060947,5.127048,1.119667,0
2,8,-0.104149,3.657304,0.720518,0
3,12,0.103884,4.301709,1.680853,2
4,2,1.256537,2.805388,1.014285,0
5,7,-0.193745,4.546815,0.866341,0
1,2,-0.127271,5.909694,1.050714,0
2,10,0.052281,4.665842,1.22381,0
3,9,0.065075,3.57853,1.807049,1
4,2,1.726038,4.217083,1.017708,0
5,7,0.349758,5.32793,1.054419,0
1,2,-0.282519,4.445331,1.078624,0
2,8,-0.195382,5.047678,0.984657,1
3,10,-0.149205,3.350088,1.704804,2
4,2,0.32809,2.916137,0.94697,0
5,7,-0.009528,4.917948,1.163581,0
1,2,-0.277818,3.406422,1.372495,1
2,8,-0.36116,3.649491,0.792417,0
3,7,-0.361721,4.131687,1.321591,1
4,2,0.665858,4.009388,1.029117,0
5,7,0.004748,3.817433,0.843396,1
1,2,0.042799,3.68073,0.991611,0
2,10,0.057469,3.258206,2.011382,0
3,5,-0.403206,2.917086,0.719186,0
4,2,0.62472,3.016237,1.086164,0
5,7,-0.019634,4.000689,1.141679,0
1,2,0.071029,3.670158,0.911166,0
2,8,-0.091109,3.442497,0.874769,0
3,7,-0.430852,3.438863,1.070355,0
4,1,1.023533,3.169606,0.916165,0
5,7,0.099571,3.850844,0.959858,0
1,2,0.414888,3.685902,0.993253,0
2,8,-0.031347,3.455159,0.70777,0
3,2,0.016333,3.377466,0.69573,0
4,2,0.442573,3.455691,0.902474,0
5,7,-0.113621,3.414336,0.953601,0
1,2,-0.145349,4.574408,0.988328,2
2,8,-0.053105,4.94207,0.946668,0
3,18,0.234595,4.223454,1.944478,1
4,2,0.607439,3.862416,1.239048,2
5,10,-0.096584,4.426974,2.074421,2
1,2,0.426579,3.953887,0.911166,0
2,8,0.103014,3.422389,0.858962,0
3,8,-0.55713,3.185894,0.75123,0
4,2,1.144368,1.627654,0.994889,0
5,7,-0.10043,3.561084,1.149327,0
1,2,-0.064363,3.706473,0.794602,0
2,8,-0.16526,3.358486,1.274802,0
3,5,-0.508232,2.965272,0.870985,0
4,2,0.615197,3.045249,0.932138,0
5,7,0.168932,4.206562,0.807241,0
1,2,-0.222063,3.909108,0.84878,0
2,8,-0.051539,3.368784,1.042533,0
3,3,-0.24317,3.104877,0.817467,0
4,2,0.38199,3.488715,1.176297,0
5,7,0.063883,3.58635,1.013744,0
1,2,0.07678,3.784312,1.70741,2
2,8,0.115364,4.840624,0.651679,0
3,5,-0.464484,2.41161,0.889154,0
4,2,0.467076,3.247011,0.895629,0
5,7,-0.074416,5.288506,0.807241,0
1,2,-0.664974,3.647504,0.705948,0
2,8,-0.181012,3.439014,0.690943,0
3,7,-0.49615,3.92146,1.039136,0
4,2,1.224945,2.781845,0.974353,0
5,7,0.233234,4.158115,0.783253,0
1,2,-0.17055,3.74833,0.786394,0
2,8,-0.293935,3.763955,0.64301,0
3,2,0.159708,3.395909,0.57961,0
4,2,0.196718,3.314387,0.883078,0
5,7,0.120104,3.773922,1.026607,1
1,2,-0.254526,4.972385,0.829079,2
2,9,-0.38151,4.623354,0.974714,1
3,5,0.518983,4.459865,0.938873,1
4,2,1.161504,1.857721,1.026835,0
5,7,-0.212385,4.915703,0.823232,0
1,2,-0.65602,4.892608,1.008029,0
2,8,-0.176254,5.179627,0.753663,0
3,2,-0.382317,1.596783,0.571021,0
4,2,0.698922,2.224549,0.99603,0
5,8,0.122661,4.657423,0.939695,0
1,2,-0.026514,3.659692,1.190262,1
2,8,-0.187858,3.389889,0.895421,2
3,2,-0.053719,3.511417,0.509905,1
4,2,0.829756,3.68832,0.901333,0
5,7,0.011575,3.691581,1.083621,2
1,2,0.396272,4.929609,0.852063,0
2,8,0.053926,4.360455,0.977263,1
3,6,0.19589,5.654631,0.991895,2
4,2,0.564668,4.000085,1.018849,1
5,7,-0.236352,4.20734,0.973069,1
1,2,0.242624,5.033199,0.975194,2
2,10,-0.114853,3.864322,1.058086,1
3,7,-0.591415,3.093536,1.20068,0
4,2,0.524672,2.796639,0.893347,0
5,7,0.250001,5.78014,0.969593,2
1,2,-0.335751,3.066823,0.968627,0
2,8,-0.150114,3.570451,1.233753,0
3,7,0.34776,3.586543,1.337117,2
4,2,1.101068,3.510934,1.024553,0
5,7,-0.21559,4.149177,0.98767,0
1,2,-0.761086,3.176732,0.878331,0
2,8,0.048259,4.109473,0.860746,0
3,5,-0.356694,3.447432,1.054663,0
4,2,0.459249,2.539034,0.838582,0
5,7,0.117024,4.292822,0.858693,0
1,2,-0.255777,3.995587,0.879973,0
2,8,-0.028734,3.585036,0.790887,0
3,7,-0.189227,3.620939,0.744293,0
4,2,1.219914,3.050896,1.063345,0
5,7,-0.070266,3.83573,0.790901,0
1,2,-0.356086,4.666383,1.053998,1
2,8,-0.106791,3.797649,1.327834,0
3,7,-0.177035,4.185738,1.368006,0
4,2,0.585846,2.846119,0.999453,0
5,7,0.118616,4.594128,0.958816,0
1,2,0.190101,6.251011,1.029371,1
2,9,-0.021415,4.564996,0.696297,0
3,10,0.27467,4.219458,1.100913,1
4,3,0.360173,3.188565,1.197974,0
5,2,-0.449741,3.442915,0.23362,0
1,2,0.229805,4.541616,1.050714,1
2,8,-0.077447,3.995826,0.699866,0
3,6,0.083219,3.931977,1.08423,0
4,2,0.456451,3.601488,0.903615,0
5,7,0.020201,3.859473,0.933437,0
1,2,0.151508,4.552163,1.083549,0
2,8,0.062763,3.765315,0.920662,0
3,9,0.109667,3.667449,1.03864,0
4,2,1.02177,3.85117,0.940125,0
5,7,-0.243181,4.448673,0.983499,0
1,2,0.142336,3.503729,0.917733,1
2,8,-0.299438,3.612764,0.662642,0
3,5,0.194375,3.758382,0.887007,0
4,2,0.70115,3.570433,0.861401,0
5,7,0.031527,3.635125,0.888938,0
1,2,0.07594,5.252722,0.986686,0
2,8,0.242951,3.371703,0.784513,0
3,8,0.152807,3.417787,1.045743,0
4,2,0.78318,2.790591,1.135223,0
5,7,-0.324323,4.188991,1.079797,0
1,2,0.123367,5.794505,1.068773,0
2,8,0.122898,3.788628,0.727657,0
3,7,0.06598,3.754747,0.851328,0
4,2,0.974654,4.479473,1.053077,0
5,7,-0.232274,4.006843,1.156975,0
1,2,-0.001936,5.865826,0.799528,0
2,8,-0.188553,4.783542,0.855392,1
3,8,0.328242,4.19326,1.56209,2
4,3,0.294296,3.476314,1.088445,0
5,7,-0.050644,5.160203,0.986627,1
1,2,0.378178,5.853308,1.296975,0
2,8,0.01649,3.704572,0.61216,0
3,8,0.340019,3.672899,0.76527,0
4,2,0.473565,3.573718,0.889924,0
5,7,-0.246363,5.855324,0.921617,0
1,2,0.453969,5.325631,1.590847,1
2,8,0.323343,3.483463,0.720263,0
3,6,-0.109163,4.185694,0.829194,0
4,2,1.14558,2.64082,1.129519,0
5,7,-0.374895,5.071835,1.084664,0
1,2,0.083163,5.18147,0.966985,0
2,13,0.118453,6.312105,1.330638,0
3,7,0.060183,4.034402,0.871976,0
4,2,1.371678,2.99686,1.233343,0
5,7,-0.172628,5.47714,1.040861,0
1,2,0.266134,5.537619,1.375779,1
2,11,-0.042379,5.832212,1.045338,0
3,5,0.339706,4.701641,0.661869,0
4,2,0.580756,3.289836,1.05764,0
5,7,-0.175241,5.590564,0.945605,0
1,2,0.190753,4.727714,0.98997,0
2,8,0.035214,4.337568,0.875279,0
3,5,0.27005,4.048899,0.782945,0
4,2,1.07515,4.150497,1.033681,0
5,7,-0.278637,4.068149,1.024174,0
1,2,0.170231,5.945864,0.955493,0
2,8,-0.015544,3.852648,0.680999,0
3,9,0.423311,3.865538,1.078779,1
4,2,0.982788,3.064032,1.037104,0
5,7,-0.372867,4.690851,1.060677,0
1,2,0.168007,3.752881,1.032655,0
2,8,0.13526,3.491962,0.76947,0
3,8,0.164591,3.339058,0.707954,0
4,2,0.993542,3.240395,1.026835,0
5,7,-0.315851,3.358328,0.941433,0
1,2,0.138438,5.387275,0.829079,0
2,12,0.118408,4.290943,1.894101,2
3,7,0.342397,3.750212,1.025096,1
4,2,0.882675,2.968468,1.164888,0
5,7,-0.42141,4.668016,1.115605,0
1,2,0.195893,5.612044,0.948926,0
2,8,0.089418,5.015264,0.656778,0
3,7,-0.026185,3.981518,1.083073,0
4,2,1.076338,4.006695,1.049654,0
5,7,-0.231659,4.225795,0.936914,0
1,2,0.17137,5.412522,0.702665,1
2,8,0.000845,4.533209,0.799046,0
3,7,0.460758,3.042725,0.679543,0
4,2,0.634562,4.254125,1.015426,0
5,7,-0.336765,3.879643,1.000533,1
1,2,-0.124299,4.485791,0.865197,0
2,12,-0.018871,4.290601,1.408401,0
3,10,-0.063721,4.128358,1.256015,1
4,2,0.950341,3.831747,0.918447,0
5,9,-0.076758,4.150492,1.349225,1
1,2,0.444226,3.64003,0.879973,0
2,8,0.029938,3.250854,0.741425,0
3,2,0.07154,3.13997,0.578124,0
4,2,0.874186,3.05365,0.98348,0
5,7,-0.226791,3.752728,0.982803,0
1,2,0.061697,4.984469,0.950568,0
2,8,0.127284,4.892,0.923721,0
3,7,0.166968,4.414368,0.893944,1
4,2,0.883029,2.440765,0.912742,0
5,7,-0.114208,4.977835,0.894848,0
