@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.016,0.337,0.647,0.132,0.347,0.174,0.264,2
0.152,0.521,0.327,0.071,0.551,0.286,0.559,1
0.074,0.685,0.241,0.35,0.427,0.481,0.33,1
0.022,0.785,0.193,0.108,0.537,0.163,0.349,1
0.051,0.742,0.207,0.475,0.42,0.197,0.333,1
0.014,0.312,0.674,0.004,0.206,0.179,0.275,1
0.119,0.406,0.474,0.02,0.332,0.147,0.523,2
0.049,0.099,0.852,0.103,0.648,0.113,0.534,2
0.05,0.575,0.375,0.752,0.172,0.148,0.33,2
0.037,0.526,0.437,0.085,0.67,0.175,0.459,1
0.069,0.752,0.179,0.853,0.114,0.153,0.387,1
0.011,0.171,0.818,0.036,0.26,0.175,0.303,2
0.029,0.565,0.406,0.004,0.784,0.078,0.422,1
0.397,0.55,0.053,0.035,0.909,0.034,0.786,1
0.036,0.718,0.246,0.016,0.291,0.146,0.308,2
0.075,0.589,0.336,0.16,0.501,0.012,0.913,1
0.087,0.712,0.201,0.08,0.604,0.104,0.384,1
0.602,0.35,0.048,0.303,0.673,0.126,0.599,1
0.007,0.8,0.192,0.016,0.659,0.187,0.3,1
0.006,0.104,0.89,0,0.229,0.179,0.373,2
0.045,0.378,0.577,0.033,0.32,0.22,0.234,2
0.032,0.741,0.228,0.926,0.069,0.22,0.485,1
0.737,0.209,0.055,0.21,0.734,0.148,0.334,1
0.699,0.191,0.11,0.31,0.538,0.217,0.381,1
0.176,0.68,0.143,0.664,0.296,0.195,0.262,2
0.284,0.566,0.15,0.463,0.415,0.135,0.564,1
0.035,0.039,0.926,0.156,0.463,0.188,0.27,2
0.203,0.62,0.177,0.376,0.509,0.259,0.465,1
0.284,0.556,0.16,0.127,0.759,0.075,0.603,1
0.468,0.471,0.061,0.157,0.69,0.196,0.566,1
0.447,0.244,0.309,0.187,0.711,0.184,0.51,1
0.042,0.657,0.301,0.052,0.373,0.165,0.267,2
0.059,0.488,0.452,0.166,0.727,0.848,0.023,1
0.065,0.719,0.215,0.242,0.617,0.139,0.343,1
0.144,0.764,0.092,0.324,0.586,0.529,0.357,1
0.122,0.742,0.137,0.056,0.75,0.057,0.733,1
0.14,0.706,0.154,0.072,0.684,0.304,0.511,1
0.387,0.559,0.054,0.179,0.688,0.11,0.254,1
0.183,0.784,0.033,0.072,0.795,0.339,0.419,1
0.207,0.569,0.224,0.367,0.45,0.669,0.206,2
0.207,0.726,0.066,0.103,0.823,0.34,0.546,1
0.416,0.445,0.139,0.15,0.729,0.146,0.56,1
0.48,0.454,0.066,0.447,0.471,0.105,0.576,1
0.348,0.079,0.573,0.014,0.301,0.164,0.457,2
0.036,0.665,0.299,0.072,0.074,0.144,0.311,2
0.433,0.446,0.121,0.164,0.77,0.433,0.341,2
0.196,0.67,0.134,0.384,0.497,0.164,0.274,1
0.696,0.274,0.03,0.267,0.6,0.365,0.429,1
0.256,0.644,0.1,0.707,0.268,0.554,0.227,0
0.828,0.146,0.026,0.38,0.604,0.064,0.616,0
0.533,0.451,0.017,0.891,0.1,0.86,0.02,0
0.257,0.509,0.234,0.135,0.787,0.337,0.348,0
0.602,0.319,0.079,0.65,0.332,0.805,0.112,0
0.598,0.265,0.137,0.105,0.868,0.123,0.475,0
0.507,0.486,0.008,0.447,0.546,0.652,0.231,0
0.474,0.499,0.027,0.057,0.926,0.11,0.491,0
0.852,0.105,0.042,0.878,0.113,0.86,0.016,0
0.562,0.429,0.009,0.968,0.031,0.859,0.011,0
0.097,0.11,0.794,0.253,0.567,0.291,0.44,0
0.483,0.482,0.036,0.565,0.308,0.61,0.219,0
0.712,0.168,0.12,0.655,0.298,0.273,0.363,0
0.093,0.454,0.453,0.544,0.318,0.369,0.227,0
0.716,0.044,0.24,0.459,0.375,0.274,0.275,0
0.04,0.896,0.064,0.181,0.587,0.777,0.152,0
0.147,0.692,0.161,0.78,0.136,0.166,0.352,0
0.266,0.639,0.095,0.131,0.78,0.074,0.322,0
