@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.352,0.506,0.141,0.15,0.344,0
0.057,0.895,0.048,0.183,0.343,0
0.01,0.363,0.627,0.223,0.281,2
0.234,0.125,0.641,0.249,0.291,2
0.041,0.527,0.432,0.402,0.548,1
0.558,0.419,0.023,0.18,0.434,0
0.224,0.463,0.313,0.198,0.363,0
0.473,0.233,0.294,0.276,0.309,0
0.174,0.451,0.375,0.225,0.362,0
0.815,0.152,0.034,0.24,0.464,0
0.775,0.182,0.043,0.293,0.453,0
0.139,0.428,0.432,0.288,0.388,0
0.846,0.115,0.039,0.177,0.27,0
0.494,0.341,0.166,0.369,0.338,0
0.461,0.348,0.191,0.235,0.433,0
0.107,0.768,0.125,0.19,0.375,0
0.667,0.019,0.315,0.249,0.343,0
0.052,0.916,0.032,0.166,0.28,0
0.385,0.103,0.511,0.352,0.319,0
0.029,0.787,0.184,0.307,0.458,1
0.069,0.705,0.227,0.287,0.365,1
0.453,0.147,0.4,0.219,0.346,0
0.053,0.799,0.148,0.195,0.291,1
0.793,0.142,0.065,0.429,0.313,0
0.285,0.223,0.492,0.296,0.478,0
0.207,0.319,0.473,0.277,0.495,0
0.198,0.477,0.325,0.183,0.32,0
0.027,0.808,0.165,0.191,0.298,1
0.824,0.056,0.12,0.315,0.323,0
0.351,0.331,0.318,0.301,0.452,0
0.032,0.649,0.319,0.234,0.374,0
0.071,0.379,0.55,0.275,0.382,0
0.003,0.329,0.669,0.214,0.281,1
0.917,0.021,0.061,0.512,0.288,0
0.922,0.029,0.05,0.192,0.427,0
0.104,0.378,0.518,0.325,0.457,2
0.073,0.109,0.818,0.198,0.392,2
0.021,0.613,0.366,0.172,0.279,2
0.534,0.391,0.075,0.274,0.357,0
0.311,0.597,0.092,0.27,0.475,0
0.381,0.235,0.384,0.178,0.391,2
0.032,0.549,0.419,0.185,0.347,1
0.125,0.817,0.059,0.167,0.29,1
0.914,0.066,0.019,0.608,0.273,0
0.155,0.377,0.468,0.38,0.429,0
0.025,0.216,0.759,0.255,0.406,1
0.698,0.221,0.081,0.252,0.386,0
0.021,0.464,0.515,0.288,0.314,0
0.362,0.256,0.382,0.412,0.364,0
0.734,0.237,0.028,0.243,0.461,0
0.054,0.236,0.71,0.203,0.332,0
0.227,0.578,0.196,0.251,0.368,0
0.963,0.013,0.023,0.174,0.263,0
0.611,0.126,0.263,0.167,0.314,0
0.594,0.287,0.119,0.266,0.475,0
0.56,0.339,0.101,0.212,0.406,0
0.576,0.075,0.349,0.291,0.415,0
0.378,0.251,0.37,0.19,0.278,0
0.731,0.027,0.242,0.411,0.332,0
0.825,0.133,0.042,0.384,0.445,0
0.468,0.291,0.241,0.562,0.334,0
0.225,0.584,0.191,0.268,0.355,0
0.289,0.664,0.046,0.173,0.284,0
0.841,0.107,0.052,0.478,0.3,0
0.237,0.319,0.445,0.317,0.432,0
0.437,0.444,0.119,0.173,0.426,0
0.611,0.36,0.029,0.166,0.355,0
0.01,0.183,0.808,0.191,0.283,2
0.953,0.025,0.022,0.405,0.322,0
0.393,0.412,0.195,0.326,0.446,0
0.061,0.825,0.114,0.256,0.416,0
0.272,0.259,0.469,0.23,0.357,0
0.003,0.635,0.361,0.364,0.381,1
0.097,0.065,0.837,0.744,0.208,0
0.014,0.78,0.206,0.224,0.472,0
0.22,0.4,0.381,0.959,0.039,0
0.023,0.878,0.099,0.47,0.487,1
0.156,0.623,0.221,0.266,0.31,2
0.189,0.438,0.373,0.376,0.346,0
0.03,0.559,0.411,0.411,0.428,0
0.284,0.445,0.271,0.344,0.575,1
0.029,0.956,0.015,0.491,0.338,0
0.084,0.789,0.127,0.295,0.338,1
0.693,0.118,0.189,0.327,0.333,0
0.144,0.782,0.075,0.292,0.461,1
0.059,0.564,0.377,0.554,0.324,0
0.018,0.197,0.785,0.262,0.326,0
0.727,0.264,0.009,0.185,0.287,0
0.689,0.025,0.285,0.304,0.378,0
0.212,0.546,0.242,0.333,0.446,0
0.502,0.466,0.032,0.358,0.429,0
0.135,0.655,0.21,0.196,0.345,0
0.891,0.097,0.012,0.338,0.319,0
0.268,0.227,0.504,0.207,0.338,0
0.562,0.286,0.152,0.248,0.459,0
0.838,0.155,0.007,0.527,0.337,0
0.739,0.101,0.16,0.248,0.401,0
0.221,0.321,0.457,0.171,0.26,0
0.688,0.131,0.181,0.524,0.301,0
0.462,0.395,0.144,0.269,0.464,0
0.747,0.171,0.082,0.229,0.379,2
0.161,0.722,0.117,0.18,0.375,0
0.038,0.764,0.197,0.191,0.291,1
0.151,0.071,0.778,0.409,0.343,2
0.003,0.104,0.893,0.384,0.376,2
