@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.037,0.345,0.618,0.08,0.395,0.105,0.445,2
0.109,0.465,0.426,0.247,0.542,0.558,0.264,1
0.129,0.74,0.131,0.751,0.173,0.532,0.242,1
0.127,0.666,0.207,0.096,0.542,0.096,0.421,1
0.031,0.77,0.199,0.108,0.666,0.127,0.404,1
0.027,0.339,0.634,0.002,0.134,0.105,0.438,1
0.193,0.341,0.466,0.007,0.429,0.268,0.38,2
0.054,0.086,0.861,0.014,0.528,0.145,0.379,2
0.023,0.649,0.329,0.349,0.351,0.096,0.407,2
0.033,0.515,0.452,0.144,0.824,0.151,0.375,1
0.084,0.838,0.078,0.737,0.205,0.098,0.395,1
0.023,0.205,0.773,0.024,0.259,0.11,0.417,2
0.08,0.534,0.386,0.001,0.826,0.094,0.522,1
0.238,0.687,0.075,0.108,0.837,0.089,0.572,1
0.041,0.716,0.243,0.002,0.191,0.094,0.472,2
0.183,0.545,0.272,0.04,0.629,0.002,0.957,1
0.028,0.818,0.154,0.02,0.439,0.057,0.576,1
0.698,0.259,0.043,0.164,0.818,0.213,0.391,1
0.048,0.743,0.21,0.003,0.702,0.13,0.407,1
0.023,0.101,0.876,0,0.21,0.166,0.474,2
0.098,0.34,0.562,0.012,0.312,0.145,0.54,2
0.039,0.759,0.202,0.542,0.416,0.171,0.375,1
0.31,0.552,0.138,0.123,0.811,0.117,0.42,1
0.466,0.305,0.229,0.503,0.367,0.173,0.4,1
0.036,0.875,0.088,0.637,0.347,0.12,0.418,2
0.241,0.508,0.252,0.475,0.453,0.162,0.351,1
0.026,0.058,0.916,0.118,0.393,0.124,0.424,2
0.108,0.752,0.14,0.354,0.505,0.339,0.308,1
0.255,0.633,0.112,0.104,0.78,0.096,0.441,1
0.243,0.68,0.077,0.066,0.775,0.398,0.281,1
0.232,0.342,0.426,0.248,0.697,0.169,0.366,1
0.057,0.683,0.26,0.008,0.285,0.111,0.458,2
0.13,0.515,0.354,0.036,0.863,0.797,0.137,1
0.225,0.653,0.122,0.026,0.781,0.147,0.497,1
0.418,0.489,0.093,0.462,0.505,0.49,0.262,1
0.164,0.789,0.047,0.383,0.508,0.073,0.571,1
0.418,0.551,0.031,0.169,0.764,0.406,0.333,1
0.295,0.511,0.194,0.761,0.18,0.664,0.189,2
0.052,0.727,0.221,0.136,0.551,0.065,0.536,1
0.361,0.6,0.039,0.084,0.848,0.217,0.627,1
0.374,0.479,0.147,0.088,0.776,0.11,0.618,1
0.319,0.598,0.083,0.492,0.443,0.028,0.738,1
0.076,0.083,0.842,0.076,0.319,0.146,0.386,2
0.033,0.724,0.243,0.202,0.029,0.089,0.416,2
0.54,0.352,0.108,0.186,0.763,0.5,0.255,2
0.115,0.71,0.176,0.218,0.656,0.109,0.462,1
0.737,0.229,0.034,0.606,0.326,0.483,0.252,1
0.075,0.86,0.066,0.643,0.23,0.1,0.403,0
0.917,0.02,0.063,0.594,0.382,0.448,0.373,0
0.262,0.274,0.465,0.033,0.36,0.128,0.46,0
0.311,0.617,0.072,0.75,0.232,0.194,0.334,0
0.779,0.073,0.148,0.74,0.236,0.53,0.261,0
0.632,0.205,0.163,0.861,0.132,0.329,0.331,0
0.881,0.009,0.111,0.507,0.259,0.918,0.067,0
0.648,0.157,0.195,0.034,0.884,0.398,0.293,0
0.388,0.234,0.378,0.563,0.409,0.668,0.201,0
0.184,0.779,0.037,0.273,0.61,0.056,0.589,0
0.442,0.354,0.204,0.605,0.353,0.237,0.37,0
0.078,0.623,0.299,0.747,0.169,0.156,0.427,0
0.447,0.391,0.162,0.689,0.24,0.143,0.422,0
0.241,0.685,0.073,0.978,0.021,0.17,0.414,0
0.72,0.234,0.046,0.102,0.886,0.125,0.501,0
0.332,0.475,0.193,0.629,0.294,0.63,0.215,0
0.063,0.13,0.808,0.09,0.749,0.105,0.379,0
0.28,0.697,0.023,0.008,0.982,0.092,0.551,0
