@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.397,0.489,0.114,0.124,0.489,0
0.058,0.858,0.084,0.119,0.418,0
0.037,0.405,0.558,0.088,0.226,2
0.271,0.105,0.624,0.173,0.208,2
0.054,0.535,0.411,0.529,0.214,1
0.362,0.558,0.08,0.139,0.564,0
0.206,0.428,0.366,0.141,0.422,0
0.068,0.32,0.613,0.125,0.286,0
0.582,0.248,0.17,0.189,0.356,0
0.694,0.232,0.074,0.321,0.496,0
0.613,0.297,0.089,0.33,0.401,0
0.514,0.233,0.253,0.248,0.343,0
0.407,0.383,0.21,0.076,0.216,0
0.738,0.15,0.113,0.448,0.188,0
0.497,0.326,0.177,0.243,0.466,0
0.224,0.633,0.143,0.103,0.394,0
0.022,0.05,0.928,0.223,0.298,0
0.418,0.548,0.034,0.082,0.262,0
0.644,0.056,0.3,0.382,0.179,0
0.201,0.668,0.131,0.467,0.368,1
0.255,0.521,0.224,0.332,0.297,1
0.06,0.227,0.714,0.178,0.337,0
0.156,0.654,0.19,0.081,0.257,1
0.816,0.104,0.08,0.563,0.129,0
0.304,0.296,0.4,0.412,0.415,0
0.577,0.223,0.2,0.348,0.468,0
0.181,0.453,0.366,0.132,0.345,0
0.046,0.765,0.189,0.105,0.263,1
0.727,0.071,0.202,0.317,0.209,0
0.462,0.321,0.216,0.415,0.381,0
0.36,0.427,0.213,0.254,0.383,0
0.112,0.406,0.483,0.266,0.327,0
0.028,0.398,0.573,0.087,0.224,1
0.819,0.038,0.144,0.689,0.079,0
0.77,0.09,0.14,0.203,0.55,0
0.189,0.395,0.416,0.231,0.635,2
0.042,0.119,0.839,0.135,0.556,2
0.165,0.61,0.225,0.079,0.256,2
0.863,0.102,0.036,0.288,0.297,0
0.515,0.41,0.074,0.353,0.457,0
0.546,0.18,0.274,0.122,0.478,2
0.054,0.514,0.432,0.137,0.393,1
0.165,0.739,0.096,0.081,0.276,1
0.925,0.051,0.024,0.874,0.043,0
0.557,0.219,0.224,0.635,0.239,0
0.093,0.28,0.627,0.314,0.398,1
0.388,0.414,0.198,0.219,0.421,0
0.267,0.49,0.242,0.094,0.337,0
0.527,0.198,0.275,0.632,0.171,0
0.645,0.305,0.05,0.289,0.491,0
0.034,0.359,0.607,0.161,0.341,0
0.302,0.522,0.175,0.23,0.333,0
0.685,0.109,0.207,0.072,0.206,0
0.479,0.181,0.34,0.086,0.322,0
0.682,0.203,0.115,0.335,0.466,0
0.309,0.5,0.191,0.262,0.48,0
0.142,0.092,0.766,0.249,0.435,0
0.485,0.201,0.314,0.088,0.219,0
0.711,0.032,0.258,0.571,0.152,0
0.758,0.172,0.07,0.619,0.265,0
0.626,0.203,0.17,0.882,0.065,0
0.331,0.448,0.221,0.156,0.395,0
0.105,0.809,0.086,0.081,0.25,0
0.852,0.083,0.065,0.645,0.098,0
0.491,0.243,0.266,0.447,0.336,0
0.583,0.31,0.106,0.14,0.572,0
0.533,0.406,0.062,0.114,0.441,0
0.019,0.257,0.724,0.089,0.241,2
0.856,0.054,0.09,0.532,0.149,0
0.599,0.28,0.12,0.495,0.331,0
0.21,0.701,0.088,0.249,0.401,0
0.162,0.333,0.505,0.208,0.349,0
0.016,0.633,0.351,0.104,0.63,1
0.485,0.052,0.462,0.043,0.792,0
0.169,0.686,0.146,0.127,0.746,0
0.399,0.376,0.225,0.023,0.809,0
0.082,0.82,0.098,0.119,0.555,1
0.046,0.703,0.251,0.096,0.305,2
0.726,0.149,0.124,0.157,0.436,0
0.251,0.544,0.206,0.679,0.239,0
0.225,0.496,0.279,0.02,0.808,1
0.089,0.875,0.037,0.087,0.631,0
0.061,0.776,0.164,0.075,0.378,1
0.631,0.133,0.236,0.387,0.216,0
0.448,0.479,0.073,0.183,0.652,1
0.451,0.366,0.184,0.836,0.073,0
0.016,0.195,0.789,0.192,0.271,0
0.602,0.362,0.036,0.076,0.257,0
0.581,0.05,0.369,0.293,0.397,0
0.397,0.392,0.211,0.468,0.357,0
0.447,0.49,0.064,0.544,0.277,0
0.407,0.438,0.155,0.129,0.354,0
0.317,0.535,0.148,0.084,0.378,0
0.756,0.06,0.184,0.19,0.359,0
0.567,0.274,0.159,0.318,0.478,0
0.586,0.34,0.074,0.856,0.077,0
0.583,0.183,0.234,0.197,0.466,0
0.55,0.192,0.259,0.066,0.219,0
0.711,0.11,0.179,0.765,0.077,0
0.72,0.189,0.091,0.366,0.445,0
0.369,0.404,0.227,0.262,0.403,2
0.136,0.733,0.131,0.139,0.478,0
0.005,0.809,0.186,0.107,0.26,1
0.406,0.069,0.525,0.587,0.161,2
0.013,0.119,0.869,0.185,0.499,2
0.557,0.369,0.074,0.785,0.145,0
0.459,0.2,0.341,0.258,0.368,0
0.213,0.725,0.062,0.081,0.461,0
0.896,0.026,0.078,0.852,0.072,0
0.387,0.399,0.213,0.443,0.355,0
0.604,0.318,0.078,0.262,0.529,0
0.188,0.489,0.323,0.116,0.324,0
0.416,0.449,0.135,0.066,0.219,0
0.741,0.145,0.114,0.837,0.047,0
0.708,0.183,0.109,0.37,0.465,0
0.523,0.409,0.068,0.608,0.278,0
0.445,0.25,0.305,0.199,0.393,0
0.576,0.348,0.077,0.073,0.29,0
0.419,0.211,0.37,0.22,0.452,0
0.528,0.222,0.251,0.685,0.216,0
0.069,0.359,0.573,0.191,0.374,2
0.408,0.506,0.086,0.263,0.436,0
0.464,0.481,0.055,0.059,0.218,0
0.55,0.058,0.391,0.797,0.079,0
0.576,0.201,0.223,0.7,0.197,0
0.722,0.234,0.045,0.158,0.709,0
0.528,0.402,0.069,0.207,0.344,0
0.196,0.683,0.121,0.092,0.309,0
0.794,0.04,0.166,0.566,0.185,0
0.749,0.116,0.134,0.848,0.104,0
0.435,0.477,0.088,0.13,0.518,0
0.635,0.196,0.169,0.225,0.353,0
0.553,0.243,0.203,0.07,0.187,0
0.686,0.062,0.251,0.483,0.197,0
0.616,0.206,0.178,0.426,0.381,1
0.319,0.563,0.118,0.132,0.525,2
0.195,0.627,0.178,0.155,0.382,1
0.333,0.5,0.167,0.11,0.332,1
0.91,0.035,0.055,0.784,0.103,0
0.127,0.842,0.031,0.182,0.643,0
0.215,0.742,0.043,0.379,0.406,0
0.109,0.681,0.211,0.141,0.519,0
0.731,0.252,0.017,0.07,0.226,0
0.845,0.089,0.066,0.84,0.078,0
0.494,0.344,0.162,0.479,0.38,0
0.239,0.437,0.324,0.115,0.446,1
0.416,0.287,0.297,0.194,0.329,2
0.543,0.426,0.031,0.055,0.203,1
0.665,0.14,0.195,0.619,0.125,0
0.635,0.189,0.177,0.54,0.303,2
0.477,0.464,0.059,0.565,0.247,0
0.254,0.445,0.3,0.163,0.366,1
0.053,0.839,0.108,0.092,0.21,2
0.541,0.085,0.374,0.671,0.1,1
0.516,0.433,0.051,0.42,0.435,1
0.442,0.203,0.354,0.286,0.442,2
0.397,0.394,0.208,0.146,0.509,1
0.051,0.849,0.099,0.074,0.35,0
0.835,0.156,0.009,0.293,0.255,0
0.395,0.37,0.235,0.545,0.294,2
0.573,0.353,0.074,0.038,0.769,0
0.144,0.308,0.548,0.137,0.368,0
0.058,0.061,0.882,0.103,0.24,2
0.697,0.09,0.213,0.384,0.211,0
0.325,0.577,0.098,0.316,0.507,0
0.671,0.279,0.051,0.113,0.596,0
0.471,0.394,0.135,0.138,0.376,0
0.216,0.637,0.148,0.059,0.217,0
0.784,0.065,0.151,0.814,0.061,0
0.694,0.132,0.174,0.804,0.134,0
0.446,0.471,0.083,0.801,0.136,0
0.542,0.363,0.095,0.292,0.312,0
0.34,0.546,0.115,0.101,0.256,0
0.748,0.029,0.223,0.913,0.036,0
0.686,0.233,0.082,0.769,0.16,0
0.299,0.441,0.259,0.124,0.488,1
0.129,0.119,0.752,0.094,0.356,0
0.077,0.787,0.136,0.06,0.221,0
0.699,0.08,0.22,0.677,0.095,0
0.564,0.196,0.239,0.651,0.228,0
0.179,0.673,0.148,0.291,0.485,1
0.51,0.242,0.248,0.18,0.475,0
0.096,0.732,0.172,0.095,0.343,1
0.581,0.095,0.324,0.526,0.266,0
0.915,0.067,0.018,0.672,0.217,0
0.171,0.667,0.163,0.303,0.591,1
0.284,0.621,0.095,0.137,0.607,0
0.086,0.81,0.104,0.081,0.492,0
0.655,0.118,0.227,0.362,0.369,0
0.671,0.249,0.081,0.749,0.159,0
0.162,0.652,0.186,0.599,0.167,0
0.402,0.246,0.353,0.245,0.312,0
0.16,0.655,0.186,0.098,0.261,0
0.713,0.066,0.221,0.286,0.269,0
0.495,0.359,0.146,0.586,0.29,0
0.55,0.353,0.097,0.514,0.261,1
0.773,0.186,0.041,0.231,0.489,0
0.261,0.517,0.222,0.096,0.239,0
0.777,0.123,0.1,0.521,0.204,0
0.59,0.232,0.178,0.541,0.313,0
0.309,0.435,0.256,0.697,0.159,0
0.582,0.081,0.338,0.225,0.426,0
0.279,0.514,0.207,0.118,0.238,0
0.617,0.05,0.334,0.712,0.082,0
0.487,0.45,0.063,0.226,0.55,0
0.273,0.495,0.232,0.462,0.324,0
0.333,0.012,0.655,0.304,0.363,0
0.243,0.63,0.127,0.082,0.225,0
0.543,0.079,0.377,0.654,0.108,0
0.533,0.367,0.1,0.431,0.389,0
0.36,0.495,0.145,0.14,0.576,0
0.289,0.399,0.312,0.154,0.429,1
0.052,0.686,0.262,0.105,0.272,2
0.462,0.217,0.32,0.179,0.381,0
0.502,0.388,0.11,0.68,0.209,1
0.206,0.495,0.298,0.35,0.321,0
0.62,0.182,0.198,0.126,0.532,0
0.309,0.61,0.081,0.093,0.366,0
0.756,0.086,0.158,0.484,0.201,0
0.217,0.735,0.049,0.476,0.395,0
0.115,0.528,0.357,0.767,0.084,1
0.642,0.121,0.238,0.18,0.482,0
0.189,0.695,0.116,0.101,0.24,0
0.738,0.049,0.213,0.608,0.124,0
0.399,0.497,0.103,0.46,0.375,0
0.4,0.501,0.099,0.54,0.323,0
0.032,0.603,0.365,0.197,0.488,0
0.189,0.686,0.126,0.096,0.351,0
0.617,0.028,0.355,0.935,0.019,0
0.214,0.703,0.083,0.324,0.489,0
0.112,0.705,0.183,0.169,0.534,1
0.023,0.912,0.065,0.129,0.642,0
0.335,0.571,0.094,0.125,0.479,0
0.654,0.133,0.213,0.343,0.322,0
0.482,0.214,0.304,0.379,0.463,0
0.366,0.472,0.163,0.705,0.163,0
0.26,0.512,0.228,0.137,0.481,0
0.305,0.613,0.082,0.088,0.253,0
0.67,0.095,0.235,0.783,0.066,0
0.518,0.352,0.13,0.47,0.343,0
0.333,0.569,0.098,0.52,0.297,0
0.586,0.181,0.233,0.195,0.449,0
0.172,0.668,0.16,0.133,0.224,1
0.723,0.032,0.245,0.389,0.22,0
0.397,0.546,0.057,0.222,0.529,0
0.356,0.438,0.206,0.656,0.166,0
0.584,0.155,0.261,0.178,0.392,0
0.442,0.495,0.063,0.14,0.236,0
0.72,0.064,0.216,0.691,0.107,0
0.722,0.199,0.079,0.719,0.198,0
0.469,0.385,0.146,0.598,0.249,0
0.013,0.148,0.839,0.156,0.294,2
0.269,0.577,0.154,0.089,0.229,1
0.711,0.084,0.205,0.698,0.089,0
0.231,0.713,0.056,0.689,0.199,0
0.427,0.402,0.171,0.746,0.189,0
0.395,0.312,0.293,0.257,0.451,0
0.154,0.714,0.131,0.087,0.242,0
0.662,0.1,0.238,0.526,0.161,0
0.546,0.412,0.042,0.826,0.118,0
0.729,0.245,0.025,0.71,0.2,1
0.342,0.442,0.216,0.221,0.478,0
0.663,0.258,0.079,0.227,0.209,0
0.589,0.338,0.073,0.102,0.39,0
0.437,0.496,0.068,0.434,0.371,1
0.586,0.378,0.035,0.872,0.074,0
0.623,0.197,0.18,0.237,0.414,0
0.633,0.324,0.043,0.07,0.224,0
0.728,0.031,0.241,0.806,0.056,0
0.592,0.302,0.106,0.444,0.372,0
0.256,0.654,0.09,0.159,0.591,0
0.069,0.875,0.056,0.147,0.615,0
0.115,0.761,0.125,0.099,0.371,1
0.909,0.035,0.056,0.878,0.046,0
0.214,0.741,0.045,0.542,0.347,0
0.375,0.363,0.262,0.921,0.035,0
0.221,0.199,0.581,0.19,0.326,0
0.255,0.44,0.305,0.108,0.309,0
0.277,0.218,0.504,0.861,0.054,0
0.598,0.359,0.042,0.453,0.385,0
0.477,0.404,0.119,0.582,0.266,0
0.102,0.619,0.279,0.175,0.356,0
0.472,0.429,0.098,0.083,0.24,0
0.837,0.046,0.117,0.323,0.308,0
0.513,0.372,0.115,0.541,0.327,0
0.23,0.566,0.204,0.582,0.209,0
0.314,0.33,0.356,0.155,0.472,0
0.271,0.56,0.169,0.106,0.221,0
0.788,0.027,0.184,0.609,0.144,0
0.324,0.596,0.08,0.289,0.493,0
0.43,0.496,0.073,0.143,0.719,0
0.534,0.282,0.184,0.297,0.442,0
0.535,0.412,0.053,0.148,0.224,0
0.747,0.053,0.2,0.87,0.044,0
0.234,0.732,0.034,0.379,0.479,1
0.443,0.478,0.079,0.54,0.268,0
0.444,0.306,0.25,0.198,0.419,0
0.432,0.483,0.085,0.1,0.218,1
0.732,0.158,0.11,0.172,0.33,0
0.547,0.402,0.051,0.389,0.442,0
0.5,0.328,0.172,0.859,0.085,0
0.61,0.199,0.191,0.164,0.447,0
0.613,0.288,0.099,0.108,0.25,0
0.691,0.094,0.215,0.49,0.265,0
0.064,0.868,0.068,0.394,0.436,0
0.508,0.448,0.044,0.65,0.27,0
0.31,0.383,0.306,0.174,0.351,0
0.588,0.353,0.059,0.091,0.251,0
0.564,0.111,0.326,0.527,0.252,0
0.549,0.364,0.088,0.649,0.242,0
0.238,0.628,0.134,0.404,0.3,1
0.002,0.085,0.913,0.125,0.252,2
0.183,0.433,0.384,0.079,0.223,2
0.754,0.084,0.162,0.954,0.015,0
0.433,0.426,0.141,0.61,0.257,2
0.469,0.361,0.17,0.982,0.008,0
0.102,0.486,0.412,0.174,0.336,0
0.33,0.495,0.175,0.126,0.242,0
0.807,0.065,0.128,0.455,0.201,0
0.392,0.537,0.071,0.481,0.367,0
0.503,0.332,0.165,0.96,0.017,0
0.408,0.422,0.17,0.197,0.391,0
0.415,0.464,0.121,0.097,0.267,0
0.731,0.117,0.153,0.586,0.134,0
0.733,0.134,0.133,0.63,0.263,0
0.276,0.6,0.124,0.285,0.441,0
0.37,0.337,0.293,0.23,0.436,0
0.12,0.674,0.206,0.072,0.251,1
0.808,0.041,0.152,0.509,0.322,0
0.611,0.325,0.064,0.547,0.311,0
0.345,0.522,0.133,0.146,0.738,0
0.242,0.701,0.057,0.137,0.744,0
0.1,0.863,0.037,0.083,0.772,0
0.717,0.214,0.069,0.123,0.752,0
0.546,0.195,0.259,0.647,0.24,0
0.366,0.561,0.073,0.748,0.192,0
0.597,0.302,0.101,0.58,0.218,0
0.479,0.411,0.11,0.065,0.242,0
0.788,0.024,0.188,0.676,0.148,0
0.199,0.735,0.066,0.193,0.736,1
0.391,0.474,0.135,0.129,0.696,0
0.279,0.556,0.165,0.152,0.601,1
0.37,0.529,0.102,0.07,0.307,0
0.751,0.049,0.2,0.648,0.122,0
0.019,0.176,0.805,0.189,0.343,0
0.622,0.363,0.015,0.766,0.171,0
0.106,0.594,0.3,0.245,0.341,0
0.194,0.686,0.119,0.053,0.617,1
0.797,0.013,0.19,0.919,0.032,0
0.584,0.233,0.183,0.578,0.302,0
0.534,0.422,0.043,0.588,0.242,0
0.614,0.199,0.187,0.437,0.327,0
0.481,0.333,0.186,0.127,0.236,0
0.643,0.157,0.201,0.757,0.084,0
0.569,0.281,0.15,0.685,0.209,0
0.144,0.758,0.098,0.245,0.438,1
0.279,0.081,0.64,0.137,0.417,2
0.074,0.686,0.24,0.072,0.236,2
0.491,0.217,0.292,0.348,0.432,0
0.301,0.558,0.141,0.438,0.385,2
0.362,0.512,0.127,0.654,0.178,0
0.4,0.346,0.254,0.462,0.272,0
0.229,0.642,0.13,0.106,0.281,1
0.75,0.046,0.204,0.716,0.086,0
0.628,0.314,0.058,0.404,0.448,1
