@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0.473414,0.499706,0.576972,0
0.00348,0,0,0.001161,0,0.550460,0.588484,0.677434,0
0.006989,0,0,0.003765,0,0.791357,0.845617,0.983915,2
0,0,0,0.009836,0,0.773211,0.823409,0.957562,2
0.004065,0,0.001357,0.020353,0,0.490112,0.515768,0.595052,1
0,0,0,0,0,0.372872,0.392804,0.445378,0
0.002577,0,0,0.002581,0,0.530203,0.563234,0.650197,0
0.013431,0,0,0.005498,0,0.683103,0.729205,0.846368,0
0,0,0,0.006289,0,0.569747,0.605442,0.698786,0
0,0,0,0.008949,0,0.245785,0.251456,0.279746,0
0,0,0,0.010638,0,0.388809,0.409290,0.467489,0
0.00313,0,0,0.009404,0,0.538135,0.570129,0.656802,0
0,0,0,0.00229,0,0.822098,0.879008,1.022094,0
0,0,0,0.019231,0,0.619480,0.656925,0.761814,0
0,0,0,0.006623,0,0.391209,0.409896,0.465657,0
0,0,0,0,0,0.592277,0.631566,0.727790,0
0,0,0,0.009188,0,0.617976,0.654836,0.758934,0
0,0,0,0.001381,0,0.756286,0.807625,0.937602,0
0,0,0,0.0181,0,0.687988,0.729307,0.846671,0
0,0,0,0.014787,0,0.272492,0.279786,0.308082,1
0,0,0,0.012903,0,0.537924,0.565661,0.656071,1
0,0,0,0.006182,0,0.601491,0.638532,0.738860,0
0.00414,0,0,0.001775,0,0.760037,0.812664,0.943286,1
0,0,0,0.02439,0,0.649806,0.685778,0.796337,0
0,0,0,0.012658,0,0.265743,0.270585,0.297906,0
0,0,0,0.010101,0,0.254581,0.266880,0.298541,0
0,0,0,0.003279,0,0.624485,0.664347,0.770111,0
0,0,0,0.003494,0,0.740173,0.789988,0.917163,1
0,0,0,0.015152,0,0.680328,0.722725,0.838812,0
0,0,0,0.013308,0,0.321953,0.333814,0.376131,0
0,0,0,0.008475,0,0.487067,0.511704,0.593238,0
0,0,0,0.010101,0,0.549528,0.581202,0.670769,0
0.00534,0,0,0.003562,0,0.797225,0.851928,0.990842,1
0,0,0,0.030303,0,0.672628,0.710580,0.824788,0
0,0,0,0.003795,0,0.322404,0.333043,0.371472,0
0.026144,0,0,0.006579,0,0.058127,0.066532,0.058681,2
0.008905,0,0,0.000891,0,0.373363,0.396260,0.456019,2
0.001359,0,0,0.00136,0,0.764841,0.816838,0.948785,2
0,0,0,0.011561,0,0.573055,0.603521,0.697809,0
0,0,0,0.010435,0,0.274466,0.279800,0.308565,0
0,0,0,0,0,0.490435,0.514506,0.593824,2
0,0,0,0.002595,0,0.568707,0.602814,0.697924,1
0,0,0,0.000824,0,0.739805,0.790400,0.915680,1
0,0,0,0.038462,0,0.538932,0.563992,0.653397,0
0,0,0,0.021201,0,0.289311,0.293352,0.326866,0
0,0,0,0.010204,0,0.411244,0.429131,0.493710,1
0.005525,0,0,0.006916,0,0.461404,0.486595,0.560927,0
0.021898,0,0,0.002435,0,0.644030,0.687262,0.796647,0
0,0,0,0.023529,0,0.469081,0.491762,0.564963,0
0,0,0,0.007968,0,0.302495,0.312707,0.350532,0
0,0,0,0.005181,0,0.607047,0.645583,0.749991,0
0,0,0,0.008596,0,0.568601,0.602307,0.694445,0
0,0,0,0.00225,0,0.838604,0.896429,1.042846,0
0,0,0,0,0,0.682176,0.728165,0.845448,0
0,0,0,0.009766,0,0.282533,0.290441,0.322358,0
0,0,0,0.007143,0,0.349201,0.365908,0.417664,0
0.008172,0,0,0.00818,0,0.412939,0.434078,0.494715,0
0,0,0,0.003509,0,0.809710,0.865019,1.005927,0
0,0,0,0.023256,0,0.586081,0.615969,0.714923,0
0.002028,0,0,0.020325,0,0.241642,0.244279,0.268890,0
0,0,0,0.035398,0,0.334444,0.347533,0.398130,0
0.012563,0,0,0.005031,0,0.537066,0.569074,0.659259,0
0,0,0,0.001618,0,0.772542,0.825755,0.958214,0
0,0,0,0.027933,0,0.658380,0.694817,0.805000,0
0,0,0,0.014925,0,0.363854,0.375697,0.426972,0
0,0,0,0,0,0.360580,0.378879,0.435407,0
0,0,0,0,0,0.535268,0.567410,0.654188,0
0.001966,0,0,0.00295,0,0.776343,0.829578,0.964459,2
0,0,0,0.022727,0,0.630516,0.665983,0.772802,0
0,0,0,0.016097,0,0.304104,0.314702,0.357303,0
0,0,0,0.007937,0,0.467215,0.494135,0.564850,0
0,0,0,0.007307,0,0.565679,0.598542,0.693750,0
0.040695,0,0,0.001372,0,0.275722,0.298639,0.337944,1
0.106742,0,0,0,0,0.030781,0.041009,0.030063,0
0.021452,0,0,0,0,0.042770,0.057160,0.043164,0
0.175573,0,0,0,0,0.093131,0.096309,0.100441,0
0.047927,0,0.001297,0.003891,0,0.349893,0.371307,0.424280,1
0.016473,0,0,0.002908,0,0.681016,0.728283,0.845452,2
0.030303,0,0,0.006098,0,0.467909,0.497138,0.573420,0
0.005979,0,0,0.022455,0,0.164723,0.170173,0.179502,0
0.08982,0.006024,0,0,0,0.209051,0.220080,0.244201,1
0.057971,0,0,0.001613,0,0.286960,0.308087,0.347374,0
