@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature843 numeric
@attribute bi_feature888 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0,0,0,0.001649,0,0.000824,0,0.737358,0.792276,0.947565,1
9,0.029375,0.000625,0,0,0,0.001251,0,0.615735,0.662679,0.793084,1
9,0.003866,0,0,0.006452,0,0.009032,0,0.252804,0.265283,0.300772,1
9,0.012012,0,0.000751,0.003757,0,0.001503,0,0.641367,0.689680,0.824964,1
9,0,0,0,0.025806,0,0.012903,0,0.536379,0.566740,0.676166,1
9,0,0,0,0.002419,0,0.003226,0,0.792448,0.851126,1.021486,1
9,0,0,0,0.030612,0,0.010204,0,0.410173,0.429857,0.506973,1
9,0,0,0,0.020333,0.001848,0.014787,0,0.271930,0.280359,0.314125,1
9,0,0,0,0.018676,0,0.013582,0,0.308477,0.316783,0.361119,1
9,0,0,0,0.006993,0,0,0,0.526422,0.560885,0.665967,1
9,0.00414,0,0,0.002367,0,0.001775,0,0.757507,0.814669,0.976440,1
9,0,0,0,0.004608,0,0.004608,0,0.800837,0.859988,1.032652,1
9,0.005222,0,0,0.002614,0,0.005229,0,0.570726,0.609175,0.726239,1
9,0.004065,0,0.001357,0.018996,0,0.020353,0,0.488682,0.516899,0.613257,1
9,0,0,0,0.007874,0,0,0,0.472525,0.503696,0.596285,1
9,0.0217,0,0,0.014493,0.001812,0.012681,0,0.138517,0.141162,0.147730,1
9,0.08982,0.006024,0,0,0,0,0,0.208509,0.220471,0.251378,1
9,0.02268,0,0,0.002066,0,0.004132,0,0.133161,0.143801,0.149629,1
9,0,0,0,0.007143,0,0.007143,0,0.421570,0.447996,0.524765,1
9,0.007042,0,0,0.003524,0,0.002643,0,0.643727,0.691941,0.829763,1
9,0.000425,0,0,0.003825,0.00085,0.003825,0,0.739098,0.793378,0.950959,1
