@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0,0.540085,0.572201,0.643394,0
0.004175,0.010438,0,0,0.000696,0,0.581128,0.622612,0.697372,0
0.008065,0.025161,0,0,0.004195,0,0.824312,0.884005,1.001120,2
0,0.035225,0,0,0.009804,0,0.804241,0.860236,0.974378,2
0.004878,0.134959,0,0,0.017087,0,0.526927,0.554729,0.625027,1
0,0.027174,0,0,0,0,0.406858,0.429273,0.476069,0
0.004637,0.047913,0,0,0.003094,0,0.568135,0.604428,0.680152,0
0.016484,0.020513,0,0,0.004031,0,0.718780,0.770293,0.869788,0
0,0.041199,0,0,0.011278,0,0.610673,0.650723,0.731638,0
0.001337,0.078877,0,0,0.016064,0,0.269358,0.275799,0.302329,0
0,0.09434,0,0,0.006329,0,0.423986,0.444510,0.499471,0
0.003752,0.074109,0,0,0.005634,0,0.573312,0.608326,0.683834,0
0,0.009153,0,0,0.002289,0,0.853380,0.915951,1.036208,0
0,0.080153,0,0,0.019157,0,0.652067,0.693119,0.782775,0
0,0.063429,0,0,0.010913,0,0.421443,0.442268,0.491715,0
0,0.004202,0,0,0,0,0.618149,0.660298,0.742702,0
0,0.109224,0,0,0.005969,0,0.653088,0.692442,0.781350,0
0,0.011589,0,0,0.002486,0,0.788550,0.845037,0.954429,0
0,0.102703,0,0,0.01626,0,0.718808,0.763970,0.864675,0
0,0.089602,0,0,0.023256,0,0.298093,0.307744,0.333711,1
0,0.176923,0,0,0.007722,0,0.574444,0.603451,0.683050,1
0,0.078777,0,0,0.003709,0,0.638166,0.677747,0.763671,0
0.00674,0.00674,0,0,0.001065,0,0.793045,0.851207,0.961264,1
0,0.170909,0,0,0.021898,0,0.683149,0.722144,0.817450,0
