@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.038,0.326,0.636,0.209,0.279,0.119,0.377,2
0.264,0.484,0.252,0.476,0.33,0.408,0.46,1
0.049,0.773,0.178,0.371,0.491,0.536,0.264,1
0.105,0.644,0.251,0.12,0.584,0.127,0.403,1
0.049,0.77,0.181,0.159,0.645,0.135,0.596,1
0.066,0.293,0.641,0.036,0.18,0.123,0.376,1
0.376,0.269,0.355,0.058,0.375,0.308,0.472,2
0.115,0.073,0.812,0.086,0.712,0.242,0.372,2
0.119,0.529,0.352,0.306,0.519,0.134,0.405,2
0.06,0.514,0.426,0.166,0.693,0.227,0.344,1
0.041,0.848,0.111,0.587,0.314,0.144,0.413,1
0.06,0.189,0.751,0.13,0.226,0.138,0.384,2
0.062,0.513,0.425,0.004,0.799,0.105,0.598,1
0.245,0.664,0.091,0.077,0.903,0.068,0.743,1
0.024,0.772,0.204,0.024,0.395,0.11,0.426,2
0.18,0.487,0.333,0.086,0.514,0.004,0.918,1
0.075,0.739,0.186,0.184,0.58,0.071,0.515,1
0.524,0.418,0.059,0.429,0.544,0.265,0.504,1
0.021,0.774,0.205,0.022,0.655,0.161,0.406,1
0.03,0.094,0.875,0.002,0.239,0.175,0.434,2
0.148,0.267,0.586,0.177,0.179,0.119,0.421,2
0.128,0.637,0.235,0.173,0.781,0.239,0.359,1
0.315,0.564,0.122,0.078,0.879,0.152,0.447,1
0.6,0.247,0.153,0.438,0.426,0.216,0.373,1
0.077,0.813,0.109,0.111,0.854,0.141,0.372,2
0.238,0.581,0.181,0.584,0.305,0.279,0.347,1
0.055,0.045,0.9,0.201,0.45,0.145,0.394,2
0.176,0.661,0.163,0.359,0.405,0.4,0.396,1
0.192,0.648,0.16,0.082,0.87,0.111,0.633,1
0.26,0.645,0.096,0.182,0.694,0.458,0.415,1
0.61,0.196,0.194,0.176,0.694,0.257,0.322,1
0.048,0.661,0.29,0.059,0.476,0.123,0.418,2
0.103,0.461,0.435,0.093,0.712,0.574,0.243,1
0.07,0.683,0.247,0.096,0.676,0.141,0.549,1
0.324,0.584,0.092,0.602,0.336,0.51,0.231,1
0.075,0.785,0.139,0.209,0.694,0.07,0.801,1
0.202,0.648,0.15,0.126,0.66,0.426,0.355,1
0.127,0.828,0.046,0.193,0.694,0.073,0.467,1
0.229,0.727,0.043,0.115,0.823,0.399,0.359,1
0.268,0.533,0.199,0.292,0.578,0.61,0.183,2
0.082,0.653,0.264,0.137,0.559,0.068,0.41,1
0.154,0.779,0.067,0.158,0.792,0.162,0.773,1
0.569,0.331,0.1,0.19,0.71,0.115,0.626,1
0.28,0.646,0.075,0.342,0.588,0.047,0.491,1
0.333,0.073,0.594,0.437,0.098,0.216,0.366,2
0.046,0.673,0.282,0.306,0.013,0.12,0.389,2
0.395,0.467,0.138,0.292,0.655,0.5,0.321,2
0.246,0.596,0.157,0.2,0.694,0.081,0.711,1
0.586,0.369,0.045,0.492,0.391,0.503,0.358,1
0.806,0.013,0.181,0.474,0.35,0.289,0.448,0
0.23,0.749,0.021,0.154,0.834,0.068,0.572,0
0.238,0.699,0.063,0.71,0.125,0.018,0.523,0
0.131,0.725,0.144,0.512,0.434,0.093,0.443,0
0.574,0.349,0.077,0.153,0.737,0.137,0.399,0
0.214,0.477,0.309,0.092,0.605,0.49,0.272,0
0.535,0.061,0.404,0.743,0.233,0.432,0.337,0
0.935,0.034,0.031,0.636,0.256,0.443,0.326,0
0.684,0.087,0.228,0.418,0.497,0.342,0.357,0
0.376,0.328,0.296,0.15,0.43,0.24,0.353,0
0.079,0.86,0.062,0.383,0.426,0.648,0.158,0
0.929,0.005,0.066,0.389,0.582,0.328,0.279,0
0.165,0.797,0.038,0.757,0.134,0.063,0.632,0
0.417,0.352,0.231,0.581,0.354,0.135,0.452,0
0.119,0.839,0.041,0.921,0.025,0.614,0.247,0
0.635,0.173,0.192,0.646,0.335,0.304,0.316,0
0.725,0.236,0.039,0.235,0.755,0.133,0.57,0
0.447,0.507,0.046,0.218,0.77,0.551,0.274,0
