@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.002,0.378,0.62,0.083,0.454,0.181,0.276,2
0.001,0.481,0.518,0.074,0.395,0.272,0.561,1
0.01,0.833,0.157,0.331,0.461,0.483,0.317,1
0.252,0.662,0.086,0.119,0.577,0.182,0.328,1
0.003,0.838,0.158,0.488,0.412,0.214,0.324,1
0.001,0.436,0.562,0.009,0.223,0.183,0.281,1
0.189,0.31,0.502,0.035,0.205,0.301,0.518,2
0.051,0.089,0.86,0.125,0.667,0.227,0.53,2
0.011,0.713,0.276,0.671,0.236,0.185,0.34,2
0.001,0.514,0.485,0.088,0.58,0.242,0.425,1
0.345,0.629,0.027,0.82,0.143,0.19,0.366,1
0.001,0.153,0.845,0.033,0.324,0.194,0.309,2
0.003,0.779,0.217,0.023,0.716,0.178,0.493,1
0.007,0.889,0.104,0.249,0.691,0.064,0.794,1
0.016,0.772,0.212,0.016,0.54,0.176,0.316,2
0.458,0.355,0.187,0.187,0.494,0.038,0.835,1
0.035,0.826,0.139,0.107,0.638,0.145,0.384,1
0.402,0.566,0.033,0.676,0.309,0.265,0.545,1
0.004,0.841,0.155,0.022,0.71,0.215,0.317,1
0.001,0.096,0.903,0.008,0.363,0.246,0.383,2
0.05,0.341,0.609,0.041,0.343,0.212,0.252,2
0.127,0.746,0.126,0.811,0.159,0.259,0.403,1
0.138,0.699,0.164,0.271,0.704,0.208,0.366,1
0.257,0.402,0.34,0.381,0.483,0.257,0.366,1
0.002,0.933,0.065,0.678,0.277,0.198,0.276,2
0.32,0.45,0.231,0.266,0.596,0.245,0.516,1
0.127,0.053,0.82,0.144,0.485,0.205,0.291,2
0.005,0.829,0.166,0.33,0.556,0.365,0.43,1
0.057,0.886,0.057,0.218,0.694,0.119,0.624,1
0.019,0.794,0.187,0.285,0.617,0.373,0.5,1
0.007,0.507,0.486,0.162,0.693,0.597,0.079,1
0.011,0.839,0.15,0.354,0.489,0.229,0.399,1
0.364,0.56,0.076,0.282,0.598,0.46,0.32,1
0.012,0.93,0.059,0.089,0.712,0.08,0.762,1
0.066,0.791,0.143,0.132,0.584,0.377,0.426,1
0.05,0.919,0.031,0.301,0.631,0.146,0.288,1
0.036,0.936,0.028,0.324,0.51,0.402,0.38,1
0.189,0.586,0.225,0.378,0.463,0.566,0.228,2
0.01,0.821,0.169,0.135,0.586,0.13,0.251,1
0.095,0.882,0.023,0.436,0.506,0.391,0.512,1
0.454,0.455,0.09,0.273,0.592,0.217,0.507,1
0.152,0.781,0.067,0.536,0.405,0.135,0.545,1
0.35,0.034,0.616,0.002,0.058,0.237,0.433,2
0.008,0.823,0.169,0.007,0.053,0.174,0.321,2
0.123,0.771,0.106,0.469,0.478,0.465,0.332,2
0.11,0.769,0.121,0.25,0.633,0.189,0.296,1
0.786,0.195,0.019,0.529,0.376,0.447,0.386,1
0.637,0.328,0.035,0.922,0.075,0.7,0.083,0
0.555,0.127,0.318,0.571,0.167,0.325,0.298,0
0.889,0.105,0.005,0.619,0.341,0.178,0.337,0
0.736,0.134,0.13,0.451,0.494,0.323,0.316,0
0.895,0.007,0.097,0.411,0.369,0.669,0.034,0
0.063,0.884,0.053,0.626,0.334,0.23,0.341,0
0.235,0.604,0.161,0.526,0.408,0.691,0.14,0
0.429,0.446,0.125,0.369,0.559,0.449,0.292,0
0.046,0.58,0.374,0.479,0.464,0.276,0.367,0
0.016,0.841,0.143,0.323,0.451,0.379,0.407,0
0.91,0.011,0.079,0.758,0.217,0.277,0.472,0
0.201,0.274,0.525,0.103,0.533,0.205,0.288,0
0.02,0.338,0.642,0.211,0.442,0.242,0.282,0
0.856,0.005,0.138,0.348,0.486,0.345,0.332,0
0.771,0.173,0.056,0.634,0.359,0.527,0.19,0
0.995,0.003,0.003,0.299,0.582,0.538,0.07,0
0.387,0.569,0.044,0.799,0.14,0.708,0.127,0
0.672,0.056,0.272,0.606,0.353,0.387,0.147,0
