@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute mono_feature25 numeric
@attribute bi_feature327 numeric
@attribute bi_feature1041 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.073609,0.063435,0,0.025749,0,0.577760,0.609969,0.698173,0
0.042401,0.015419,0.009912,0,0.004408,0,0.672213,0.716568,0.825954,1
0,0.2375,0.008333,0,0.004184,0,0.510521,0.527805,0.605133,0
0,0.130381,0.109471,0,0.051724,0,0.252086,0.254274,0.279137,0
0,0.083832,0.065868,0,0.024096,0,0.386484,0.399534,0.456023,0
0,0.147942,0.087875,0,0.044543,0,0.427835,0.444084,0.506112,0
0.011263,0.022526,0.008045,0,0.008857,0,0.777418,0.827642,0.955946,0
0,0.17037,0,0,0,0,0.597715,0.624771,0.719066,0
0,0.113662,0.070034,0,0.041379,0,0.293911,0.301477,0.330042,0
0,0.012766,0.097872,0,0.042735,0,0.452385,0.476904,0.539345,1
0.004594,0.096478,0.08193,0,0.011494,0,0.574148,0.603981,0.693700,2
0.003025,0.010586,0.01172,0,0.00416,0,0.823754,0.877119,1.013965,2
0.003145,0.04717,0.044025,0,0,0,0.335110,0.358027,0.402971,0
0,0.080412,0.064948,0,0.028896,0,0.301096,0.314769,0.350610,2
0,0.149533,0.018692,0,0.00939,0,0.452966,0.469999,0.535832,0
0,0.092809,0.077759,0,0.026778,0,0.485405,0.510338,0.582627,0
0.018027,0.021532,0.005008,0,0.006012,0,0.734347,0.781631,0.901422,1
0,0.154122,0,0,0,0,0.645913,0.677642,0.781561,0
0,0.091667,0.028571,0,0.036949,0.001192,0.230932,0.235613,0.253591,1
