@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0.006989,0,0,0.003765,0,0.787537,0.846086,0.983915,2
9,0,0,0,0.009836,0,0.769487,0.824038,0.957562,2
9,0.026144,0,0,0.006579,0,0.058582,0.067104,0.058681,2
9,0.008905,0,0,0.000891,0,0.371792,0.396088,0.456019,2
9,0.001359,0,0,0.00136,0,0.761167,0.817378,0.948785,2
9,0,0,0,0,0,0.488361,0.514194,0.593824,2
9,0.001966,0,0,0.00295,0,0.772611,0.830034,0.964459,2
9,0.016473,0,0,0.002908,0,0.677757,0.728688,0.845452,2
9,0,0,0,0.008403,0,0.452606,0.476748,0.551024,2
9,0,0,0,0.023148,0,0.544267,0.576413,0.669173,2
9,0.030176,0,0,0.006711,0,0.364017,0.383142,0.437354,2
9,0.038647,0,0,0.009709,0,0.498171,0.533097,0.615296,2
9,0,0,0,0,0,0.425534,0.450594,0.514670,2
9,0,0,0,0.007133,0,0.596391,0.636038,0.735745,2
9,0,0,0,0.017685,0,0.297146,0.304316,0.339407,2
9,0,0,0,0.00417,0,0.815968,0.876269,1.018968,2
9,0,0,0,0.008547,0,0.375314,0.392807,0.454953,2
9,0,0,0,0.017986,0,0.309490,0.317191,0.357681,2
9,0.00309,0,0,0.004329,0,0.762882,0.819482,0.952185,2
9,0.012163,0,0,0.004233,0,0.711834,0.765140,0.888670,2
9,0,0,0,0.006065,0,0.665366,0.711127,0.825421,2
9,0,0,0,0.005382,0,0.737969,0.790589,0.918823,2
9,0,0,0,0.002326,0,0.806296,0.865708,1.006506,2
9,0,0,0,0.020183,0,0.282704,0.291996,0.327561,2
9,0.003831,0,0,0.002558,0,0.535111,0.568726,0.658569,2
9,0.00252,0,0,0.001261,0,0.791315,0.850187,0.988380,2
9,0,0,0,0.013769,0,0.276201,0.291824,0.325884,2
9,0.021292,0,0,0.004261,0,0.658829,0.708623,0.821826,0
9,0,0,0,0.017606,0,0.262360,0.270681,0.300787,0
9,0,0,0,0.023256,0,0.583461,0.616669,0.714923,0
9,0,0,0,0.007968,0,0.301294,0.312444,0.350532,0
9,0.001957,0,0,0.017647,0,0.265764,0.271922,0.304295,0
9,0,0,0,0.006289,0,0.567125,0.605626,0.698786,0
9,0.028736,0,0,0.028902,0,0.443712,0.467429,0.536428,0
9,0,0,0,0.003333,0,0.747453,0.802309,0.931125,0
9,0,0,0,0,0,0.828596,0.890989,1.035801,0
9,0,0,0,0.030457,0,0.631761,0.671428,0.778723,0
9,0,0,0,0.005291,0,0.547846,0.582540,0.671226,0
9,0.007067,0,0,0.004717,0,0.742439,0.798153,0.927744,0
9,0,0,0,0.010582,0,0.312274,0.337163,0.381796,0
9,0.027933,0,0,0.033708,0,0.415815,0.435777,0.501872,0
9,0.009728,0,0,0.017544,0,0.159398,0.165305,0.173843,0
9,0,0,0,0.011309,0,0.547577,0.581435,0.670234,0
9,0,0,0,0.018868,0,0.589638,0.623798,0.720137,0
9,0,0,0,0.017241,0,0.243869,0.252661,0.281931,0
9,0,0,0,0.003279,0,0.621596,0.664514,0.770111,0
9,0,0,0,0.01848,0,0.227929,0.229213,0.251042,0
9,0,0,0,0.027322,0,0.610258,0.647909,0.751017,0
9,0,0,0,0.0181,0,0.684748,0.729946,0.846671,0
9,0,0,0,0.008929,0,0.500491,0.530827,0.611583,0
9,0.024862,0,0,0.002766,0,0.254005,0.272724,0.306042,0
9,0,0,0,0.014925,0,0.362422,0.375299,0.426972,0
9,0.029375,0.000625,0,0.001251,0,0.614863,0.661465,0.766123,1
9,0.012012,0,0.000751,0.001503,0,0.640450,0.688464,0.797277,1
9,0,0,0,0.014787,0,0.271576,0.279700,0.308082,1
9,0.08982,0.006024,0,0,0,0.208310,0.220106,0.244201,1
9,0.035813,0,0,0.001838,0.000919,0.642982,0.691447,0.801527,1
9,0,0,0,0.006897,0,0.769995,0.825949,0.959575,1
9,0,0,0,0.00299,0,0.510906,0.544009,0.628217,1
9,0.004702,0,0,0.012559,0.00157,0.253451,0.268071,0.292516,1
9,0.040695,0,0,0.001372,0,0.274612,0.299095,0.337944,1
9,0.040706,0.001359,0,0.006793,0,0.266270,0.283341,0.319124,1
9,0,0,0,0.010204,0,0.409523,0.428892,0.493710,1
9,0.047927,0,0.001297,0.003891,0,0.348552,0.371554,0.424280,1
9,0.013356,0,0,0.004177,0,0.700578,0.752078,0.872532,1
9,0,0,0,0,0,0.525652,0.559783,0.645264,1
9,0.00534,0,0,0.003562,0,0.793389,0.852407,0.990842,1
9,0,0,0,0.007143,0,0.420950,0.446830,0.509489,1
9,0,0,0,0.012903,0,0.535554,0.565764,0.656071,1
9,0,0,0,0.02381,0,0.234203,0.234885,0.264395,1
9,0.007042,0,0,0.002643,0,0.642795,0.690749,0.801737,1
9,0,0,0,0.003494,0,0.736645,0.790422,0.917163,1
9,0,0,0,0.011928,0,0.205602,0.210392,0.226886,1
9,0.00414,0,0,0.001775,0,0.756402,0.813113,0.943286,1
9,0,0,0,0.004608,0,0.799637,0.858344,0.998044,1
9,0,0,0,0.003226,0,0.791265,0.849514,0.987194,1
9,0,0,0,0.008065,0,0.301316,0.323086,0.362976,1
9,0.0217,0,0,0.012681,0,0.138434,0.140710,0.146322,1
9,0,0,0,0,0,0.852074,0.916482,1.066118,1
9,0.007874,0,0,0.007937,0,0.046129,0.046514,0.037928,1
9,0,0,0,0.012545,0,0.204451,0.206576,0.222837,1
9,0,0,0,0.001208,0,0.427342,0.453442,0.523005,1
