@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0.471220,0.500277,0.576972,0
0.00348,0,0,0.001161,0,0.548027,0.588713,0.677434,0
0.006989,0,0,0.003765,0,0.787537,0.846086,0.983915,2
0,0,0,0.009836,0,0.769487,0.824038,0.957562,2
0.004065,0,0.001357,0.020353,0,0.487959,0.515991,0.595052,1
0,0,0,0,0,0.371310,0.392391,0.445378,0
0.002577,0,0,0.002581,0,0.527820,0.563235,0.650197,0
0.013431,0,0,0.005498,0,0.679849,0.729713,0.846368,0
0,0,0,0.006289,0,0.567125,0.605626,0.698786,0
0,0,0,0.008949,0,0.244927,0.251120,0.279746,0
0,0,0,0.010638,0,0.387204,0.408891,0.467489,0
0.00313,0,0,0.009404,0,0.535730,0.570296,0.656802,0
0,0,0,0.00229,0,0.818126,0.879483,1.022094,0
0,0,0,0.019231,0,0.616592,0.657419,0.761814,0
0,0,0,0.006623,0,0.389578,0.409765,0.465657,0
0,0,0,0,0,0.589566,0.631273,0.727790,0
0,0,0,0.009188,0,0.615152,0.655058,0.758934,0
0,0,0,0.001381,0,0.752664,0.808082,0.937602,0
0,0,0,0.0181,0,0.684748,0.729946,0.846671,0
0,0,0,0.014787,0,0.271576,0.279700,0.308082,1
0,0,0,0.012903,0,0.535554,0.565764,0.656071,1
0,0,0,0.006182,0,0.598741,0.638525,0.738860,0
0.00414,0,0,0.001775,0,0.756402,0.813113,0.943286,1
0,0,0,0.02439,0,0.646808,0.686476,0.796337,0
0,0,0,0.012658,0,0.264800,0.270238,0.297906,0
0,0,0,0.010101,0,0.253629,0.266003,0.298541,0
0,0,0,0.003279,0,0.621596,0.664514,0.770111,0
0,0,0,0.003494,0,0.736645,0.790422,0.917163,1
0,0,0,0.015152,0,0.677122,0.723242,0.838812,0
0,0,0,0.013308,0,0.320692,0.333118,0.376131,0
0,0,0,0.008475,0,0.484935,0.511355,0.593238,0
0,0,0,0.010101,0,0.547084,0.581072,0.670769,0
0.00534,0,0,0.003562,0,0.793389,0.852407,0.990842,1
0,0,0,0.030303,0,0.669489,0.711289,0.824788,0
0,0,0,0.003795,0,0.321126,0.333499,0.371472,0
0.026144,0,0,0.006579,0,0.058582,0.067104,0.058681,2
0.008905,0,0,0.000891,0,0.371792,0.396088,0.456019,2
0.001359,0,0,0.00136,0,0.761167,0.817378,0.948785,2
0,0,0,0.011561,0,0.570406,0.604145,0.697809,0
0,0,0,0.010435,0,0.273458,0.279806,0.308565,0
0,0,0,0,0,0.488361,0.514194,0.593824,2
0,0,0,0.002595,0,0.566179,0.602829,0.697924,1
0,0,0,0.000824,0,0.736284,0.790862,0.915680,1
0,0,0,0.038462,0,0.536523,0.564722,0.653397,0
0,0,0,0.021201,0,0.288300,0.293370,0.326866,0
0,0,0,0.010204,0,0.409523,0.428892,0.493710,1
0.005525,0,0,0.006916,0,0.459394,0.486643,0.560927,0
0.021898,0,0,0.002435,0,0.640968,0.687736,0.796647,0
0,0,0,0.023529,0,0.466981,0.492228,0.564963,0
0,0,0,0.007968,0,0.301294,0.312444,0.350532,0
0,0,0,0.005181,0,0.604191,0.645090,0.749991,0
0,0,0,0.008596,0,0.566020,0.602420,0.694445,0
0,0,0,0.00225,0,0.834543,0.896964,1.042846,0
0,0,0,0,0,0.678953,0.727992,0.845448,0
0,0,0,0.009766,0,0.281490,0.290252,0.322358,0
0,0,0,0.007143,0,0.347745,0.366266,0.417664,0
0.008172,0,0,0.00818,0,0.411231,0.434118,0.494715,0
0,0,0,0.003509,0,0.805809,0.865498,1.005927,0
0,0,0,0.023256,0,0.583461,0.616669,0.714923,0
0.002028,0,0,0.020325,0,0.240781,0.244454,0.268890,0
0,0,0,0.035398,0,0.333084,0.347513,0.398130,0
0.012563,0,0,0.005031,0,0.534640,0.569100,0.659259,0
0,0,0,0.001618,0,0.768838,0.826203,0.958214,0
0,0,0,0.027933,0,0.655280,0.695546,0.805000,0
0,0,0,0.014925,0,0.362422,0.375299,0.426972,0
0,0,0,0,0,0.359035,0.378104,0.435407,0
0,0,0,0,0,0.532863,0.567528,0.654188,0
0.001966,0,0,0.00295,0,0.772611,0.830034,0.964459,2
0,0,0,0.022727,0,0.627574,0.666605,0.772802,0
0,0,0,0.016097,0,0.302977,0.313745,0.357303,0
0,0,0,0.007937,0,0.465197,0.493781,0.564850,0
0,0,0,0.007307,0,0.563121,0.598490,0.693750,0
0.040695,0,0,0.001372,0,0.274612,0.299095,0.337944,1
0.106742,0,0,0,0,0.031259,0.041846,0.030063,0
0.021452,0,0,0,0,0.043544,0.058225,0.043164,0
0.175573,0,0,0,0,0.092934,0.095677,0.100441,0
0.047927,0,0.001297,0.003891,0,0.348552,0.371554,0.424280,1
0.016473,0,0,0.002908,0,0.677757,0.728688,0.845452,2
0.030303,0,0,0.006098,0,0.465835,0.497411,0.573420,0
0.005979,0,0,0.022455,0,0.164507,0.170471,0.179502,0
0.08982,0.006024,0,0,0,0.208310,0.220106,0.244201,1
0.057971,0,0,0.001613,0,0.285941,0.308383,0.347374,0
