@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1041 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0,0,0.541587,0.564095,0.650652,0
0.004175,0.010438,0,0,0.000696,0.009053,0,0.583043,0.613625,0.705296,0
0.008065,0.025161,0,0,0.004195,0.005163,0,0.827197,0.869923,1.013849,2
0,0.035225,0,0,0.009804,0,0,0.806963,0.846626,0.986615,2
0.004878,0.134959,0,0,0.017087,0.017087,0,0.528350,0.547503,0.631702,1
0,0.027174,0,0,0,0.054645,0,0.407942,0.424856,0.480640,0
0.004637,0.047913,0,0,0.003094,0.017788,0,0.569893,0.596170,0.687814,0
0.016484,0.020513,0,0,0.004031,0.004764,0,0.721238,0.758119,0.880719,0
0,0.041199,0,0,0.011278,0.015038,0,0.612602,0.641483,0.740183,0
0.001337,0.078877,0,0,0.016064,0.032129,0,0.269713,0.274567,0.303957,0
0,0.09434,0,0,0.006329,0.075949,0,0.425074,0.439974,0.504240,0
0.003752,0.074109,0,0,0.005634,0.037559,0,0.575009,0.599946,0.691584,0
0,0.009153,0,0,0.002289,0.007784,0,0.856379,0.901357,1.049404,0
0,0.080153,0,0,0.019157,0.02682,0,0.654074,0.682768,0.792101,0
0,0.063429,0,0,0.010913,0.046627,0,0.422455,0.437611,0.496376,0
0,0.004202,0,0,0,0.07173,0,0.620205,0.651364,0.751342,0
0,0.109224,0,0,0.005969,0.011019,0,0.655021,0.682796,0.790228,0
0,0.011589,0,0,0.002486,0.004143,0,0.791254,0.831905,0.966338,0
0,0.102703,0,0,0.01626,0.00813,0,0.721031,0.752363,0.875064,0
0,0.089602,0,0,0.023256,0.044297,0,0.298549,0.305811,0.335722,1
0,0.176923,0,0,0.007722,0.007722,0,0.575978,0.595749,0.690287,1
0,0.078777,0,0,0.003709,0.016226,0,0.640101,0.668611,0.772267,0
0.00674,0.00674,0,0,0.001065,0.01171,0,0.795814,0.837751,0.973406,1
0,0.170909,0,0,0.021898,0,0,0.685113,0.711429,0.826962,0
0,0.084416,0,0,0.03467,0.055255,0,0.286999,0.292953,0.323457,0
0.005952,0.029762,0,0,0.005988,0.05988,0,0.280453,0.291195,0.327153,0
0,0.048461,0,0,0.004587,0.005242,0,0.659495,0.690635,0.800654,0
0.001048,0.026895,0,0,0.002795,0.009783,0,0.773637,0.812744,0.944564,1
0,0.066066,0,0,0.01506,0.003012,0,0.713294,0.746162,0.867129,0
0,0.07631,0,0,0.022805,0.036488,0,0.346828,0.356865,0.401708,0
0,0.171717,0,0,0.010152,0.015228,0,0.520167,0.537000,0.621843,0
0,0.108959,0,0,0.007874,0.036947,0,0.583823,0.607706,0.701372,0
0.007475,0.023492,0,0,0.002937,0.008812,0,0.828611,0.871557,1.015345,1
0,0.129496,0,0,0.021661,0,0,0.704598,0.733488,0.852834,0
0,0.014756,0,0,0.009091,0.022727,0,0.355905,0.366373,0.405888,0
0.035156,0.039062,0,0,0.007843,0.015686,0,0.069549,0.078324,0.071678,2
0.020833,0.068376,0,0,0.001069,0.008552,0,0.408418,0.426457,0.489288,2
0.00163,0.012225,0,0,0.002854,0.003261,0,0.798159,0.839188,0.975392,2
0,0.072165,0,0,0.017241,0.010345,0,0.609566,0.633623,0.734769,0
0,0.044745,0,0,0.021875,0.060417,0,0.293948,0.300273,0.332096,0
0,0.175214,0,0,0.004292,0.051502,0,0.526104,0.543152,0.627404,2
0,0.11353,0,0,0.002593,0.01556,0,0.605322,0.630619,0.729020,1
0.001483,0.003955,0,0,0.000495,0.01088,0,0.774263,0.814574,0.943373,1
0,0.191781,0,0,0.027523,0,0,0.581647,0.599764,0.695298,0
0,0.17037,0,0,0.037076,0.026483,0,0.311588,0.314818,0.349683,0
0,0.167173,0,0,0.012195,0.02439,0,0.453120,0.465968,0.534627,1
0.011599,0.104391,0,0,0.007463,0.019071,0,0.497784,0.517090,0.594761,0
0.02871,0.018978,0,0,0.002921,0.00779,0,0.678805,0.713706,0.827817,0
0,0.105263,0,0,0.021127,0.003521,0,0.508585,0.527741,0.608026,0
0,0.036949,0,0,0.02148,0.053699,0,0.328843,0.338116,0.378814,0
0,0.033951,0,0,0.009288,0.01548,0,0.642402,0.672432,0.781461,0
0,0.066895,0,0,0.0103,0.035193,0,0.604774,0.631357,0.727969,0
0,0.013477,0,0,0.002697,0.006069,0,0.871360,0.916840,1.068244,0
0,0.023256,0,0,0,0.016667,0,0.716589,0.752523,0.874741,0
0,0.049065,0,0,0.012865,0.044444,0,0.305156,0.312490,0.346125,0
0,0.110638,0,0,0.017094,0,0,0.383854,0.396928,0.452141,0
0.011029,0.106005,0,0,0.007971,0.042918,0,0.446808,0.463084,0.525658,0
0,0.023826,0,0,0.003506,0.008415,0,0.841434,0.884729,1.030447,0
0,0.208333,0,0,0.010453,0.003484,0,0.615212,0.635921,0.737619,0
0.00365,0.088808,0,0,0.029233,0.062119,0,0.264279,0.267641,0.295966,0
0,0.147368,0,0,0.015873,0.010582,0,0.363278,0.371803,0.426220,0
0.014318,0.10324,0,0,0.004525,0.009804,0,0.577790,0.601959,0.696014,0
0,0.007274,0,0,0.001456,0.010674,0,0.807660,0.850024,0.987038,0
0,0.096667,0,0,0.0301,0,0,0.690463,0.719330,0.836067,0
0,0.152952,0,0,0.023277,0.037601,0,0.389713,0.398465,0.452000,0
0,0.026432,0,0,0.004425,0.039823,0,0.399629,0.412804,0.473711,0
0,0.075452,0,0,0.001064,0.02234,0,0.579625,0.604635,0.695580,0
0.002949,0.018873,0,0,0.00177,0.007965,0,0.813240,0.855215,0.995237,2
0,0.111486,0,0,0.016949,0,0,0.663828,0.690784,0.802930,0
0,0.153012,0,0,0.012063,0.030157,0,0.341896,0.348751,0.393440,0
0,0.051643,0,0,0.004717,0.042453,0,0.508644,0.530550,0.604388,0
0,0.107567,0,0,0.006884,0.01627,0,0.603813,0.628459,0.727450,0
0.050741,0.005211,0,0,0.001372,0.003841,0,0.289231,0.308930,0.348297,1
0.124579,0,0,0,0,0,0,0.033857,0.043944,0.032160,0
0.024752,0.00198,0,0,0.000991,0.003964,0,0.045871,0.059730,0.045851,0
0.197248,0.004587,0.004608,0,0.004608,0.023041,0,0.125557,0.129426,0.135189,0
0.059829,0.095571,0,0,0.003888,0.013219,0,0.380054,0.396186,0.451771,1
0.021802,0.011919,0,0,0.002035,0.00727,0,0.717420,0.755328,0.877709,2
0.036232,0.086957,0,0,0.014545,0.007273,0,0.506578,0.529505,0.611491,0
0.011659,0.087892,0,0,0.024237,0.022442,0,0.184515,0.190236,0.201182,0
0.115108,0.068345,0,0.00361,0,0.032491,0,0.251075,0.261176,0.288687,1
0.07343,0.021256,0,0,0.000967,0.016441,0,0.317255,0.335203,0.376749,0
0.04126,0.009377,0.00075,0,0.001876,0.010507,0,0.649566,0.684346,0.793369,1
0,0.063333,0,0,0.016722,0,0,0.644860,0.675839,0.782844,0
0.030941,0.032178,0,0,0.009913,0.022305,0,0.153397,0.163095,0.165526,1
0,0.149254,0,0,0.02,0.025,0,0.486802,0.501869,0.575178,0
0.004945,0.050209,0,0,0.006469,0.010654,0,0.700865,0.734707,0.852136,0
0.004135,0.012405,0,0,0.002759,0.011724,0,0.798801,0.840790,0.978201,0
0.018927,0.148265,0,0,0.018987,0,0,0.458956,0.475530,0.546764,0
0.005484,0.091408,0,0,0.025618,0.043916,0,0.310841,0.318348,0.355536,0
0,0.097826,0,0,0.010929,0.04918,0,0.376741,0.388693,0.440810,0
0,0.059493,0,0,0.003503,0.028897,0,0.655051,0.685440,0.792638,0
0.041223,0.006948,0,0,0.000927,0.012975,0,0.640383,0.674657,0.780381,0
0.003745,0.074906,0,0,0.011278,0,0,0.607471,0.634904,0.735961,0
0,0.131522,0,0,0.01741,0.044614,0,0.313344,0.318877,0.357067,0
0.00995,0.164179,0,0,0.04,0.015,0,0.389976,0.397117,0.455533,0
0.015135,0.122162,0,0,0.008658,0.029221,0,0.467839,0.484921,0.553726,0
0.003564,0.012117,0,0,0.001427,0,0,0.854179,0.899386,1.048165,0
0,0.098859,0,0,0.026718,0,0,0.620195,0.645592,0.745938,0
0,0.122538,0,0,0.015334,0.046002,0,0.304181,0.309778,0.344847,0
0,0.135,0,0,0.01005,0.01005,0,0.500560,0.516302,0.594608,2
0.003234,0.046079,0,0,0.002427,0.023463,0,0.501426,0.525622,0.604899,0
0.001275,0.01504,0,0,0.005099,0.00357,0,0.776655,0.816153,0.948852,1
0,0.182825,0,0,0.008333,0.002778,0,0.580462,0.600592,0.696958,2
0.037223,0.084507,0,0,0.011072,0.014595,0,0.394983,0.408137,0.463996,2
0,0.152174,0,0,0.027322,0,0,0.260112,0.259920,0.292205,0
0,0.099822,0,0,0.007136,0.015165,0,0.542106,0.563490,0.648240,0
0.056106,0.014521,0,0,0.001321,0.01321,0,0.553534,0.583019,0.672031,0
0.089655,0.158621,0,0,0.038062,0,0,0.413416,0.424137,0.487884,0
0.009991,0.112625,0,0,0.021818,0.024545,0,0.347206,0.357043,0.400508,0
0.074534,0.111801,0,0,0.0125,0.0625,0,0.249446,0.253940,0.278970,0
0.006002,0.033613,0,0,0.004805,0.015616,0,0.689866,0.724440,0.838772,0
0,0.005692,0,0,0.001139,0.011959,0,0.856147,0.901331,1.049107,0
0,0.150735,0,0,0.02583,0.00369,0,0.643194,0.667995,0.774018,0
0,0.134541,0,0,0.032383,0.050518,0,0.256773,0.258312,0.282356,0
0,0.098837,0,0,0.017544,0.035088,0,0.258184,0.263300,0.291608,0
0.020558,0.093979,0,0,0.005878,0.011756,0,0.539090,0.562308,0.646753,0
0.021831,0.004245,0,0,0.00182,0.009709,0,0.748311,0.788188,0.916689,0
0.058309,0.037901,0,0,0.01462,0,0,0.397953,0.416674,0.474978,0
0.021627,0.143151,0,0,0.030928,0.037113,0,0.255946,0.257770,0.280943,0
0.054913,0.034682,0,0,0.005797,0.02029,0,0.531440,0.557739,0.644846,2
0.003525,0.121034,0,0,0.004706,0.027059,0,0.442478,0.458409,0.519336,0
0,0.001672,0,0,0,0.006693,0,0.866633,0.912851,1.062421,0
0,0.145594,0,0,0.019231,0.019231,0,0.550790,0.571934,0.661526,0
0,0.09185,0,0,0.031088,0.059585,0,0.297313,0.303613,0.334759,0
0,0.034965,0,0,0,0.056338,0,0.157657,0.160727,0.168442,0
0,0.035437,0,0,0.004435,0.022173,0,0.613691,0.642944,0.743788,0
0.010496,0.005248,0,0,0.001432,0.008115,0,0.724430,0.762856,0.884720,0
