@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.09667,0
3,12,4.476359,1.530928,2
5,16,5.282326,1.284352,1
1,2,4.185434,0.908979,0
2,8,3.717095,0.987613,0
3,12,3.710519,1.348243,0
4,2,3.489355,0.916738,0
5,8,3.744269,0.78119,0
2,8,3.451455,0.813224,0
3,5,3.226075,1.079154,0
5,7,7.094787,0.944735,1
3,8,2.717923,1.392351,1
5,7,5.802987,0.965265,0
1,2,4.538522,0.827089,0
2,8,3.969727,1.165307,0
3,12,4.502463,1.414075,1
5,7,4.498704,0.917245,0
3,8,4.198062,1.849885,1
1,2,4.094864,1.259468,2
2,8,4.251957,1.428163,2
3,7,4.352923,1.212135,2
5,7,4.445478,1.00389,0
2,11,5.38112,1.471633,1
3,9,3.762812,0.999168,1
5,6,4.589115,0.987535,0
2,8,4.05231,0.920756,0
3,6,4.063057,1.014803,0
4,2,4.036506,0.978387,0
1,2,3.901367,1.156286,0
2,14,3.400645,1.24513,0
5,6,3.393658,0.858439,0
1,2,4.657121,0.935184,0
2,8,4.515958,1.012526,0
3,7,3.946242,1.018424,0
3,12,4.301709,1.674771,2
3,9,3.57853,1.80051,1
4,2,4.217083,1.018344,0
5,7,5.32793,1.055389,0
1,2,4.445331,1.076034,0
2,8,5.047678,0.981766,1
3,10,3.350088,1.698635,2
4,2,2.916137,0.947563,0
5,7,4.917948,1.164651,0
1,2,3.406422,1.3692,1
2,8,3.649491,0.790091,0
3,7,4.131687,1.316808,1
4,2,4.009388,1.029761,0
5,7,3.817433,0.844172,1
2,10,3.258206,2.005478,0
3,5,2.917086,0.716583,0
4,2,3.016237,1.086843,0
5,7,4.000689,1.142729,0
1,2,3.670158,0.908979,0
3,7,3.438863,1.066481,0
4,1,3.169606,0.916738,0
5,7,3.850844,0.960742,0
1,2,3.685902,0.990869,0
2,8,3.455159,0.705692,0
3,2,3.377466,0.693213,0
2,8,4.94207,0.943889,0
3,18,4.223454,1.937441,1
5,10,4.426974,2.076329,2
1,2,3.953887,0.908979,0
2,8,3.422389,0.85644,0
3,8,3.185894,0.748512,0
4,2,1.627654,0.995512,0
5,7,3.561084,1.150384,0
1,2,3.706473,0.792695,0
2,8,3.358486,1.27106,0
1,2,3.909108,0.846742,0
2,8,3.368784,1.039472,0
3,3,3.104877,0.814509,0
4,2,3.488715,1.177033,0
5,7,3.58635,1.014677,0
1,2,3.784312,1.703311,2
2,8,4.840624,0.649766,0
3,5,2.41161,0.885937,0
4,2,3.247011,0.896189,0
1,2,3.647504,0.704254,0
2,8,3.439014,0.688914,0
3,7,3.92146,1.035376,0
4,2,2.781845,0.974962,0
2,9,4.623354,0.971852,1
3,5,4.459865,0.935475,1
4,2,1.857721,1.027478,0
5,7,4.915703,0.82399,0
1,2,4.892608,1.005609,0
2,8,5.179627,0.75145,0
3,2,1.596783,0.568955,0
4,2,2.224549,0.996653,0
5,8,4.657423,0.940559,0
2,8,4.360455,0.974394,1
3,6,5.654631,0.988306,2
2,10,3.864322,1.054979,1
3,7,3.093536,1.196335,0
1,2,3.066823,0.966302,0
2,8,3.570451,1.230131,0
3,7,3.586543,1.332279,2
5,7,4.149177,0.988579,0
1,2,3.176732,0.876223,0
1,2,3.995587,0.877861,0
3,7,3.620939,0.7416,0
4,2,3.050896,1.06401,0
5,7,3.83573,0.791629,0
2,8,3.797649,1.323936,0
1,2,6.251011,1.0269,1
2,9,4.564996,0.694253,0
3,10,4.219458,1.096929,1
4,3,3.188565,1.198724,0
1,2,4.541616,1.048192,1
2,8,3.995826,0.697812,0
3,6,3.931977,1.080306,0
4,2,3.601488,0.90418,0
2,8,3.765315,0.917959,0
3,9,3.667449,1.034882,0
5,7,4.448673,0.984403,0
3,5,3.758382,0.883797,0
5,7,3.635125,0.889756,0
1,2,5.794505,1.066207,0
3,7,3.754747,0.848248,0
2,8,4.783542,0.852881,1
3,8,4.19326,1.556438,2
4,3,3.476314,1.089126,0
1,2,5.853308,1.293862,0
2,8,3.704572,0.610363,0
3,8,3.672899,0.762501,0
5,7,5.855324,0.922465,0
1,2,5.325631,1.587028,1
2,8,3.483463,0.718149,0
3,6,4.185694,0.826194,0
1,2,5.18147,0.964664,0
2,13,6.312105,1.326732,0
3,7,4.034402,0.86882,0
4,2,2.99686,1.234115,0
5,7,5.47714,1.041818,0
1,2,5.537619,1.372476,1
2,11,5.832212,1.042269,0
3,5,4.701641,0.659474,0
4,2,3.289836,1.058302,0
5,7,5.590564,0.946475,0
1,2,4.727714,0.987593,0
2,8,4.337568,0.872709,0
3,5,4.048899,0.780111,0
1,2,5.945864,0.953199,0
2,8,3.852648,0.679,0
3,8,3.339058,0.705392,0
5,7,4.668016,1.116631,0
1,2,5.612044,0.946648,0
2,8,5.015264,0.65485,0
3,7,3.981518,1.079154,0
5,7,4.225795,0.937776,0
2,8,4.533209,0.7967,0
