@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.096513,0
3,12,4.476359,1.55191,2
5,16,5.282326,1.28307,1
1,2,4.185434,0.914835,0
2,8,3.717095,0.987471,0
3,12,3.710519,1.366722,0
4,2,3.489355,0.914723,0
5,8,3.744269,0.78041,0
2,8,3.451455,0.813107,0
3,5,3.226075,1.093945,0
5,7,7.094787,0.943792,1
3,8,2.717923,1.411434,1
5,7,5.802987,0.964301,0
1,2,4.538522,0.832418,0
2,8,3.969727,1.16514,0
3,12,4.502463,1.433457,1
5,7,4.498704,0.91633,0
3,8,4.198062,1.875239,1
1,2,4.094864,1.267582,2
2,8,4.251957,1.427957,2
3,7,4.352923,1.228749,2
5,7,4.445478,1.002887,0
2,11,5.38112,1.471421,1
3,9,3.762812,1.012863,1
5,6,4.589115,0.986549,0
2,8,4.05231,0.920623,0
3,6,4.063057,1.028712,0
4,2,4.036506,0.976236,0
1,2,3.901367,1.163736,0
2,14,3.400645,1.244951,0
5,6,3.393658,0.857582,0
1,2,4.657121,0.941209,0
2,8,4.515958,1.01238,0
3,7,3.946242,1.032382,0
3,12,4.301709,1.697725,2
3,9,3.57853,1.825188,1
4,2,4.217083,1.016106,0
5,7,5.32793,1.054335,0
2,10,3.258206,2.005189,0
3,5,2.917086,0.726405,0
4,2,3.016237,1.084454,0
5,7,4.000689,1.141588,0
1,2,3.670158,0.914835,0
3,7,3.438863,1.081099,0
4,1,3.169606,0.914723,0
5,7,3.850844,0.959782,0
1,2,3.685902,0.997253,0
2,8,3.455159,0.705591,0
3,2,3.377466,0.702714,0
2,8,4.94207,0.943753,0
3,18,4.223454,1.963996,1
5,10,4.426974,2.074256,2
1,2,3.953887,0.914835,0
2,8,3.422389,0.856317,0
3,8,3.185894,0.758771,0
4,2,1.627654,0.993323,0
5,7,3.561084,1.149236,0
1,2,3.706473,0.797802,0
2,8,3.358486,1.270877,0
1,2,3.909108,0.852198,0
2,8,3.368784,1.039323,0
3,3,3.104877,0.825672,0
4,2,3.488715,1.174445,0
5,7,3.58635,1.013663,0
1,2,3.784312,1.714286,2
2,8,4.840624,0.649672,0
3,5,2.41161,0.898079,0
4,2,3.247011,0.894219,0
1,2,3.647504,0.708791,0
2,8,3.439014,0.688815,0
3,7,3.92146,1.049567,0
4,2,2.781845,0.972819,0
2,9,4.623354,0.971712,1
3,5,4.459865,0.948297,1
4,2,1.857721,1.025219,0
5,7,4.915703,0.823167,0
1,2,4.892608,1.012088,0
2,8,5.179627,0.751342,0
3,2,1.596783,0.576753,0
4,2,2.224549,0.994463,0
5,8,4.657423,0.93962,0
2,8,4.360455,0.974254,1
3,6,5.654631,1.001851,2
2,10,3.864322,1.054828,1
3,7,3.093536,1.212732,0
1,2,3.066823,0.972527,0
2,8,3.570451,1.229955,0
3,7,3.586543,1.350539,2
5,7,4.149177,0.987592,0
1,2,3.176732,0.881868,0
1,2,3.995587,0.883516,0
3,7,3.620939,0.751764,0
4,2,3.050896,1.061671,0
5,7,3.83573,0.790838,0
2,8,3.797649,1.323745,0
1,2,6.251011,1.033516,1
2,9,4.564996,0.694153,0
3,10,4.219458,1.111963,1
4,3,3.188565,1.196089,0
