@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature33 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1281 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.027778,0,0,0,0,0,0,0,0.334906,0.354219,0.410187,0
0,0.00232,0,0,0,0,0,0,0,0.486525,0.527659,0.612526,0
0.003226,0.008602,0,0.001076,0.002153,0,0,0,0,0.727347,0.786349,0.922685,2
0,0.006536,0,0,0.006579,0,0,0,0,0.707092,0.760270,0.891070,2
0.00271,0.02439,0,0,0.005435,0.002717,0.005435,0,0,0.415731,0.441008,0.509948,1
0,0.018182,0,0,0,0,0,0,0,0.301296,0.319512,0.362719,0
0,0.005155,0,0.002584,0,0,0.002584,0,0,0.468738,0.503678,0.584327,0
0.007326,0.014652,0,0.002445,0.001222,0.003667,0.00489,0,0,0.619327,0.667972,0.781670,0
0,0,0,0,0,0,0,0,0,0.513145,0.549963,0.636515,0
0,0.008929,0,0,0.008969,0,0,0,0,0.220130,0.224694,0.245220,0
0,0,0,0,0,0,0,0,0,0.343669,0.365387,0.413198,0
0,0.015674,0,0.003145,0.006289,0,0.006289,0,0,0.476807,0.511119,0.591488,0
0,0.007634,0,0.001529,0.001529,0.004587,0.001529,0,0,0.763628,0.825824,0.969041,0
0,0.051282,0,0.012987,0.025974,0.012987,0.012987,0,0,0.570379,0.612315,0.712655,0
0,0.016556,0,0,0.006645,0.003322,0.003322,0,0,0.346153,0.365486,0.413314,0
0,0,0,0,0,0,0,0,0,0.533831,0.574199,0.663913,0
0,0.01072,0,0.003067,0.009202,0,0.003067,0,0,0.564274,0.605567,0.707446,0
0,0.005525,0,0.00277,0,0.00277,0.00277,0,0,0.694175,0.749425,0.878384,0
0,0.018018,0,0,0.018182,0.009091,0.009091,0,0,0.638887,0.682015,0.796190,0
0,0.02583,0,0.003704,0.003704,0.007407,0.007407,0,0,0.241008,0.247201,0.270743,1
0,0,0,0,0.025974,0,0,0,0,0.479708,0.510002,0.593153,1
0,0.006182,0,0.003096,0.004644,0.003096,0.001548,0,0,0.537821,0.578272,0.674440,0
0,0.001183,0,0,0.001185,0,0,0,0,0.699236,0.756088,0.885607,1
0,0.04878,0,0.012346,0.024691,0.012346,0.024691,0,0,0.595214,0.631969,0.738020,0
0,0.025271,0,0.007246,0.007246,0.01087,0.007246,0,0,0.234660,0.235250,0.255736,0
0,0,0,0,0,0,0,0,0,0.209269,0.218379,0.239108,0
0,0.004367,0,0,0.004376,0.002188,0,0,0,0.566711,0.609935,0.712088,0
0,0.001164,0,0,0.003497,0.001166,0,0.001166,0,0.680051,0.733976,0.858682,1
0,0.020202,0,0,0.010204,0,0,0,0,0.616616,0.661526,0.771008,0
0,0.026616,0,0,0.007634,0.003817,0.01145,0,0,0.289690,0.300194,0.335257,0
0,0.033898,0,0,0.017241,0,0.017241,0,0,0.428470,0.456242,0.531496,0
0,0.026263,0,0.006073,0.01417,0.006073,0.008097,0,0,0.487805,0.521859,0.605220,0
0.002671,0.012467,0,0.000891,0.003565,0.001783,0.004456,0,0,0.738534,0.798275,0.936428,1
0,0.048193,0,0,0.02439,0.012195,0.02439,0,0,0.619784,0.658460,0.768902,0
0,0.003788,0,0,0,0,0,0,0,0.274926,0.283104,0.319775,0
0,0,0,0,0.013333,0,0,0,0,0.044488,0.054290,0.042903,2
0,0.005348,0,0,0.001786,0.001786,0,0,0,0.315861,0.339724,0.393445,2
0,0.001359,0,0,0,0.001361,0,0,0,0.704357,0.760508,0.891599,2
0,0.022989,0,0,0.011628,0,0,0,0,0.514233,0.543917,0.631857,0
0,0.010417,0,0.003484,0.003484,0.003484,0,0,0,0.247711,0.248949,0.271167,0
0,0.014286,0,0,0,0,0,0,0,0.436176,0.463757,0.536647,2
