@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature3 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,4,-0.046057,4.007411,0.594043,0
2,10,-0.440688,4.479066,1.124673,0
3,12,0.092127,4.476359,1.53137,2
4,3,0.906286,2.234771,1.747692,2
5,16,0.283345,5.282326,1.282085,1
1,2,-0.032875,4.185434,0.910756,0
2,8,-0.151472,3.717095,1.012832,0
3,12,0.170735,3.710519,1.348632,0
4,2,-0.28529,3.489355,0.914265,0
5,8,0.040973,3.744269,0.779811,0
1,2,-0.142526,3.201368,0.78604,0
2,8,-0.013152,3.451455,0.833989,0
3,5,-0.261522,3.226075,1.079466,0
4,2,0.75245,3.406319,0.896048,0
5,7,0.016583,3.373647,1.052484,0
1,2,-0.453439,4.374485,1.174958,0
2,10,0.063536,4.249956,1.704738,0
3,5,-0.189698,4.079849,0.597106,0
4,2,1.285321,2.899975,1.264942,0
5,7,-0.20941,7.094787,0.943067,1
1,2,0.080034,4.948661,1.284905,1
2,12,-0.160537,4.073898,1.688574,0
3,8,-0.205644,2.717923,1.392753,1
4,2,1.340593,2.743845,0.942729,0
5,7,0.121952,5.802987,0.963561,0
1,2,-0.163256,4.538522,0.828706,0
2,8,-0.006814,3.969727,1.195063,0
3,12,0.109875,4.502463,1.414484,1
4,2,0.89193,2.593907,1.138561,0
5,7,-0.155943,4.498704,0.915626,0
1,2,0.011422,4.491303,0.979679,0
2,12,-0.37783,3.764708,1.292827,0
3,8,0.353406,4.198062,1.850419,1
4,2,1.197869,2.095023,0.950699,0
5,7,0.084986,2.574422,0.918405,0
1,2,-0.232815,4.094864,1.261931,2
2,8,-0.255808,4.251957,1.46463,2
3,7,0.127097,4.352923,1.212485,2
4,2,0.854873,2.638,0.995103,0
5,7,0.009956,4.445478,1.002117,0
1,2,0.03638,4.433939,1.156907,2
2,11,-0.00104,5.38112,1.50921,1
3,9,-0.60243,3.762812,0.999457,1
4,2,1.09728,2.927803,0.750312,0
5,6,0.154677,4.589115,0.985792,0
1,3,0.175963,4.827151,1.624593,1
2,8,-0.008638,4.05231,0.944267,0
3,6,0.024367,4.063057,1.015096,0
4,2,0.287437,4.036506,0.975747,0
5,7,-0.123072,3.97339,0.874986,0
1,2,0.013547,4.870147,1.599978,0
2,8,-0.056102,4.162634,0.912461,0
3,3,0.307867,3.268091,0.733418,0
4,1,-0.23608,2.913419,1.030398,0
5,7,0.008568,4.193045,0.892701,0
1,2,0.077831,3.901367,1.158548,0
2,14,-0.292841,3.400645,1.276924,0
3,4,0.309557,3.462795,0.705266,0
4,2,0.992999,3.147476,0.987133,0
5,6,0.148549,3.393658,0.856923,0
1,2,0.268802,4.657121,0.937012,0
2,8,0.073706,4.515958,1.03838,0
3,7,-0.551595,3.946242,1.018718,0
4,2,1.116552,2.248583,1.028121,0
5,7,-0.001155,3.992876,1.166069,0
1,2,-0.060947,5.127048,1.119164,0
2,8,-0.104149,3.657304,0.736747,0
3,12,0.103884,4.301709,1.675254,2
4,2,1.256537,2.805388,1.012181,0
5,7,-0.193745,4.546815,0.865607,0
1,2,-0.127271,5.909694,1.050242,0
2,10,0.052281,4.665842,1.251375,0
3,9,0.065075,3.57853,1.80103,1
4,2,1.726038,4.217083,1.015597,0
5,7,0.349758,5.32793,1.053526,0
1,2,-0.282519,4.445331,1.078139,0
2,8,-0.195382,5.047678,1.006835,1
3,10,-0.149205,3.350088,1.699125,2
4,2,0.32809,2.916137,0.945006,0
5,7,-0.009528,4.917948,1.162595,0
1,2,-0.277818,3.406422,1.371878,1
2,8,-0.36116,3.649491,0.810265,0
3,7,-0.361721,4.131687,1.317189,1
4,2,0.665858,4.009388,1.026982,0
5,7,0.004748,3.817433,0.842682,1
1,2,0.042799,3.68073,0.991166,0
2,10,0.057469,3.258206,2.056687,0
3,5,-0.403206,2.917086,0.71679,0
4,2,0.62472,3.016237,1.08391,0
5,7,-0.019634,4.000689,1.140712,0
1,2,0.071029,3.670158,0.910756,0
2,8,-0.091109,3.442497,0.894472,0
