@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.071,0.741,0.188,0.468,0.294,1
0.206,0.535,0.259,0.219,0.29,1
0.135,0.736,0.129,0.124,0.523,1
0.03,0.742,0.227,0.126,0.489,1
0.017,0.363,0.62,0.113,0.452,1
0.259,0.285,0.456,0.624,0.235,2
0.041,0.11,0.849,0.157,0.17,2
0.059,0.616,0.325,0.105,0.455,2
0.31,0.326,0.365,0.2,0.396,2
0.043,0.399,0.559,0.135,0.288,1
0.082,0.837,0.081,0.116,0.508,1
0.061,0.227,0.712,0.223,0.215,1
0.015,0.224,0.761,0.109,0.449,2
0.035,0.672,0.293,0.491,0.331,1
0.139,0.786,0.076,0.495,0.303,1
0.075,0.66,0.266,0.179,0.476,2
0.303,0.466,0.231,0.002,0.998,1
0.03,0.801,0.169,0.13,0.658,1
0.458,0.49,0.052,0.565,0.302,1
0.497,0.308,0.194,0.221,0.287,2
0.009,0.782,0.209,0.122,0.46,1
0.445,0.07,0.485,0.351,0.365,2
0.002,0.091,0.907,0.414,0.289,2
0.193,0.299,0.508,0.42,0.351,2
0.52,0.262,0.217,0.464,0.376,1
0.368,0.516,0.116,0.248,0.437,2
0.111,0.667,0.221,0.198,0.439,1
0.251,0.596,0.152,0.16,0.453,1
0.482,0.317,0.202,0.206,0.571,1
0.496,0.253,0.25,0.18,0.377,2
0.466,0.503,0.031,0.078,0.46,1
0.469,0.286,0.244,0.516,0.332,2
0.269,0.446,0.285,0.197,0.384,1
0.073,0.789,0.139,0.097,0.437,2
0.491,0.127,0.382,0.394,0.456,1
0.379,0.554,0.066,0.602,0.364,1
0.393,0.213,0.394,0.168,0.157,2
0.503,0.345,0.152,0.149,0.22,1
0.211,0.44,0.349,0.334,0.164,2
0.041,0.072,0.887,0.118,0.444,2
0.327,0.399,0.275,0.052,0.079,1
0.152,0.659,0.189,0.387,0.408,1
0.139,0.722,0.138,0.168,0.453,1
0.414,0.478,0.108,0.611,0.299,1
0.762,0.202,0.036,0.386,0.351,1
0.187,0.386,0.427,0.147,0.253,1
0.067,0.703,0.23,0.157,0.458,2
0.267,0.553,0.18,0.529,0.204,1
0.072,0.656,0.272,0.475,0.407,1
0.111,0.765,0.124,0.499,0.346,1
0.377,0.526,0.097,0.129,0.471,1
0.008,0.116,0.876,0.142,0.362,2
0.382,0.531,0.087,0.109,0.489,1
0.753,0.228,0.019,0.453,0.152,1
0.389,0.557,0.054,0.493,0.37,1
0.057,0.806,0.137,0.184,0.452,1
0.163,0.66,0.177,0.488,0.394,1
0.382,0.533,0.085,0.29,0.411,1
0.212,0.763,0.025,0.638,0.224,1
0.64,0.328,0.032,0.102,0.426,1
0.11,0.667,0.223,0.371,0.479,1
0.002,0.085,0.913,0.108,0.349,2
0.234,0.393,0.373,0.093,0.435,2
0.25,0.567,0.182,0.486,0.221,2
0.107,0.701,0.193,0.163,0.453,1
0.146,0.79,0.064,0.224,0.715,1
0.277,0.559,0.164,0.173,0.783,1
0.31,0.606,0.084,0.15,0.637,1
0.126,0.77,0.104,0.334,0.482,1
0.053,0.091,0.856,0.159,0.298,2
0.062,0.694,0.244,0.097,0.444,2
0.256,0.602,0.143,0.481,0.377,2
0.264,0.619,0.117,0.165,0.458,1
0.542,0.405,0.053,0.534,0.385,1
0.545,0.334,0.121,0.323,0.391,0
0.744,0.143,0.113,0.846,0.13,0
0.295,0.582,0.122,0.363,0.486,0
0.314,0.456,0.229,0.202,0.355,0
0.865,0.113,0.022,0.422,0.497,0
0.464,0.478,0.057,0.154,0.483,0
0.209,0.676,0.115,0.456,0.448,0
0.462,0.479,0.058,0.502,0.343,0
0.629,0.206,0.165,0.087,0.445,0
0.934,0.028,0.038,0.482,0.347,0
0.741,0.044,0.216,0.361,0.395,0
0.15,0.812,0.039,0.679,0.266,0
0.739,0.248,0.013,0.13,0.438,0
0.724,0.147,0.129,0.38,0.364,0
0.561,0.28,0.159,0.407,0.344,0
0.792,0.08,0.128,0.371,0.387,0
0.205,0.489,0.306,0.61,0.32,0
0.782,0.192,0.026,0.846,0.111,0
0.273,0.329,0.397,0.637,0.312,0
0.043,0.176,0.781,0.139,0.279,0
0.8,0.173,0.027,0.086,0.426,0
0.812,0.039,0.149,0.384,0.41,0
0.01,0.036,0.954,0.177,0.351,0
0.424,0.322,0.253,0.36,0.362,0
0.691,0.264,0.044,0.129,0.421,0
0.874,0.02,0.106,0.343,0.421,0
0.782,0.046,0.173,0.444,0.376,0
0.073,0.571,0.355,0.131,0.251,0
0.429,0.471,0.1,0.768,0.206,0
0.822,0.127,0.051,0.355,0.423,0
0.714,0.257,0.03,0.573,0.289,0
0.723,0.087,0.19,0.319,0.439,0
0.242,0.64,0.118,0.536,0.284,0
0.834,0.065,0.101,0.3,0.274,0
0.63,0.352,0.019,0.514,0.3,0
0.67,0.116,0.213,0.133,0.172,0
0.434,0.295,0.271,0.086,0.423,0
0.452,0.328,0.22,0.179,0.356,0
0.205,0.677,0.117,0.445,0.215,0
0.04,0.216,0.745,0.035,0.073,0
