@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.637,0.329,0.035,0.268,0.391,0
0.249,0.42,0.331,0.169,0.319,0
0.023,0.271,0.707,0.184,0.466,0
0.41,0.382,0.209,0.219,0.486,0
0.724,0.212,0.064,0.307,0.189,0
0.865,0.113,0.022,0.422,0.497,0
0.402,0.301,0.297,0.3,0.562,0
0.175,0.615,0.211,0.093,0.457,0
0.734,0.184,0.082,0.299,0.485,0
0.437,0.376,0.187,0.332,0.427,0
0.224,0.618,0.159,0.191,0.599,0
0.01,0.036,0.954,0.177,0.351,0
0.229,0.73,0.042,0.1,0.423,0
0.763,0.077,0.161,0.242,0.471,0
0.071,0.741,0.188,0.468,0.294,1
0.206,0.535,0.259,0.219,0.29,1
0.043,0.176,0.781,0.139,0.279,0
0.135,0.736,0.129,0.124,0.523,1
0.963,0.028,0.009,0.311,0.426,0
0.061,0.257,0.682,0.485,0.328,0
0.485,0.315,0.199,0.479,0.349,0
0.266,0.403,0.331,0.096,0.231,0
0.03,0.742,0.227,0.126,0.489,1
0.838,0.079,0.084,0.222,0.476,0
0.37,0.387,0.243,0.317,0.192,0
0.4,0.308,0.292,0.103,0.129,0
0.049,0.225,0.727,0.254,0.417,0
0.017,0.363,0.62,0.113,0.452,1
0.962,0.017,0.021,0.356,0.416,0
0.809,0.132,0.059,0.336,0.432,0
0.259,0.285,0.456,0.624,0.235,2
0.041,0.11,0.849,0.157,0.17,2
0.059,0.616,0.325,0.105,0.455,2
0.889,0.101,0.011,0.259,0.496,0
0.346,0.574,0.08,0.477,0.403,0
0.31,0.326,0.365,0.2,0.396,2
0.043,0.399,0.559,0.135,0.288,1
0.082,0.837,0.081,0.116,0.508,1
0.964,0.031,0.005,0.532,0.328,0
0.394,0.352,0.254,0.519,0.263,0
0.061,0.227,0.712,0.223,0.215,1
0.492,0.352,0.156,0.256,0.334,0
0.135,0.544,0.321,0.205,0.466,0
0.57,0.202,0.228,0.429,0.379,0
0.595,0.355,0.05,0.383,0.342,0
0.04,0.216,0.745,0.035,0.073,0
0.27,0.519,0.211,0.232,0.446,0
0.629,0.206,0.165,0.087,0.445,0
0.606,0.16,0.233,0.089,0.281,0
0.395,0.402,0.203,0.458,0.395,0
0.545,0.334,0.121,0.323,0.391,0
0.048,0.088,0.864,0.376,0.452,0
0.446,0.232,0.322,0.104,0.478,0
0.874,0.02,0.106,0.343,0.421,0
0.738,0.197,0.065,0.618,0.324,0
0.566,0.281,0.153,0.65,0.238,0
0.337,0.435,0.228,0.197,0.289,0
0.103,0.817,0.08,0.108,0.491,0
0.939,0.049,0.011,0.341,0.419,0
0.364,0.331,0.305,0.331,0.223,0
0.234,0.63,0.137,0.144,0.166,0
0.663,0.305,0.032,0.18,0.445,0
