@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.857,0.125,0.018,0.176,0.411,0
0.012,0.916,0.073,0.197,0.348,0
0.003,0.244,0.753,0.239,0.209,2
0.087,0.126,0.787,0.327,0.226,2
0.037,0.438,0.524,0.231,0.673,1
0.536,0.435,0.028,0.166,0.478,0
0.182,0.396,0.421,0.211,0.364,0
0.079,0.375,0.546,0.267,0.243,0
0.478,0.33,0.192,0.26,0.342,0
0.826,0.151,0.022,0.241,0.538,0
0.829,0.15,0.021,0.294,0.438,0
0.512,0.137,0.351,0.305,0.342,0
0.033,0.743,0.224,0.215,0.211,0
0.849,0.094,0.057,0.475,0.262,0
0.559,0.302,0.14,0.241,0.454,0
0.006,0.894,0.099,0.184,0.335,0
0.017,0.079,0.903,0.307,0.307,0
0.347,0.626,0.027,0.204,0.243,0
0.859,0.023,0.118,0.463,0.237,0
0.049,0.681,0.27,0.325,0.485,1
0.019,0.689,0.292,0.355,0.338,1
0.015,0.274,0.711,0.261,0.324,0
0.02,0.773,0.207,0.211,0.231,1
0.932,0.037,0.032,0.57,0.219,0
0.343,0.19,0.467,0.293,0.505,0
0.055,0.41,0.535,0.217,0.574,2
0.006,0.09,0.904,0.184,0.444,2
0.135,0.491,0.374,0.205,0.235,2
0.918,0.061,0.021,0.339,0.325,0
0.411,0.528,0.061,0.266,0.514,0
0.063,0.347,0.59,0.177,0.401,2
0.004,0.43,0.566,0.212,0.349,1
0.051,0.874,0.075,0.197,0.251,1
0.955,0.033,0.013,0.765,0.159,0
0.613,0.188,0.2,0.43,0.421,0
0.026,0.183,0.79,0.292,0.427,1
0.152,0.62,0.228,0.263,0.389,0
0.265,0.374,0.362,0.229,0.244,0
0.623,0.158,0.219,0.521,0.304,0
0.551,0.417,0.032,0.241,0.507,0
0.013,0.257,0.731,0.248,0.322,0
0.231,0.548,0.221,0.293,0.337,0
0.673,0.18,0.147,0.214,0.204,0
0.107,0.31,0.583,0.187,0.282,0
0.727,0.171,0.102,0.259,0.511,0
0.363,0.485,0.153,0.24,0.478,0
0.117,0.052,0.83,0.276,0.407,0
0.831,0.053,0.116,0.232,0.217,0
0.932,0.007,0.061,0.54,0.253,0
0.864,0.116,0.021,0.406,0.449,0
0.512,0.279,0.209,0.679,0.249,0
0.074,0.514,0.412,0.253,0.326,0
0.023,0.921,0.055,0.207,0.235,0
0.931,0.042,0.027,0.631,0.194,0
0.203,0.337,0.46,0.351,0.429,0
0.047,0.705,0.248,0.165,0.485,0
0.51,0.452,0.039,0.18,0.371,0
0.003,0.148,0.849,0.225,0.228,2
0.905,0.047,0.048,0.538,0.237,0
0.286,0.463,0.251,0.355,0.454,0
0.019,0.844,0.136,0.27,0.401,0
0.035,0.292,0.674,0.274,0.342,0
0.001,0.471,0.528,0.212,0.399,1
0.567,0.017,0.416,0.238,0.343,0
0.141,0.606,0.253,0.147,0.615,0
0.147,0.522,0.331,0.292,0.162,0
0.059,0.808,0.133,0.123,0.703,1
0.002,0.742,0.255,0.233,0.239,2
0.625,0.205,0.17,0.28,0.31,0
0.18,0.515,0.306,0.425,0.455,0
0.049,0.658,0.293,0.187,0.571,1
0.115,0.877,0.008,0.232,0.339,0
0.003,0.846,0.15,0.219,0.261,1
0.463,0.261,0.276,0.432,0.276,0
0.691,0.278,0.031,0.2,0.549,1
0.791,0.118,0.091,0.682,0.224,0
0.002,0.168,0.83,0.31,0.271,0
0.111,0.883,0.006,0.203,0.23,0
0.781,0.033,0.187,0.315,0.386,0
0.389,0.4,0.211,0.344,0.461,0
0.683,0.3,0.017,0.402,0.412,0
0.345,0.463,0.192,0.219,0.319,0
0.039,0.896,0.065,0.223,0.24,0
0.935,0.01,0.055,0.26,0.344,0
0.699,0.215,0.086,0.251,0.513,0
0.63,0.337,0.032,0.658,0.258,0
0.778,0.112,0.11,0.24,0.411,0
0.778,0.082,0.141,0.202,0.206,0
0.846,0.075,0.079,0.681,0.194,0
0.687,0.222,0.091,0.273,0.509,0
0.186,0.537,0.277,0.275,0.407,2
0.072,0.81,0.118,0.191,0.407,0
0.001,0.809,0.191,0.236,0.248,1
0.127,0.066,0.807,0.531,0.27,2
0.002,0.089,0.909,0.278,0.37,2
0.834,0.154,0.012,0.519,0.38,0
0.773,0.14,0.086,0.289,0.375,0
0.101,0.886,0.013,0.223,0.254,0
0.964,0.014,0.022,0.892,0.063,0
0.394,0.45,0.156,0.359,0.427,0
0.831,0.16,0.009,0.322,0.419,0
0.029,0.642,0.329,0.225,0.285,0
0.208,0.627,0.165,0.198,0.21,0
