@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.021,0.37,0.609,0.027,0.412,0.147,0.303,2
0.065,0.504,0.432,0.077,0.548,0.154,0.785,1
0.021,0.777,0.203,0.725,0.209,0.389,0.42,1
0.194,0.71,0.095,0.123,0.564,0.182,0.346,1
0.046,0.766,0.188,0.173,0.622,0.199,0.384,1
0.037,0.332,0.631,0.002,0.193,0.147,0.312,1
0.333,0.339,0.328,0.01,0.305,0.658,0.249,2
0.163,0.069,0.768,0.058,0.716,0.149,0.265,2
0.123,0.584,0.293,0.11,0.614,0.185,0.365,2
0.042,0.523,0.435,0.004,0.799,0.132,0.305,1
0.148,0.77,0.083,0.246,0.549,0.202,0.384,1
0.029,0.168,0.803,0.021,0.327,0.167,0.347,2
0.046,0.714,0.239,0.007,0.8,0.513,0.234,1
0.094,0.863,0.044,0.213,0.767,0.158,0.594,1
0.065,0.725,0.21,0.009,0.382,0.197,0.286,2
0.264,0.495,0.241,0.141,0.513,0.01,0.958,1
0.12,0.724,0.156,0.117,0.646,0.153,0.356,1
0.522,0.438,0.04,0.635,0.351,0.627,0.269,1
0.013,0.79,0.197,0.093,0.63,0.221,0.397,1
0.053,0.103,0.844,0.001,0.235,0.259,0.238,2
0.125,0.318,0.557,0.016,0.34,0.198,0.191,2
0.128,0.687,0.185,0.155,0.749,0.179,0.353,1
0.326,0.492,0.182,0.362,0.589,0.276,0.377,1
0.489,0.279,0.232,0.421,0.442,0.2,0.342,1
0.022,0.876,0.101,0.597,0.354,0.16,0.357,2
0.414,0.421,0.165,0.217,0.611,0.154,0.317,1
0.148,0.018,0.834,0.096,0.527,0.192,0.363,2
0.048,0.752,0.2,0.698,0.237,0.552,0.366,1
0.132,0.746,0.122,0.302,0.627,0.164,0.612,1
0.201,0.657,0.142,0.244,0.662,0.823,0.166,1
0.448,0.191,0.361,0.144,0.66,0.107,0.271,1
0.035,0.732,0.234,0.028,0.457,0.208,0.32,2
0.021,0.791,0.188,0.172,0.631,0.525,0.256,1
0.271,0.681,0.048,0.139,0.728,0.243,0.387,1
0.063,0.859,0.078,0.153,0.744,0.105,0.773,1
0.216,0.676,0.108,0.082,0.69,0.476,0.383,1
0.117,0.83,0.052,0.432,0.484,0.186,0.187,1
0.088,0.898,0.014,0.121,0.753,0.461,0.307,1
0.261,0.528,0.211,0.703,0.233,0.252,0.393,2
0.046,0.717,0.237,0.087,0.541,0.127,0.201,1
0.179,0.798,0.023,0.257,0.698,0.31,0.636,1
0.604,0.306,0.09,0.128,0.708,0.252,0.584,1
0.227,0.714,0.06,0.353,0.545,0.109,0.25,1
0.294,0.026,0.68,0.054,0.166,0.157,0.309,2
0.034,0.723,0.242,0.005,0.075,0.156,0.333,2
0.314,0.589,0.097,0.48,0.485,0.561,0.364,2
0.19,0.711,0.099,0.109,0.665,0.211,0.314,1
0.753,0.222,0.025,0.205,0.621,0.717,0.257,1
0.584,0.37,0.046,0.691,0.303,0.529,0.243,0
0.851,0.046,0.104,0.688,0.249,0.558,0.373,0
0.771,0.195,0.034,0.905,0.092,0.78,0.186,0
0.534,0.44,0.025,0.538,0.333,0.162,0.347,0
0.376,0.314,0.31,0.284,0.419,0.529,0.399,0
0.174,0.815,0.011,0.375,0.545,0.252,0.185,0
0.392,0.38,0.228,0.523,0.37,0.248,0.293,0
0.791,0.135,0.074,0.04,0.327,0.145,0.339,0
0.199,0.425,0.376,0.383,0.438,0.223,0.272,0
0.782,0.019,0.199,0.328,0.416,0.692,0.273,0
0.649,0.011,0.34,0.301,0.543,0.602,0.363,0
0.634,0.305,0.061,0.832,0.139,0.674,0.281,0
0.679,0.247,0.074,0.675,0.288,0.472,0.405,0
0.952,0.034,0.015,0.834,0.151,0.654,0.301,0
0.635,0.2,0.165,0.289,0.53,0.165,0.322,0
0.513,0.198,0.289,0.91,0.085,0.125,0.289,0
0.08,0.896,0.024,0.477,0.39,0.277,0.41,0
0.755,0.101,0.144,0.612,0.339,0.66,0.285,0
