@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.007,0.191,0.802,0.032,0.274,2
0.017,0.394,0.59,0.036,0.639,1
0.02,0.841,0.138,0.043,0.744,1
0.23,0.623,0.146,0.011,0.71,1
0.011,0.815,0.174,0.639,0.307,1
0.01,0.251,0.739,0.001,0.193,1
0.31,0.225,0.465,0.001,0.344,2
0.034,0.02,0.947,0.019,0.66,2
0.153,0.624,0.223,0.438,0.44,2
0.017,0.515,0.468,0.023,0.815,1
0.137,0.848,0.016,0.951,0.04,1
0.005,0.077,0.918,0.01,0.359,2
0.004,0.611,0.386,0,0.805,1
0.032,0.828,0.14,0.026,0.809,1
0.009,0.804,0.188,0.001,0.356,2
0.374,0.451,0.175,0.039,0.528,1
0.047,0.831,0.122,0.016,0.688,1
0.44,0.529,0.032,0.735,0.256,1
0.001,0.845,0.155,0.003,0.717,1
0.001,0.045,0.953,0,0.128,2
0.106,0.245,0.65,0.018,0.22,2
0.378,0.503,0.119,0.862,0.137,1
0.124,0.722,0.154,0.178,0.804,1
0.541,0.32,0.139,0.431,0.513,1
0.026,0.005,0.969,0.039,0.554,2
0.05,0.835,0.115,0.33,0.533,1
0.044,0.846,0.111,0.007,0.884,1
0.322,0.577,0.101,0.034,0.691,1
0.541,0.199,0.26,0.219,0.735,1
0.008,0.782,0.21,0.004,0.423,2
0.022,0.494,0.484,0.032,0.697,1
0.01,0.827,0.163,0.077,0.64,1
0.548,0.417,0.035,0.557,0.404,1
0.014,0.905,0.081,0.018,0.737,1
0.067,0.768,0.165,0.012,0.738,1
0.08,0.897,0.022,0.055,0.705,1
0.103,0.874,0.023,0.011,0.76,1
0.347,0.528,0.125,0.104,0.721,2
0.026,0.798,0.176,0.017,0.546,1
0.061,0.907,0.032,0.116,0.656,1
0.597,0.348,0.055,0.011,0.813,1
0.183,0.759,0.058,0.254,0.609,1
0.103,0.007,0.89,0.002,0.032,2
0.026,0.71,0.264,0.018,0.018,2
0.162,0.687,0.151,0.366,0.555,2
0.423,0.499,0.078,0.034,0.692,1
0.632,0.353,0.016,0.142,0.478,1
0.755,0.123,0.123,0.336,0.657,0
0.809,0.174,0.018,0.944,0.048,0
0.628,0.138,0.235,0.54,0.455,0
0.366,0.445,0.19,0.039,0.652,0
0.072,0.854,0.074,0.094,0.631,0
0.336,0.363,0.3,0.931,0.068,0
0.192,0.355,0.453,0.016,0.629,0
0.282,0.517,0.201,0.006,0.617,0
0.775,0.076,0.149,0.549,0.441,0
0.18,0.596,0.224,0.018,0.817,0
0.933,0.025,0.042,0.951,0.034,0
0.579,0.258,0.163,0.372,0.188,0
0.952,0.001,0.046,0.809,0.187,0
0.314,0.639,0.046,0.168,0.658,0
0.583,0.309,0.108,0.878,0.114,0
0.391,0.134,0.475,0.059,0.656,0
0.154,0.791,0.055,0.327,0.63,0
0.165,0.79,0.046,0.329,0.67,0
0.576,0.355,0.069,0.025,0.814,0
0.542,0.195,0.262,0.804,0.189,0
