@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.021,0.347,0.631,0.099,0.361,0.173,0.341,2
0.117,0.474,0.41,0.101,0.568,0.236,0.655,1
0.158,0.696,0.146,0.21,0.632,0.446,0.358,1
0.115,0.68,0.204,0.13,0.588,0.166,0.374,1
0.021,0.795,0.184,0.396,0.435,0.183,0.391,1
0.009,0.357,0.633,0.025,0.208,0.17,0.347,1
0.167,0.39,0.443,0.106,0.29,0.422,0.393,2
0.105,0.07,0.825,0.194,0.578,0.259,0.339,2
0.097,0.497,0.406,0.478,0.368,0.162,0.388,2
0.029,0.522,0.449,0.034,0.794,0.218,0.347,1
0.102,0.843,0.055,0.679,0.213,0.163,0.402,1
0.03,0.17,0.799,0.043,0.308,0.17,0.369,2
0.016,0.607,0.378,0.065,0.795,0.3,0.383,1
0.23,0.714,0.056,0.287,0.679,0.185,0.577,1
0.004,0.816,0.179,0.023,0.346,0.194,0.344,2
0.096,0.602,0.302,0.262,0.418,0.177,0.539,1
0.026,0.841,0.133,0.19,0.565,0.188,0.355,1
0.597,0.36,0.042,0.678,0.306,0.362,0.435,1
0.007,0.793,0.2,0.061,0.756,0.186,0.405,1
0.004,0.084,0.912,0.018,0.263,0.332,0.302,2
0.057,0.34,0.602,0.101,0.294,0.317,0.256,2
0.328,0.518,0.154,0.498,0.466,0.232,0.37,1
0.241,0.618,0.141,0.288,0.648,0.2,0.413,1
0.559,0.282,0.16,0.41,0.446,0.244,0.36,1
0.072,0.815,0.113,0.204,0.761,0.169,0.369,2
0.312,0.56,0.128,0.235,0.648,0.245,0.361,1
0.067,0.017,0.916,0.259,0.42,0.184,0.379,2
0.176,0.646,0.178,0.537,0.368,0.333,0.48,1
0.309,0.544,0.147,0.177,0.752,0.138,0.579,1
0.175,0.697,0.128,0.265,0.638,0.391,0.502,1
0.672,0.147,0.18,0.237,0.649,0.237,0.33,1
0.025,0.703,0.272,0.067,0.395,0.197,0.36,2
0.064,0.467,0.469,0.106,0.705,0.544,0.33,1
0.092,0.686,0.222,0.424,0.436,0.335,0.374,1
0.347,0.596,0.057,0.224,0.696,0.43,0.305,1
0.065,0.804,0.132,0.198,0.652,0.104,0.709,1
0.094,0.754,0.152,0.193,0.621,0.377,0.413,1
0.165,0.793,0.042,0.334,0.555,0.227,0.285,1
0.228,0.75,0.022,0.227,0.639,0.483,0.313,1
0.416,0.438,0.147,0.219,0.639,0.522,0.272,2
0.059,0.674,0.267,0.133,0.476,0.171,0.289,1
0.098,0.87,0.032,0.382,0.58,0.279,0.578,1
0.648,0.274,0.078,0.383,0.5,0.325,0.416,1
0.245,0.686,0.069,0.43,0.474,0.157,0.329,1
0.43,0.046,0.525,0.225,0.197,0.228,0.353,2
0.038,0.692,0.269,0.11,0.095,0.154,0.364,2
0.364,0.513,0.123,0.489,0.471,0.414,0.422,2
0.214,0.653,0.133,0.209,0.594,0.2,0.36,1
0.573,0.388,0.038,0.598,0.302,0.395,0.479,1
0.757,0.067,0.176,0.399,0.468,0.402,0.428,0
0.007,0.18,0.813,0.008,0.079,0.295,0.334,0
0.809,0.078,0.113,0.757,0.23,0.267,0.336,0
0.949,0.005,0.046,0.563,0.311,0.576,0.271,0
0.101,0.738,0.16,0.16,0.75,0.311,0.482,0
0.097,0.842,0.06,0.147,0.808,0.471,0.276,0
0.913,0.035,0.052,0.737,0.187,0.281,0.266,0
0.892,0.038,0.07,0.593,0.271,0.326,0.261,0
0.322,0.394,0.284,0.867,0.105,0.425,0.353,0
0.947,0.026,0.027,0.645,0.326,0.647,0.261,0
0.58,0.007,0.413,0.434,0.486,0.72,0.214,0
0.71,0.013,0.277,0.308,0.515,0.338,0.442,0
0.323,0.349,0.328,0.265,0.349,0.24,0.368,0
0.401,0.54,0.059,0.522,0.321,0.17,0.342,0
0.018,0.919,0.064,0.326,0.448,0.455,0.309,0
0.138,0.823,0.039,0.416,0.247,0.256,0.072,0
0.968,0.013,0.019,0.279,0.61,0.234,0.304,0
0.699,0.159,0.142,0.296,0.664,0.421,0.269,0
