@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.9,0.067,0.033,0.211,0.513,0
0.202,0.755,0.043,0.211,0.379,0
0.021,0.347,0.631,0.173,0.341,2
0.125,0.028,0.847,0.229,0.388,2
0.117,0.474,0.41,0.236,0.655,1
0.097,0.866,0.037,0.249,0.385,0
0.696,0.145,0.158,0.229,0.363,0
0.176,0.26,0.564,0.217,0.365,0
0.249,0.459,0.292,0.252,0.401,0
0.788,0.175,0.037,0.39,0.346,0
0.605,0.343,0.052,0.357,0.376,0
0.703,0.128,0.169,0.291,0.421,0
0.218,0.638,0.144,0.155,0.363,0
0.768,0.124,0.107,0.373,0.393,0
0.528,0.314,0.158,0.31,0.399,0
0.034,0.874,0.092,0.189,0.344,0
0.05,0.02,0.93,0.269,0.364,0
0.059,0.928,0.013,0.163,0.379,0
0.511,0.039,0.45,0.339,0.394,0
0.158,0.696,0.146,0.446,0.358,1
0.043,0.738,0.219,0.336,0.339,1
0.043,0.244,0.713,0.242,0.333,0
0.115,0.68,0.204,0.166,0.374,1
0.784,0.136,0.08,0.425,0.37,0
0.676,0.067,0.256,0.427,0.349,0
0.778,0.099,0.123,0.403,0.322,0
0.229,0.45,0.321,0.209,0.343,0
0.021,0.795,0.184,0.183,0.391,1
0.614,0.1,0.286,0.31,0.391,0
0.699,0.159,0.142,0.421,0.269,0
0.112,0.619,0.269,0.299,0.269,0
0.177,0.285,0.537,0.3,0.341,0
0.009,0.357,0.633,0.17,0.347,1
0.942,0.012,0.046,0.493,0.331,0
0.968,0.011,0.021,0.283,0.506,0
0.167,0.39,0.443,0.422,0.393,2
0.105,0.07,0.825,0.259,0.339,2
0.097,0.497,0.406,0.162,0.388,2
0.54,0.36,0.101,0.298,0.448,0
0.336,0.587,0.077,0.384,0.417,0
0.217,0.345,0.438,0.215,0.331,2
0.029,0.522,0.449,0.218,0.347,1
0.102,0.843,0.055,0.163,0.402,1
0.893,0.08,0.026,0.636,0.275,0
0.666,0.133,0.202,0.523,0.319,0
0.039,0.222,0.739,0.349,0.316,1
0.669,0.241,0.091,0.295,0.366,0
0.172,0.419,0.409,0.201,0.345,0
0.5,0.158,0.343,0.474,0.37,0
0.443,0.512,0.045,0.357,0.376,0
0.052,0.275,0.673,0.215,0.227,0
0.544,0.346,0.11,0.277,0.378,0
0.867,0.051,0.082,0.151,0.364,0
0.572,0.137,0.291,0.162,0.288,0
0.573,0.293,0.134,0.379,0.4,0
0.101,0.738,0.16,0.311,0.482,0
0.301,0.066,0.634,0.322,0.395,0
0.847,0.037,0.116,0.167,0.37,0
0.824,0.011,0.165,0.43,0.384,0
0.737,0.206,0.057,0.507,0.376,0
0.553,0.246,0.201,0.677,0.233,0
0.199,0.617,0.184,0.252,0.315,0
0.128,0.804,0.068,0.161,0.385,0
0.751,0.153,0.096,0.468,0.347,0
0.45,0.226,0.324,0.426,0.29,0
0.176,0.67,0.154,0.248,0.287,0
0.557,0.414,0.029,0.205,0.411,0
0.03,0.17,0.799,0.17,0.369,2
0.869,0.057,0.074,0.414,0.366,0
0.436,0.442,0.122,0.462,0.219,0
0.145,0.723,0.132,0.304,0.335,0
0.233,0.229,0.538,0.265,0.328,0
0.016,0.607,0.378,0.3,0.383,1
0.696,0.008,0.297,0.378,0.222,0
0.539,0.357,0.104,0.325,0.503,0
0.408,0.314,0.278,0.185,0.025,0
0.23,0.714,0.056,0.185,0.577,1
0.004,0.816,0.179,0.194,0.344,2
0.356,0.425,0.219,0.29,0.312,0
0.379,0.389,0.232,0.576,0.311,0
0.096,0.602,0.302,0.177,0.539,1
0.213,0.779,0.008,0.303,0.269,0
0.026,0.841,0.133,0.188,0.355,1
0.814,0.054,0.133,0.343,0.415,0
0.597,0.36,0.042,0.362,0.435,1
0.296,0.435,0.269,0.607,0.295,0
0.021,0.169,0.811,0.251,0.377,0
0.13,0.861,0.009,0.16,0.386,0
0.71,0.013,0.277,0.338,0.442,0
0.403,0.388,0.209,0.437,0.393,0
0.312,0.646,0.042,0.442,0.414,0
0.52,0.368,0.112,0.209,0.38,0
0.079,0.877,0.044,0.204,0.317,0
