@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.164,0.798,0.038,0.023,0.851,0.204,0.435,0
0.056,0.315,0.629,0.04,0.394,0.135,0.419,2
0.077,0.501,0.422,0.074,0.62,0.207,0.637,1
0.344,0.633,0.023,0.577,0.421,0.362,0.321,0
0.488,0.313,0.198,0.049,0.609,0.184,0.481,0
0.462,0.152,0.387,0.018,0.543,0.161,0.444,0
0.806,0.112,0.083,0.875,0.114,0.28,0.329,0
0.736,0.216,0.048,0.885,0.107,0.525,0.226,0
0.479,0.208,0.313,0.891,0.1,0.304,0.323,0
0.504,0.347,0.149,0.221,0.151,0.139,0.383,0
0.056,0.684,0.26,0.244,0.425,0.553,0.199,1
0.178,0.679,0.143,0.061,0.55,0.135,0.434,1
0.521,0.162,0.318,0.571,0.25,0.542,0.209,0
0.702,0.171,0.127,0.961,0.038,0.526,0.222,0
0.247,0.427,0.326,0.292,0.521,0.231,0.358,0
0.038,0.708,0.254,0.506,0.383,0.177,0.372,1
0.564,0.288,0.148,0.573,0.328,0.505,0.222,0
0.024,0.267,0.709,0.001,0.146,0.137,0.41,1
0.296,0.353,0.351,0.003,0.335,0.46,0.348,2
0.083,0.062,0.855,0.015,0.665,0.314,0.378,2
0.071,0.5,0.429,0.545,0.179,0.153,0.394,2
0.247,0.642,0.111,0.93,0.062,0.518,0.224,0
0.024,0.481,0.495,0.143,0.747,0.258,0.352,1
0.214,0.709,0.077,0.955,0.034,0.165,0.387,1
0.408,0.287,0.306,0.656,0.245,0.592,0.169,0
0.518,0.368,0.114,0.437,0.393,0.322,0.337,0
0.306,0.394,0.3,0.37,0.421,0.132,0.521,0
0.631,0.142,0.226,0.917,0.073,0.476,0.204,0
0.491,0.415,0.094,0.459,0.424,0.434,0.268,0
0.122,0.027,0.851,0.39,0.449,0.348,0.333,0
0.669,0.244,0.087,0.478,0.333,0.606,0.172,0
0.466,0.239,0.295,0.932,0.035,0.662,0.117,0
