@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.2,0.764,0.036,0.088,0.82,0
0.025,0.325,0.65,0.148,0.432,2
0.03,0.506,0.464,0.096,0.561,1
0.157,0.806,0.036,0.768,0.226,0
0.609,0.209,0.182,0.214,0.538,0
0.161,0.19,0.649,0.107,0.571,0
0.353,0.335,0.313,0.88,0.111,0
0.555,0.382,0.064,0.754,0.219,0
0.704,0.119,0.177,0.526,0.412,0
0.728,0.207,0.065,0.384,0.246,0
0.056,0.731,0.213,0.24,0.578,1
0.326,0.511,0.163,0.089,0.643,1
0.117,0.211,0.672,0.467,0.279,0
0.765,0.105,0.13,0.883,0.111,0
0.249,0.406,0.344,0.021,0.451,0
0.02,0.777,0.203,0.557,0.351,1
0.354,0.397,0.25,0.671,0.297,0
0.008,0.351,0.641,0.013,0.21,1
0.24,0.293,0.467,0.075,0.283,2
0.079,0.043,0.878,0.101,0.662,2
0.075,0.575,0.35,0.566,0.287,2
0.159,0.782,0.06,0.713,0.251,0
0.017,0.511,0.472,0.086,0.789,1
0.126,0.781,0.093,0.752,0.191,1
0.448,0.294,0.258,0.753,0.203,0
0.56,0.326,0.113,0.393,0.493,0
0.175,0.449,0.376,0.148,0.65,0
0.379,0.238,0.384,0.573,0.373,0
0.219,0.598,0.183,0.587,0.361,0
0.123,0.027,0.85,0.36,0.482,0
0.453,0.461,0.087,0.56,0.346,0
0.532,0.256,0.212,0.882,0.066,0
0.253,0.491,0.256,0.061,0.542,0
0.061,0.876,0.063,0.577,0.247,0
0.011,0.188,0.801,0.058,0.344,2
0.044,0.592,0.365,0.058,0.708,1
0.799,0.009,0.191,0.683,0.242,0
0.371,0.55,0.079,0.39,0.564,0
0.363,0.355,0.282,0.615,0.234,0
0.271,0.689,0.04,0.085,0.872,1
0.015,0.772,0.212,0.012,0.388,2
0.724,0.152,0.124,0.597,0.361,0
0.202,0.611,0.187,0.15,0.772,0
0.186,0.5,0.315,0.268,0.43,1
0.429,0.563,0.008,0.198,0.776,0
0.049,0.782,0.169,0.077,0.654,1
0.621,0.146,0.232,0.636,0.328,0
0.473,0.486,0.04,0.523,0.456,1
0.009,0.177,0.814,0.004,0.09,0
0.674,0.318,0.008,0.531,0.399,0
0.876,0.008,0.116,0.506,0.341,0
0.336,0.48,0.184,0.236,0.718,0
0.318,0.659,0.023,0.603,0.27,0
0.227,0.647,0.126,0.236,0.501,0
0.89,0.021,0.089,0.769,0.215,0
0.492,0.371,0.137,0.589,0.362,0
0.664,0.319,0.018,0.762,0.223,0
0.859,0.057,0.084,0.675,0.3,0
0.657,0.119,0.224,0.026,0.3,0
0.188,0.719,0.093,0.178,0.756,0
0.001,0.811,0.188,0.097,0.644,1
0.004,0.083,0.913,0.006,0.235,2
0.597,0.372,0.031,0.637,0.338,0
0.751,0.093,0.156,0.701,0.266,0
0.328,0.658,0.015,0.229,0.645,0
