@relation rabc_projection_distances

@attribute proj0 numeric
@attribute proj1 numeric
@attribute proj2 numeric
@attribute proj3 numeric
@attribute class {0,1,2}

@data
0.471536,1.008772,1.182183,0.471536,1.008772,1.182183,0.471536,1.008772,1.182183,0.471536,1.008772,1.182183,0
0.548338,1.043008,1.207007,0.548338,1.043008,1.207007,0.548338,1.043008,1.207007,0.548338,1.043008,1.207007,0
0.371437,0.958325,1.137018,0.371437,0.958325,1.137018,0.371437,0.958325,1.137018,0.371437,0.958325,1.137018,0
0.528111,1.025840,1.200313,0.528111,1.025840,1.200313,0.528111,1.025840,1.200313,0.528111,1.025840,1.200313,0
0.680247,1.058900,1.232215,0.680247,1.058900,1.232215,0.680247,1.058900,1.232215,0.680247,1.058900,1.232215,0
0.567409,1.030312,1.204802,0.567409,1.030312,1.204802,0.567409,1.030312,1.204802,0.567409,1.030312,1.204802,0
0.245137,0.835046,1.001905,0.245137,0.835046,1.001905,0.245137,0.835046,1.001905,0.245137,0.835046,1.001905,0
0.589747,1.032052,1.210884,0.589747,1.032052,1.210884,0.589747,1.032052,1.210884,0.589747,1.032052,1.210884,0
0.615502,1.027814,1.204684,0.615502,1.027814,1.204684,0.615502,1.027814,1.204684,0.615502,1.027814,1.204684,0
0.753093,1.058554,1.235156,0.753093,1.058554,1.235156,0.753093,1.058554,1.235156,0.753093,1.058554,1.235156,0
0.685198,1.039072,1.211900,0.685198,1.039072,1.211900,0.685198,1.039072,1.211900,0.685198,1.039072,1.211900,0
0.599073,1.027664,1.207483,0.599073,1.027664,1.207483,0.599073,1.027664,1.207483,0.599073,1.027664,1.207483,0
0.647266,1.027466,1.198021,0.647266,1.027466,1.198021,0.647266,1.027466,1.198021,0.647266,1.027466,1.198021,0
0.265002,0.818995,0.977637,0.265002,0.818995,0.977637,0.265002,0.818995,0.977637,0.265002,0.818995,0.977637,0
0.253655,0.905094,1.084526,0.253655,0.905094,1.084526,0.253655,0.905094,1.084526,0.253655,0.905094,1.084526,0
0.622016,1.040465,1.216281,0.622016,1.040465,1.216281,0.622016,1.040465,1.216281,0.622016,1.040465,1.216281,0
0.677540,1.044407,1.218015,0.677540,1.044407,1.218015,0.677540,1.044407,1.218015,0.677540,1.044407,1.218015,0
0.320926,0.896567,1.078032,0.320926,0.896567,1.078032,0.320926,0.896567,1.078032,0.320926,0.896567,1.078032,0
0.485322,0.994198,1.179642,0.485322,0.994198,1.179642,0.485322,0.994198,1.179642,0.485322,0.994198,1.179642,0
0.547336,1.011848,1.188909,0.547336,1.011848,1.188909,0.547336,1.011848,1.188909,0.547336,1.011848,1.188909,0
0.488261,1.001193,1.171508,0.488261,1.001193,1.171508,0.488261,1.001193,1.171508,0.488261,1.001193,1.171508,1
0.271777,0.843730,0.989585,0.271777,0.843730,0.989585,0.271777,0.843730,0.989585,0.271777,0.843730,0.989585,1
0.535897,1.005427,1.181440,0.535897,1.005427,1.181440,0.535897,1.005427,1.181440,0.535897,1.005427,1.181440,1
0.756797,1.062908,1.237728,0.756797,1.062908,1.237728,0.756797,1.062908,1.237728,0.756797,1.062908,1.237728,1
0.737041,1.057201,1.232693,0.737041,1.057201,1.232693,0.737041,1.057201,1.232693,0.737041,1.057201,1.232693,1
0.793846,1.065507,1.241286,0.793846,1.065507,1.241286,0.793846,1.065507,1.241286,0.793846,1.065507,1.241286,1
0.566485,1.023577,1.199294,0.566485,1.023577,1.199294,0.566485,1.023577,1.199294,0.566485,1.023577,1.199294,1
0.736653,1.055816,1.231299,0.736653,1.055816,1.231299,0.736653,1.055816,1.231299,0.736653,1.055816,1.231299,1
0.409820,0.961694,1.140540,0.409820,0.961694,1.140540,0.409820,0.961694,1.140540,0.409820,0.961694,1.140540,1
0.274814,1.075097,1.188067,0.274814,1.075097,1.188067,0.274814,1.075097,1.188067,0.274814,1.075097,1.188067,1
0.348755,1.008579,1.149621,0.348755,1.008579,1.149621,0.348755,1.008579,1.149621,0.348755,1.008579,1.149621,1
0.208312,0.931887,1.069205,0.208312,0.931887,1.069205,0.208312,0.931887,1.069205,0.208312,0.931887,1.069205,1
0.615205,1.064000,1.234245,0.615205,1.064000,1.234245,0.615205,1.064000,1.234245,0.615205,1.064000,1.234245,1
0.133283,0.871683,0.795937,0.133283,0.871683,0.795937,0.133283,0.871683,0.795937,0.133283,0.871683,0.795937,1
0.738439,1.058658,1.233473,0.738439,1.058658,1.233473,0.738439,1.058658,1.233473,0.738439,1.058658,1.233473,1
0.308271,0.866326,1.024763,0.308271,0.866326,1.024763,0.308271,0.866326,1.024763,0.308271,0.866326,1.024763,1
0.564373,1.021927,1.199273,0.564373,1.021927,1.199273,0.564373,1.021927,1.199273,0.564373,1.021927,1.199273,1
0.643176,1.064306,1.236915,0.643176,1.064306,1.236915,0.643176,1.064306,1.236915,0.643176,1.064306,1.236915,1
0.525849,1.019730,1.191356,0.525849,1.019730,1.191356,0.525849,1.019730,1.191356,0.525849,1.019730,1.191356,1
0.852542,1.069769,1.247006,0.852542,1.069769,1.247006,0.852542,1.069769,1.247006,0.852542,1.069769,1.247006,1
0.787994,1.065913,1.242582,0.787994,1.065913,1.242582,0.787994,1.065913,1.242582,0.787994,1.065913,1.242582,2
0.769992,1.055796,1.231305,0.769992,1.055796,1.231305,0.769992,1.055796,1.231305,0.769992,1.055796,1.231305,2
0.058741,0.916810,0.375778,0.058741,0.916810,0.375778,0.058741,0.916810,0.375778,0.058741,0.916810,0.375778,2
0.372059,1.012471,1.181505,0.372059,1.012471,1.181505,0.372059,1.012471,1.181505,0.372059,1.012471,1.181505,2
0.761603,1.060351,1.236217,0.761603,1.060351,1.236217,0.761603,1.060351,1.236217,0.761603,1.060351,1.236217,2
0.488588,0.983578,1.160721,0.488588,0.983578,1.160721,0.488588,0.983578,1.160721,0.488588,0.983578,1.160721,2
0.773038,1.063366,1.240240,0.773038,1.063366,1.240240,0.773038,1.063366,1.240240,0.773038,1.063366,1.240240,2
0.678131,1.064459,1.238408,0.678131,1.064459,1.238408,0.678131,1.064459,1.238408,0.678131,1.064459,1.238408,2
0.452917,0.984395,1.162198,0.452917,0.984395,1.162198,0.452917,0.984395,1.162198,0.452917,0.984395,1.162198,2
