@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.094095,0
3,1.525089,2
5,1.281573,1
1,0.91285,0
2,0.985294,0
3,1.343102,0
4,0.913666,0
5,0.779499,0
2,0.811314,0
3,1.075039,0
5,0.94269,1
3,1.387041,1
5,0.963176,0
1,0.830611,0
2,1.162571,0
3,1.408683,1
5,0.91526,0
3,1.84283,1
1,1.264831,2
2,1.424808,2
3,1.207513,2
5,1.001717,0
2,1.468177,1
3,0.995358,1
5,0.985398,0
2,0.918593,0
3,1.010933,0
4,0.975108,0
1,1.16121,0
2,1.242206,0
5,0.856581,0
1,0.939166,0
2,1.010148,0
3,1.01454,0
3,1.668384,2
3,1.793644,1
4,1.014932,0
5,1.053105,0
1,1.080616,0
2,0.979461,1
3,1.692157,2
4,0.944387,0
5,1.162131,0
1,1.375031,1
2,0.788235,0
3,1.311787,1
4,1.02631,0
5,0.842345,1
2,2.000768,0
3,0.713851,0
4,1.083201,0
5,1.140256,0
1,0.91285,0
3,1.062414,0
4,0.913666,0
5,0.958662,0
1,0.995088,0
2,0.704035,0
3,0.690569,0
2,0.941672,0
3,1.930053,1
5,2.071836,2
1,0.91285,0
2,0.854429,0
3,0.745657,0
4,0.992176,0
5,1.147895,0
1,0.796071,0
2,1.268074,0
1,0.850348,0
2,1.037031,0
3,0.811403,0
4,1.173088,0
5,1.012481,0
1,1.710565,2
2,0.64824,0
3,0.882558,0
4,0.893186,0
1,0.707253,0
2,0.687296,0
3,1.031427,0
4,0.971695,0
2,0.96957,1
3,0.931908,1
4,1.024034,0
5,0.822207,0
1,1.009891,0
2,0.749686,0
3,0.566785,0
4,0.993313,0
5,0.938524,0
2,0.972106,1
3,0.984537,2
2,1.052502,1
3,1.191773,0
1,0.970417,0
2,1.227242,0
3,1.327198,2
5,0.98644,0
1,0.879954,0
1,0.881599,0
3,0.738771,0
4,1.060445,0
5,0.789916,0
2,1.320826,0
1,1.031273,1
2,0.692622,0
3,1.092746,1
4,1.194707,0
1,1.052655,1
2,0.696173,0
3,1.076186,0
4,0.90115,0
2,0.915803,0
3,1.030935,0
5,0.982273,0
3,0.880427,0
5,0.88783,0
1,0.988509,0
2,0.780373,0
3,1.037985,0
1,1.070748,0
3,0.845013,0
2,0.850878,1
3,1.550502,2
4,1.085476,0
1,1.593786,1
2,0.716462,0
3,0.823043,0
1,0.968772,0
2,1.323616,0
3,0.865507,0
4,1.229979,0
5,1.039564,0
1,1.378321,1
2,1.039821,0
3,0.656959,0
4,1.054755,0
5,0.944426,0
1,0.991799,0
2,0.87066,0
3,0.777136,0
1,0.957258,0
2,0.677405,0
3,0.702702,0
5,1.114215,0
1,0.950679,0
2,0.653312,0
3,1.075039,0
5,0.935746,0
2,0.794829,0
5,0.999287,1
1,0.866796,0
2,1.400969,0
3,1.246697,1
5,1.347544,1
1,0.881599,0
2,0.737512,0
3,0.573835,0
1,0.952324,0
2,0.918847,0
3,0.887313,1
4,0.910253,0
5,0.893733,0
3,1.155867,0
4,1.077512,0
2,1.135941,0
3,0.752216,0
4,0.931871,0
5,0.97394,0
2,0.862544,0
1,0.847059,0
2,0.685521,0
5,0.961093,1
2,0.771496,0
3,0.696472,0
4,0.97966,0
5,1.20588,0
1,0.814163,0
2,1.080146,0
3,0.636137,0
4,1.004692,0
5,0.862484,0
5,0.949635,2
2,1.276951,0
3,1.05766,0
5,1.037827,0
3,0.93945,0
2,0.885623,0
3,1.226859,1
4,0.846535,0
5,0.989217,0
1,0.899691,0
2,0.751461,0
3,0.846816,0
4,0.920493,0
1,0.828966,0
2,0.673601,0
3,0.577934,0
4,0.995589,0
5,1.108659,1
1,1.003312,0
2,0.934824,1
3,0.793532,0
5,2.094057,0
2,1.271625,0
3,0.893379,1
2,0.68476,0
3,0.611872,0
5,0.907622,0
2,0.99417,2
3,1.30113,2
4,1.086614,0
5,1.011439,2
2,0.910477,0
3,0.982405,1
5,0.875331,1
