@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.017,0.348,0.636,0.002,0.46,0.125,0.407,2
0.103,0.466,0.432,0.051,0.668,0.293,0.557,1
0.065,0.755,0.18,0.243,0.564,0.544,0.232,1
0.12,0.696,0.184,0.007,0.656,0.126,0.381,1
0.093,0.694,0.213,0.116,0.606,0.143,0.352,1
0.018,0.338,0.645,0,0.151,0.123,0.394,1
0.091,0.497,0.413,0.005,0.262,0.552,0.316,2
0.119,0.094,0.787,0.004,0.69,0.3,0.363,2
0.117,0.509,0.375,0.192,0.387,0.122,0.359,2
0.081,0.447,0.472,0.137,0.78,0.213,0.338,1
0.049,0.867,0.084,0.674,0.236,0.128,0.348,1
0.012,0.201,0.787,0,0.309,0.127,0.366,2
0.021,0.644,0.335,0.001,0.779,0.3,0.523,1
0.225,0.709,0.067,0.12,0.838,0.139,0.766,1
0.043,0.719,0.238,0,0.317,0.153,0.474,2
0.055,0.656,0.289,0.04,0.54,0.002,0.996,1
0.118,0.717,0.165,0.004,0.683,0.1,0.698,1
0.453,0.501,0.047,0.8,0.192,0.478,0.347,1
0.013,0.778,0.208,0,0.782,0.145,0.355,1
0.041,0.095,0.864,0,0.228,0.325,0.472,2
0.132,0.675,0.192,0.928,0.057,0.225,0.337,1
0.581,0.336,0.083,0.16,0.808,0.173,0.397,1
0.657,0.221,0.122,0.115,0.723,0.23,0.373,1
0.046,0.828,0.126,0.95,0.047,0.119,0.354,2
0.629,0.27,0.101,0.182,0.742,0.278,0.317,1
0.067,0.031,0.903,0.005,0.551,0.138,0.377,2
0.104,0.694,0.202,0.355,0.491,0.437,0.269,1
0.192,0.687,0.121,0.055,0.85,0.124,0.594,1
0.13,0.599,0.272,0.097,0.771,0.612,0.224,1
0.316,0.361,0.323,0.168,0.742,0.246,0.33,1
0.04,0.668,0.292,0,0.365,0.152,0.443,2
0.043,0.494,0.463,0.018,0.857,0.533,0.254,1
0.037,0.738,0.225,0.08,0.61,0.329,0.492,1
0.27,0.668,0.062,0.323,0.645,0.501,0.249,1
0.053,0.815,0.132,0.003,0.785,0.098,0.709,1
0.195,0.674,0.13,0.008,0.76,0.482,0.27,1
0.142,0.789,0.069,0.13,0.784,0.159,0.614,1
0.199,0.779,0.022,0.099,0.752,0.577,0.292,1
0.329,0.514,0.156,0.337,0.527,0.596,0.214,2
0.043,0.701,0.257,0.008,0.663,0.115,0.562,1
0.205,0.768,0.027,0.128,0.769,0.224,0.658,1
0.46,0.445,0.095,0.036,0.788,0.163,0.754,1
0.176,0.746,0.078,0.316,0.584,0.06,0.805,1
0.862,0.013,0.125,0.001,0.329,0.227,0.359,2
0.03,0.674,0.296,0,0.026,0.112,0.368,2
0.325,0.573,0.102,0.341,0.575,0.524,0.239,2
0.166,0.672,0.161,0.035,0.812,0.155,0.452,1
0.763,0.214,0.023,0.114,0.701,0.558,0.223,1
0.075,0.155,0.77,0,0.055,0.241,0.51,0
0.621,0.131,0.248,0.249,0.325,0.267,0.334,0
0.825,0.035,0.14,0.267,0.647,0.448,0.366,0
0.21,0.497,0.293,0.02,0.564,0.173,0.376,0
0.419,0.241,0.34,0.154,0.508,0.524,0.238,0
0.289,0.666,0.045,0.917,0.076,0.161,0.365,0
0.179,0.689,0.132,0.641,0.321,0.72,0.16,0
0.297,0.66,0.043,0.159,0.68,0.15,0.401,0
0.469,0.481,0.05,0.988,0.012,0.12,0.351,0
0.287,0.458,0.255,0.907,0.087,0.488,0.254,0
0.425,0.386,0.189,0.078,0.671,0.1,0.57,0
0.172,0.821,0.007,0.445,0.528,0.255,0.604,0
0.897,0.064,0.038,0.734,0.144,0.455,0.27,0
0.145,0.597,0.258,0.158,0.69,0.232,0.338,0
0.332,0.58,0.087,0.045,0.658,0.734,0.239,0
0.16,0.748,0.092,0.227,0.728,0.166,0.472,0
0.039,0.882,0.079,0.353,0.335,0.121,0.35,0
0.356,0.582,0.062,0.742,0.144,0.582,0.218,0
