@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.078,0.3,0.622,0.149,0.262,2
0.294,0.046,0.659,0.27,0.308,2
0.143,0.488,0.369,0.229,0.699,1
0.169,0.721,0.111,0.425,0.38,1
0.119,0.6,0.281,0.359,0.347,1
0.2,0.678,0.122,0.143,0.309,1
0.069,0.785,0.146,0.175,0.31,1
0.04,0.3,0.66,0.158,0.309,1
0.214,0.306,0.48,0.201,0.571,2
0.262,0.077,0.661,0.161,0.434,2
0.035,0.702,0.264,0.143,0.3,2
0.604,0.171,0.225,0.16,0.37,2
0.08,0.507,0.413,0.184,0.354,1
0.237,0.733,0.03,0.142,0.301,1
0.053,0.191,0.756,0.324,0.384,1
0.053,0.177,0.77,0.16,0.304,2
0.074,0.6,0.326,0.105,0.582,1
0.237,0.733,0.03,0.037,0.832,1
0.122,0.641,0.237,0.143,0.372,2
0.215,0.493,0.292,0.021,0.879,1
0.097,0.798,0.105,0.106,0.573,1
0.496,0.475,0.028,0.178,0.552,1
0.395,0.41,0.195,0.287,0.381,2
0.028,0.785,0.187,0.179,0.311,1
0.282,0.033,0.685,0.565,0.274,2
0.032,0.154,0.814,0.178,0.516,2
0.135,0.237,0.628,0.184,0.507,2
0.636,0.256,0.108,0.398,0.384,1
0.394,0.514,0.092,0.166,0.388,2
0.147,0.708,0.145,0.203,0.357,1
0.437,0.476,0.087,0.161,0.353,1
0.318,0.355,0.327,0.156,0.358,1
0.682,0.178,0.14,0.248,0.349,2
0.276,0.699,0.026,0.119,0.267,1
0.604,0.274,0.122,0.48,0.351,2
0.722,0.192,0.086,0.208,0.373,1
0.04,0.851,0.109,0.174,0.291,2
0.488,0.037,0.475,0.657,0.222,1
0.269,0.694,0.038,0.388,0.408,1
0.47,0.127,0.403,0.298,0.397,2
0.63,0.298,0.072,0.181,0.39,1
0.338,0.389,0.274,0.485,0.347,2
0.127,0.037,0.836,0.177,0.313,2
0.342,0.378,0.28,0.161,0.374,1
0.09,0.735,0.176,0.296,0.415,1
0.21,0.711,0.079,0.091,0.634,1
0.213,0.661,0.126,0.285,0.498,1
0.446,0.47,0.085,0.478,0.331,1
0.605,0.206,0.189,0.196,0.369,1
0.068,0.663,0.269,0.155,0.295,2
0.42,0.504,0.076,0.587,0.299,1
0.098,0.452,0.45,0.716,0.199,1
0.135,0.671,0.195,0.157,0.548,1
0.261,0.644,0.095,0.221,0.307,1
0.058,0.119,0.823,0.222,0.332,2
0.345,0.564,0.091,0.165,0.295,1
0.511,0.466,0.023,0.608,0.292,1
0.425,0.535,0.04,0.404,0.381,1
0.069,0.858,0.074,0.057,0.802,1
0.261,0.653,0.085,0.304,0.436,1
0.167,0.773,0.06,0.119,0.479,1
0.224,0.763,0.013,0.307,0.501,1
0.511,0.453,0.036,0.182,0.296,1
0.054,0.795,0.151,0.403,0.35,1
0.012,0.089,0.898,0.202,0.313,2
0.218,0.346,0.436,0.151,0.288,2
0.389,0.512,0.099,0.531,0.328,2
0.067,0.678,0.256,0.119,0.379,1
0.183,0.803,0.014,0.364,0.419,1
0.428,0.501,0.072,0.125,0.713,1
0.34,0.596,0.064,0.104,0.449,1
0.195,0.686,0.119,0.161,0.36,1
0.552,0.427,0.021,0.376,0.412,1
0.54,0.216,0.244,0.564,0.31,0
0.525,0.125,0.35,0.746,0.178,0
0.73,0.155,0.116,0.25,0.409,0
0.858,0.016,0.127,0.255,0.384,0
0.327,0.565,0.108,0.286,0.359,0
0.975,0.014,0.01,0.816,0.142,0
0.273,0.722,0.005,0.079,0.643,0
0.593,0.352,0.054,0.407,0.451,0
0.867,0.113,0.02,0.149,0.285,0
0.085,0.422,0.493,0.306,0.356,0
0.538,0.314,0.148,0.182,0.372,0
0.17,0.81,0.02,0.074,0.7,0
0.456,0.478,0.066,0.147,0.524,0
0.35,0.591,0.059,0.154,0.299,0
0.812,0.035,0.153,0.239,0.358,0
0.579,0.324,0.097,0.236,0.43,0
0.294,0.564,0.141,0.562,0.335,0
0.259,0.73,0.011,0.093,0.522,0
0.753,0.236,0.011,0.133,0.479,0
0.596,0.146,0.258,0.167,0.292,0
0.6,0.249,0.15,0.188,0.347,0
0.475,0.498,0.027,0.155,0.356,0
0.696,0.167,0.137,0.761,0.19,0
0.395,0.402,0.203,0.595,0.327,0
0.269,0.674,0.057,0.175,0.383,0
0.217,0.742,0.041,0.488,0.339,0
0.488,0.458,0.054,0.49,0.334,0
0.787,0.044,0.169,0.605,0.247,0
0.923,0.019,0.057,0.689,0.201,0
0.301,0.604,0.095,0.172,0.307,0
0.182,0.25,0.568,0.233,0.349,0
0.896,0.04,0.064,0.349,0.351,0
0.608,0.232,0.161,0.792,0.166,0
0.466,0.427,0.106,0.42,0.386,0
0.923,0.008,0.069,0.588,0.261,0
0.756,0.089,0.155,0.463,0.334,0
0.496,0.429,0.075,0.41,0.381,0
0.741,0.129,0.129,0.693,0.24,0
0.411,0.476,0.113,0.19,0.299,0
0.29,0.569,0.141,0.43,0.369,0
