@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.101291,0
3,1.533413,2
5,1.284867,1
1,0.909264,0
2,0.991775,0
3,1.350432,0
4,0.916051,0
5,0.781503,0
2,0.816651,0
3,1.080906,0
5,0.945113,1
3,1.394612,1
5,0.965652,0
1,0.827349,0
2,1.170218,0
3,1.416371,1
5,0.917613,0
3,1.852888,1
1,1.259864,2
2,1.434181,2
3,1.214103,2
5,1.004292,0
2,1.477834,1
3,1.00079,1
5,0.987931,0
2,0.924636,0
3,1.016451,0
4,0.977653,0
1,1.15665,0
2,1.250377,0
5,0.858783,0
1,0.935477,0
2,1.016793,0
3,1.020078,0
3,1.67749,2
3,1.803434,1
4,1.017581,0
5,1.055812,0
1,1.076372,0
2,0.985903,1
3,1.701393,2
4,0.946852,0
5,1.165118,0
1,1.369631,1
2,0.79342,0
3,1.318946,1
4,1.028988,0
5,0.84451,1
2,2.013929,0
3,0.717747,0
4,1.086028,0
5,1.143187,0
1,0.909264,0
3,1.068213,0
4,0.916051,0
5,0.961126,0
1,0.99118,0
2,0.708666,0
3,0.694338,0
2,0.947866,0
3,1.940587,1
5,2.077161,2
1,0.909264,0
2,0.860049,0
3,0.749727,0
4,0.994765,0
5,1.150845,0
1,0.792944,0
2,1.276416,0
1,0.847008,0
2,1.043853,0
3,0.815831,0
4,1.17615,0
5,1.015083,0
1,1.703847,2
2,0.652504,0
3,0.887375,0
4,0.895517,0
1,0.704475,0
2,0.691817,0
3,1.037057,0
4,0.974231,0
2,0.975947,1
3,0.936994,1
4,1.026707,0
5,0.82432,0
1,1.005925,0
2,0.754617,0
3,0.569878,0
4,0.995906,0
5,0.940936,0
2,0.9785,1
3,0.98991,2
2,1.059425,1
3,1.198278,0
1,0.966605,0
2,1.235315,0
3,1.334442,2
5,0.988975,0
1,0.876498,0
1,0.878136,0
3,0.742804,0
4,1.063212,0
5,0.791946,0
2,1.329515,0
1,1.027223,1
2,0.697178,0
3,1.09871,1
4,1.197825,0
1,1.048521,1
2,0.700752,0
3,1.08206,0
4,0.903502,0
2,0.921827,0
3,1.036562,0
5,0.984798,0
3,0.885232,0
5,0.890112,0
1,0.984627,0
2,0.785506,0
3,1.043651,0
1,1.066542,0
3,0.849625,0
2,0.856475,1
3,1.558965,2
4,1.088309,0
1,1.294268,0
2,0.612935,0
3,0.763739,0
5,0.922834,0
1,1.587526,1
2,0.721175,0
3,0.827535,0
1,0.964967,0
2,1.332323,0
3,0.870231,0
4,1.233189,0
5,1.042236,0
1,1.372907,1
2,1.046661,0
3,0.660545,0
4,1.057508,0
5,0.946854,0
1,0.987903,0
2,0.876387,0
3,0.781378,0
1,0.953499,0
2,0.681861,0
3,0.706537,0
5,1.117079,0
1,0.946946,0
2,0.657609,0
3,1.080906,0
5,0.938151,0
2,0.800057,0
5,1.001855,1
1,0.863392,0
2,1.410184,0
3,1.253502,1
5,1.351007,1
1,0.878136,0
2,0.742363,0
3,0.576967,0
1,0.948584,0
2,0.924891,0
3,0.892156,1
4,0.912628,0
5,0.89603,0
2,1.143413,0
3,0.756321,0
4,0.934303,0
5,0.976443,0
2,0.868218,0
1,0.843732,0
2,0.69003,0
5,0.963563,1
2,0.776571,0
3,0.700273,0
4,0.982216,0
5,1.208979,0
1,0.810965,0
2,1.087251,0
3,0.639609,0
4,1.007314,0
5,0.8647,0
5,0.952076,2
2,1.285351,0
3,1.063432,0
5,1.040495,0
3,0.944577,0
2,0.891449,0
3,1.233555,1
4,0.848744,0
5,0.99176,0
1,0.896158,0
2,0.756404,0
3,0.851438,0
4,0.922895,0
1,0.82571,0
2,0.678032,0
3,0.581088,0
4,0.998187,0
5,1.111509,1
1,0.999372,0
2,0.940974,1
3,0.797863,0
5,2.09944,0
2,1.27999,0
3,0.898255,1
2,0.689264,0
3,0.615212,0
5,0.909954,0
2,1.00071,2
3,1.308231,2
4,1.08945,0
5,1.014039,2
2,0.916466,0
3,0.987767,1
5,0.87758,1
