@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.132,0.832,0.036,0.001,0.859,0.301,0.382,0
0.019,0.406,0.575,0.02,0.394,0.164,0.3,2
0.105,0.424,0.471,0.054,0.635,0.398,0.57,1
0.3,0.648,0.052,0.895,0.098,0.403,0.402,0
0.521,0.273,0.206,0.037,0.617,0.314,0.387,0
0.314,0.319,0.367,0.002,0.706,0.211,0.33,0
0.189,0.62,0.191,0.942,0.053,0.3,0.384,0
0.652,0.284,0.065,0.971,0.025,0.469,0.396,0
0.584,0.16,0.256,0.954,0.042,0.309,0.385,0
0.766,0.182,0.052,0.609,0.238,0.177,0.314,0
0.086,0.784,0.13,0.466,0.396,0.457,0.398,1
0.231,0.61,0.159,0.01,0.709,0.196,0.326,1
0.346,0.384,0.27,0.364,0.339,0.46,0.397,0
0.478,0.34,0.182,0.962,0.036,0.463,0.397,0
0.19,0.461,0.349,0.223,0.578,0.271,0.373,0
0.074,0.71,0.217,0.116,0.699,0.214,0.341,1
0.336,0.497,0.167,0.421,0.524,0.431,0.401,0
0.025,0.454,0.52,0,0.308,0.177,0.31,1
0.802,0.125,0.073,0.41,0.458,0.344,0.392,0
0.359,0.379,0.262,0.284,0.574,0.21,0.325,0
0.408,0.283,0.309,0.614,0.372,0.354,0.397,0
0.388,0.471,0.141,0.701,0.28,0.415,0.402,0
0.186,0.081,0.733,0.256,0.414,0.364,0.394,0
0.709,0.225,0.066,0.832,0.149,0.468,0.395,0
0.452,0.327,0.221,0.996,0.003,0.423,0.401,0
0.391,0.33,0.279,0.94,0.048,0.287,0.371,0
0.128,0.846,0.027,0.859,0.116,0.199,0.331,0
0.06,0.265,0.675,0.001,0.374,0.193,0.325,2
0.015,0.712,0.274,0,0.82,0.356,0.373,1
0.293,0.023,0.684,0.819,0.149,0.328,0.326,0
0.189,0.683,0.128,0.142,0.85,0.513,0.379,0
0.316,0.529,0.155,0.983,0.013,0.132,0.216,0
0.203,0.727,0.069,0.004,0.901,0.366,0.573,1
0.027,0.765,0.207,0,0.49,0.205,0.324,2
0.163,0.573,0.264,0.461,0.466,0.281,0.356,0
0.195,0.66,0.144,0.039,0.885,0.494,0.388,0
0.202,0.582,0.216,0.134,0.571,0.178,0.724,1
0.103,0.887,0.01,0.006,0.957,0.31,0.349,0
0.12,0.753,0.127,0.003,0.777,0.202,0.514,1
0.823,0.064,0.113,0.688,0.285,0.276,0.375,0
0.435,0.511,0.054,0.559,0.427,0.471,0.387,1
0.079,0.194,0.727,0,0.188,0.242,0.356,0
0.434,0.546,0.02,0.962,0.036,0.195,0.326,0
0.753,0.023,0.224,0.316,0.461,0.356,0.391,0
0.378,0.439,0.183,0.023,0.839,0.441,0.399,0
0.576,0.388,0.036,0.699,0.207,0.418,0.402,0
0.469,0.491,0.04,0.065,0.66,0.207,0.317,0
0.688,0.08,0.232,0.573,0.363,0.302,0.384,0
0.622,0.256,0.122,0.795,0.196,0.45,0.399,0
0.696,0.268,0.037,0.984,0.014,0.411,0.402,0
0.886,0.047,0.068,0.905,0.078,0.36,0.394,0
0.412,0.315,0.272,0.967,0.026,0.172,0.308,0
0.177,0.754,0.069,0.082,0.898,0.349,0.396,0
0.017,0.777,0.206,0,0.676,0.213,0.34,1
0.018,0.127,0.855,0,0.227,0.338,0.375,2
0.787,0.186,0.028,0.717,0.255,0.474,0.394,0
0.767,0.112,0.122,0.257,0.709,0.336,0.394,0
0.253,0.722,0.025,0.261,0.7,0.223,0.319,0
0.95,0.012,0.037,0.986,0.006,0.218,0.299,0
0.289,0.54,0.172,0.052,0.899,0.414,0.398,0
0.814,0.169,0.017,0.99,0.003,0.398,0.379,0
0.231,0.512,0.257,0.066,0.651,0.246,0.358,0
