@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.019,0.406,0.575,0.02,0.394,0.164,0.3,2
0.105,0.424,0.471,0.054,0.635,0.398,0.57,1
0.086,0.784,0.13,0.466,0.396,0.457,0.398,1
0.231,0.61,0.159,0.01,0.709,0.196,0.326,1
0.074,0.71,0.217,0.116,0.699,0.214,0.341,1
0.025,0.454,0.52,0,0.308,0.177,0.31,1
0.06,0.265,0.675,0.001,0.374,0.193,0.325,2
0.015,0.712,0.274,0,0.82,0.356,0.373,1
0.203,0.727,0.069,0.004,0.901,0.366,0.573,1
0.027,0.765,0.207,0,0.49,0.205,0.324,2
0.202,0.582,0.216,0.134,0.571,0.178,0.724,1
0.12,0.753,0.127,0.003,0.777,0.202,0.514,1
0.435,0.511,0.054,0.559,0.427,0.471,0.387,1
0.017,0.777,0.206,0,0.676,0.213,0.34,1
0.018,0.127,0.855,0,0.227,0.338,0.375,2
0.135,0.338,0.527,0.006,0.38,0.243,0.334,2
0.246,0.549,0.206,0.62,0.372,0.302,0.384,1
0.357,0.525,0.119,0.106,0.883,0.243,0.354,1
0.534,0.309,0.157,0.301,0.525,0.286,0.375,1
0.076,0.826,0.098,0.074,0.888,0.178,0.314,2
0.452,0.337,0.21,0.151,0.695,0.373,0.4,1
0.091,0.025,0.884,0.065,0.551,0.195,0.326,2
0.163,0.704,0.132,0.21,0.44,0.438,0.4,1
0.154,0.716,0.13,0.006,0.91,0.336,0.506,1
0.698,0.235,0.067,0.376,0.569,0.542,0.372,1
0.494,0.321,0.184,0.056,0.806,0.329,0.392,1
0.048,0.684,0.268,0,0.573,0.185,0.315,2
0.179,0.523,0.299,0.016,0.769,0.315,0.388,1
0.134,0.726,0.14,0.01,0.827,0.343,0.373,1
0.359,0.578,0.063,0.227,0.712,0.435,0.4,1
0.082,0.801,0.116,0,0.815,0.346,0.591,1
0.135,0.72,0.145,0.008,0.784,0.455,0.397,1
0.148,0.791,0.061,0.375,0.571,0.199,0.308,1
0.205,0.765,0.029,0.148,0.81,0.473,0.387,1
0.328,0.524,0.148,0.433,0.471,0.45,0.399,2
0.066,0.748,0.186,0.021,0.612,0.15,0.275,1
0.104,0.859,0.038,0.021,0.914,0.412,0.52,1
0.491,0.417,0.092,0.166,0.668,0.289,0.612,1
0.184,0.757,0.059,0.707,0.268,0.185,0.517,1
0.379,0.034,0.586,0.052,0.089,0.308,0.384,2
0.079,0.646,0.275,0.042,0.051,0.184,0.317,2
0.198,0.69,0.112,0.06,0.856,0.452,0.399,2
0.336,0.542,0.122,0.148,0.729,0.201,0.324,1
0.587,0.37,0.044,0.613,0.318,0.488,0.391,1
0.28,0.419,0.302,0.003,0.538,0.281,0.377,0
0.434,0.546,0.02,0.962,0.036,0.195,0.326,0
0.027,0.904,0.069,0.164,0.594,0.45,0.394,0
0.416,0.28,0.304,0.871,0.114,0.483,0.393,0
0.253,0.722,0.025,0.261,0.7,0.223,0.319,0
0.107,0.846,0.047,0.169,0.512,0.447,0.399,0
0.89,0.053,0.057,0.95,0.045,0.334,0.385,0
0.432,0.272,0.296,0.806,0.118,0.311,0.387,0
0.45,0.444,0.105,0.435,0.432,0.201,0.329,0
0.638,0.214,0.149,0.689,0.282,0.455,0.397,0
0.551,0.358,0.091,0.764,0.203,0.483,0.393,0
0.478,0.34,0.182,0.962,0.036,0.463,0.397,0
0.802,0.125,0.073,0.41,0.458,0.344,0.392,0
0.65,0.262,0.088,0.941,0.057,0.403,0.402,0
0.189,0.62,0.191,0.942,0.053,0.3,0.384,0
0.466,0.504,0.03,0.977,0.02,0.178,0.314,0
0.94,0.004,0.056,0.937,0.049,0.299,0.364,0
0.823,0.064,0.113,0.688,0.285,0.276,0.375,0
