@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.095232,0
3,1.522009,2
5,1.281347,1
1,0.907005,0
2,0.986318,0
3,1.340389,0
4,0.914108,0
5,0.779362,0
2,0.812158,0
3,1.072868,0
5,0.942525,1
3,1.38424,1
5,0.963007,0
1,0.825293,0
2,1.16378,0
3,1.405838,1
5,0.915099,0
3,1.839108,1
1,1.256733,2
2,1.42629,2
3,1.205074,2
5,1.001541,0
2,1.469703,1
3,0.993348,1
5,0.985225,0
2,0.919548,0
3,1.008892,0
4,0.97558,0
1,1.153776,0
2,1.243497,0
5,0.85643,0
1,0.933153,0
2,1.011198,0
3,1.012491,0
3,1.665015,2
3,1.790022,1
4,1.015423,0
5,1.05292,0
1,1.073698,0
2,0.980479,1
3,1.68874,2
4,0.944844,0
5,1.161926,0
1,1.366227,1
2,0.789055,0
3,1.309137,1
4,1.026806,0
5,0.842197,1
2,2.002848,0
3,0.712409,0
4,1.083724,0
5,1.140055,0
1,0.907005,0
3,1.060269,0
4,0.914108,0
5,0.958494,0
1,0.988717,0
2,0.704767,0
3,0.689175,0
2,0.942651,0
3,1.926155,1
5,2.071471,2
1,0.907005,0
2,0.855317,0
3,0.744152,0
4,0.992655,0
5,1.147693,0
1,0.790974,0
2,1.269393,0
1,0.844904,0
2,1.03811,0
3,0.809764,0
4,1.173655,0
5,1.012303,0
1,1.699613,2
2,0.648914,0
3,0.880776,0
4,0.893617,0
1,0.702724,0
2,0.688011,0
3,1.029344,0
4,0.972165,0
2,0.970578,1
3,0.930026,1
4,1.024529,0
5,0.822062,0
1,1.003425,0
2,0.750465,0
3,0.56564,0
4,0.993794,0
5,0.938359,0
2,0.973117,1
3,0.982549,2
2,1.053596,1
3,1.189366,0
1,0.964203,0
2,1.228519,0
3,1.324518,2
5,0.986266,0
1,0.87432,0
1,0.875954,0
3,0.73728,0
4,1.060957,0
5,0.789777,0
2,1.3222,0
1,1.02467,1
2,0.693342,0
3,1.090539,1
4,1.195284,0
1,1.045916,1
2,0.696897,0
3,1.074013,0
4,0.901586,0
2,0.916756,0
3,1.028853,0
5,0.9821,0
3,0.878649,0
5,0.887674,0
1,0.98218,0
2,0.781184,0
3,1.035889,0
1,1.063892,0
3,0.843306,0
2,0.851763,1
3,1.547371,2
4,1.086001,0
1,1.291052,0
2,0.609563,0
3,0.758059,0
5,0.920307,0
1,1.583581,1
2,0.717207,0
3,0.821381,0
1,0.962569,0
2,1.324992,0
3,0.863759,0
4,1.230574,0
5,1.039381,0
1,1.369496,1
2,1.040902,0
3,0.655632,0
4,1.055265,0
5,0.94426,0
1,0.985449,0
2,0.871565,0
3,0.775567,0
1,0.951129,0
2,0.67811,0
3,0.701283,0
5,1.114019,0
1,0.944592,0
2,0.653991,0
3,1.072868,0
5,0.935581,0
2,0.795656,0
5,0.999111,1
1,0.861246,0
2,1.402425,0
3,1.24418,1
5,1.347307,1
1,0.875954,0
2,0.738279,0
3,0.572676,0
1,0.946227,0
2,0.919802,0
3,0.885521,1
4,0.910693,0
5,0.893576,0
3,1.153533,0
4,1.078033,0
2,1.137122,0
3,0.750697,0
4,0.932322,0
5,0.973768,0
2,0.863441,0
1,0.841635,0
2,0.686234,0
5,0.960924,1
2,0.772299,0
3,0.695065,0
4,0.980133,0
5,1.205668,0
1,0.80895,0
2,1.081269,0
3,0.634852,0
4,1.005177,0
5,0.862332,0
5,0.949468,2
2,1.278279,0
3,1.055524,0
5,1.037645,0
3,0.937553,0
2,0.886544,0
3,1.224381,1
4,0.846944,0
5,0.989043,0
1,0.893931,0
2,0.752242,0
3,0.845106,0
4,0.920938,0
1,0.823658,0
2,0.674302,0
3,0.576767,0
4,0.99607,0
5,1.108464,1
1,0.996888,0
2,0.935797,1
3,0.791929,0
5,2.093689,0
2,1.272947,0
3,0.891575,1
2,0.995204,2
3,1.298502,2
4,1.08714,0
5,1.011261,2
2,0.911424,0
3,0.980421,1
5,0.875177,1
