@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.832,0.112,0.056,0.158,0.455,0
0.127,0.811,0.062,0.167,0.425,0
0.016,0.342,0.642,0.196,0.331,2
0.234,0.053,0.713,0.314,0.279,2
0.078,0.517,0.405,0.513,0.365,1
0.214,0.769,0.018,0.156,0.491,0
0.358,0.343,0.299,0.187,0.42,0
0.029,0.356,0.615,0.21,0.362,0
0.206,0.395,0.399,0.25,0.37,0
0.668,0.282,0.05,0.287,0.444,0
0.653,0.295,0.052,0.326,0.379,0
0.192,0.298,0.511,0.298,0.354,0
0.77,0.164,0.066,0.186,0.322,0
0.697,0.192,0.111,0.519,0.218,0
0.526,0.318,0.155,0.252,0.425,0
0.103,0.746,0.151,0.159,0.413,0
0.009,0.051,0.94,0.303,0.328,0
0.044,0.909,0.047,0.175,0.349,0
0.727,0.035,0.239,0.493,0.217,0
0.147,0.696,0.157,0.409,0.358,1
0.067,0.67,0.263,0.377,0.31,1
0.016,0.279,0.705,0.248,0.362,0
0.028,0.744,0.228,0.174,0.351,1
0.688,0.21,0.102,0.632,0.16,0
0.367,0.256,0.377,0.362,0.389,0
0.707,0.117,0.176,0.309,0.426,0
0.135,0.465,0.4,0.202,0.379,0
0.01,0.803,0.186,0.205,0.34,1
0.799,0.064,0.137,0.427,0.249,0
0.636,0.199,0.165,0.379,0.364,0
0.037,0.628,0.335,0.288,0.374,0
0.029,0.384,0.587,0.32,0.338,0
0.01,0.334,0.657,0.196,0.329,1
0.927,0.018,0.055,0.744,0.108,0
0.958,0.015,0.027,0.205,0.477,0
0.138,0.368,0.494,0.176,0.582,2
0.047,0.069,0.884,0.151,0.499,2
0.011,0.596,0.393,0.173,0.348,2
0.471,0.442,0.087,0.35,0.316,0
0.462,0.486,0.052,0.317,0.417,0
0.369,0.208,0.424,0.158,0.449,2
0.019,0.529,0.451,0.192,0.403,1
0.138,0.763,0.099,0.168,0.358,1
0.889,0.086,0.025,0.858,0.067,0
0.557,0.201,0.242,0.556,0.262,0
0.039,0.219,0.741,0.319,0.378,1
0.764,0.164,0.072,0.246,0.409,0
0.042,0.432,0.526,0.155,0.414,0
0.494,0.196,0.31,0.613,0.198,0
0.526,0.44,0.035,0.272,0.438,0
0.054,0.257,0.689,0.232,0.369,0
0.324,0.482,0.194,0.291,0.348,0
0.879,0.044,0.077,0.186,0.317,0
0.433,0.142,0.425,0.158,0.382,0
0.351,0.478,0.17,0.305,0.423,0
0.259,0.619,0.122,0.259,0.432,0
0.015,0.118,0.867,0.261,0.416,0
0.529,0.152,0.319,0.204,0.318,0
0.814,0.016,0.169,0.608,0.182,0
0.73,0.216,0.054,0.527,0.289,0
0.576,0.237,0.187,0.821,0.101,0
0.102,0.582,0.316,0.203,0.414,0
0.351,0.601,0.047,0.178,0.342,0
0.765,0.16,0.075,0.702,0.128,0
0.441,0.221,0.338,0.416,0.331,0
0.645,0.274,0.081,0.155,0.495,0
0.454,0.498,0.048,0.158,0.433,0
0.027,0.17,0.803,0.193,0.335,2
0.916,0.042,0.042,0.596,0.18,0
0.365,0.429,0.205,0.439,0.33,0
0.329,0.593,0.078,0.277,0.386,0
0.298,0.215,0.487,0.268,0.362,0
0.016,0.612,0.372,0.106,0.589,1
0.442,0.034,0.525,0.033,0.783,0
0.262,0.623,0.114,0.108,0.643,0
0.572,0.218,0.21,0.016,0.848,0
0.139,0.781,0.08,0.098,0.717,1
0.022,0.755,0.223,0.169,0.388,2
0.183,0.405,0.411,0.184,0.458,0
0.246,0.536,0.218,0.559,0.282,0
0.231,0.483,0.286,0.048,0.716,1
0.086,0.903,0.011,0.088,0.616,0
0.045,0.784,0.17,0.131,0.445,1
0.902,0.03,0.068,0.463,0.246,0
0.388,0.566,0.046,0.155,0.579,1
0.11,0.502,0.388,0.797,0.104,0
0.012,0.173,0.815,0.289,0.321,0
0.676,0.306,0.017,0.167,0.352,0
0.829,0.011,0.161,0.299,0.391,0
0.298,0.509,0.193,0.411,0.352,0
0.356,0.623,0.021,0.492,0.289,0
0.173,0.545,0.283,0.197,0.384,0
0.49,0.435,0.075,0.131,0.451,0
0.571,0.1,0.329,0.25,0.372,0
0.661,0.236,0.103,0.292,0.431,0
0.391,0.586,0.023,0.797,0.112,0
0.857,0.053,0.091,0.217,0.439,0
0.402,0.21,0.388,0.168,0.332,0
0.891,0.041,0.068,0.77,0.106,0
0.418,0.425,0.157,0.328,0.409,0
0.636,0.258,0.106,0.286,0.385,2
0.323,0.599,0.078,0.172,0.448,0
0.009,0.806,0.185,0.209,0.337,1
0.132,0.052,0.816,0.605,0.189,2
0.001,0.093,0.905,0.188,0.488,2
0.636,0.339,0.025,0.689,0.188,0
0.565,0.23,0.205,0.296,0.365,0
0.161,0.803,0.036,0.109,0.513,0
0.97,0.01,0.02,0.803,0.129,0
0.228,0.572,0.2,0.398,0.355,0
0.591,0.39,0.018,0.214,0.519,0
0.226,0.454,0.32,0.191,0.377,0
0.064,0.634,0.302,0.169,0.33,0
0.912,0.06,0.028,0.841,0.071,0
0.723,0.189,0.088,0.322,0.425,0
0.181,0.791,0.028,0.515,0.298,0
0.398,0.281,0.322,0.237,0.405,0
0.583,0.344,0.074,0.145,0.39,0
0.265,0.199,0.537,0.217,0.467,0
0.545,0.224,0.231,0.578,0.262,0
0.096,0.3,0.604,0.223,0.425,2
0.624,0.321,0.055,0.274,0.406,0
0.032,0.934,0.034,0.156,0.332,0
0.705,0.02,0.275,0.776,0.109,0
0.385,0.32,0.295,0.611,0.23,0
0.808,0.166,0.025,0.147,0.582,0
0.324,0.611,0.065,0.269,0.359,0
0.314,0.63,0.056,0.167,0.381,0
0.951,0.009,0.04,0.564,0.226,0
0.653,0.17,0.177,0.754,0.15,0
0.093,0.796,0.111,0.157,0.468,0
0.217,0.42,0.364,0.279,0.361,0
0.706,0.148,0.147,0.193,0.304,0
0.755,0.03,0.215,0.527,0.224,0
0.572,0.282,0.146,0.384,0.365,1
0.676,0.269,0.055,0.157,0.472,2
0.055,0.694,0.251,0.212,0.393,1
0.43,0.487,0.083,0.181,0.387,1
0.99,0.006,0.004,0.734,0.151,0
0.127,0.865,0.008,0.157,0.573,0
0,0.959,0.041,0.307,0.44,0
0.115,0.639,0.247,0.162,0.478,0
0.754,0.244,0.002,0.171,0.335,0
0.905,0.067,0.028,0.789,0.116,0
0.74,0.175,0.085,0.407,0.37,0
0.251,0.447,0.302,0.158,0.435,1
0.244,0.298,0.458,0.265,0.354,2
0.178,0.79,0.032,0.156,0.324,1
0.42,0.215,0.366,0.658,0.155,0
0.543,0.289,0.168,0.475,0.31,2
0.485,0.5,0.015,0.524,0.263,0
0.712,0.177,0.112,0.221,0.388,1
0.077,0.835,0.088,0.214,0.31,2
0.337,0.05,0.613,0.708,0.13,1
0.266,0.66,0.074,0.356,0.408,1
0.431,0.146,0.424,0.286,0.407,2
0.263,0.472,0.265,0.172,0.461,1
0.098,0.839,0.063,0.129,0.427,0
0.298,0.649,0.053,0.378,0.286,0
0.409,0.334,0.256,0.483,0.302,2
0.343,0.614,0.043,0.031,0.779,0
0.133,0.391,0.476,0.2,0.39,0
0.005,0.039,0.956,0.211,0.33,2
0.879,0.039,0.083,0.465,0.243,0
0.258,0.68,0.062,0.261,0.482,0
0.913,0.082,0.005,0.125,0.537,0
0.315,0.477,0.208,0.198,0.394,0
0.148,0.734,0.118,0.156,0.332,0
0.756,0.083,0.161,0.809,0.089,0
0.614,0.172,0.214,0.706,0.179,0
0.154,0.814,0.032,0.702,0.181,0
0.9,0.087,0.012,0.344,0.325,0
0.066,0.699,0.235,0.202,0.337,0
0.827,0.014,0.159,0.882,0.065,0
0.642,0.294,0.064,0.667,0.204,0
0.267,0.369,0.364,0.158,0.454,1
0.078,0.091,0.831,0.159,0.397,0
0.012,0.889,0.099,0.157,0.334,0
0.541,0.085,0.374,0.717,0.124,0
0.375,0.262,0.363,0.569,0.254,0
0.238,0.638,0.123,0.273,0.436,1
0.569,0.163,0.268,0.206,0.438,0
0.167,0.73,0.103,0.151,0.547,1
0.487,0.077,0.436,0.486,0.288,0
0.925,0.061,0.014,0.585,0.247,0
0.233,0.695,0.072,0.236,0.535,1
0.482,0.469,0.05,0.131,0.569,0
0.063,0.856,0.082,0.104,0.529,0
0.809,0.064,0.127,0.352,0.364,0
0.561,0.359,0.08,0.663,0.197,0
0.313,0.616,0.071,0.603,0.195,0
0.543,0.138,0.319,0.313,0.332,0
0.168,0.71,0.122,0.195,0.345,0
0.867,0.029,0.105,0.365,0.297,0
0.194,0.606,0.2,0.493,0.314,0
0.243,0.673,0.084,0.492,0.274,1
0.651,0.309,0.04,0.237,0.44,0
0.335,0.473,0.192,0.202,0.493,0
0.893,0.064,0.043,0.539,0.227,0
