@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0,0.539137,0.565981,0.650652,0
0.004175,0.010438,0,0,0.000696,0,0.580029,0.616573,0.705296,0
0.008065,0.025161,0,0,0.004195,0,0.822639,0.874286,1.013849,2
0,0.035225,0,0,0.009804,0,0.802637,0.850620,0.986615,2
0.004878,0.134959,0,0,0.017087,0,0.525869,0.549520,0.631702,1
0,0.027174,0,0,0,0,0.406139,0.426388,0.480640,0
0.004637,0.047913,0,0,0.003094,0,0.567001,0.598781,0.687814,0
0.016484,0.020513,0,0,0.004031,0,0.717371,0.761810,0.880719,0
0,0.041199,0,0,0.011278,0,0.609503,0.644302,0.740183,0
0.001337,0.078877,0,0,0.016064,0,0.268902,0.274864,0.303957,0
0,0.09434,0,0,0.006329,0,0.423116,0.441471,0.504240,0
0.003752,0.074109,0,0,0.005634,0,0.572205,0.602456,0.691584,0
0,0.009153,0,0,0.002289,0,0.851669,0.905908,1.049404,0
0,0.080153,0,0,0.019157,0,0.650802,0.685642,0.792101,0
0,0.063429,0,0,0.010913,0,0.420687,0.439012,0.496376,0
0,0.004202,0,0,0,0,0.616934,0.654461,0.751342,0
0,0.109224,0,0,0.005969,0,0.651744,0.685673,0.790228,0
0,0.011589,0,0,0.002486,0,0.786992,0.835974,0.966338,0
0,0.102703,0,0,0.01626,0,0.717373,0.755555,0.875064,0
0,0.089602,0,0,0.023256,0,0.297661,0.306393,0.335722,1
0,0.176923,0,0,0.007722,0,0.573193,0.597955,0.690287,1
0,0.078777,0,0,0.003709,0,0.636844,0.671537,0.772267,0
0.00674,0.00674,0,0,0.001065,0,0.791480,0.841957,0.973406,1
0,0.170909,0,0,0.021898,0,0.681760,0.714240,0.826962,0
0,0.084416,0,0,0.03467,0,0.286109,0.293470,0.323457,0
0.005952,0.029762,0,0,0.005988,0,0.279158,0.292112,0.327153,0
0,0.048461,0,0,0.004587,0,0.656041,0.693742,0.800654,0
0.001048,0.026895,0,0,0.002795,0,0.769484,0.816669,0.944564,1
0,0.066066,0,0,0.01506,0,0.709592,0.749497,0.867129,0
0,0.07631,0,0,0.022805,0,0.345418,0.357814,0.401708,0
0,0.171717,0,0,0.010152,0,0.517601,0.538958,0.621843,0
0,0.108959,0,0,0.007874,0,0.580916,0.610232,0.701372,0
0.007475,0.023492,0,0,0.002937,0,0.824052,0.875937,1.015345,1
0,0.129496,0,0,0.021661,0,0.701087,0.736489,0.852834,0
0,0.014756,0,0,0.009091,0,0.354904,0.366901,0.405888,0
0.035156,0.039062,0,0,0.007843,0,0.069416,0.078769,0.071678,2
0.020833,0.068376,0,0,0.001069,0,0.406368,0.428264,0.489288,2
0.00163,0.012225,0,0,0.002854,0,0.793870,0.843263,0.975392,2
0,0.072165,0,0,0.017241,0,0.606681,0.635876,0.734769,0
0,0.044745,0,0,0.021875,0,0.293140,0.300586,0.332096,0
0,0.175214,0,0,0.004292,0,0.523597,0.545092,0.627404,2
0,0.11353,0,0,0.002593,0,0.602284,0.633267,0.729020,1
0.001483,0.003955,0,0,0.000495,0,0.770154,0.818568,0.943373,1
0,0.191781,0,0,0.027523,0,0.579042,0.601678,0.695298,0
0,0.17037,0,0,0.037076,0,0.310719,0.315128,0.349683,0
0,0.167173,0,0,0.012195,0,0.451100,0.467426,0.534627,1
0.011599,0.104391,0,0,0.007463,0,0.495432,0.519050,0.594761,0
0.02871,0.018978,0,0,0.002921,0,0.675181,0.717227,0.827817,0
0,0.105263,0,0,0.021127,0,0.506231,0.529724,0.608026,0
0,0.036949,0,0,0.02148,0,0.327683,0.338772,0.378814,0
0,0.033951,0,0,0.009288,0,0.638882,0.675553,0.781461,0
0,0.066895,0,0,0.0103,0,0.601772,0.634031,0.727969,0
0,0.013477,0,0,0.002697,0,0.866567,0.921446,1.068244,0
0,0.023256,0,0,0,0,0.712642,0.756201,0.874741,0
0,0.049065,0,0,0.012865,0,0.304239,0.312947,0.346125,0
0,0.110638,0,0,0.017094,0,0.382224,0.398253,0.452141,0
0.011029,0.106005,0,0,0.007971,0,0.444902,0.464735,0.525658,0
0,0.023826,0,0,0.003506,0,0.836833,0.889125,1.030447,0
0,0.208333,0,0,0.010453,0,0.612352,0.638203,0.737619,0
0.00365,0.088808,0,0,0.029233,0,0.263654,0.267763,0.295966,0
0,0.147368,0,0,0.015873,0,0.361784,0.372710,0.426220,0
0.014318,0.10324,0,0,0.004525,0,0.574887,0.604522,0.696014,0
0,0.007274,0,0,0.001456,0,0.803283,0.854288,0.987038,0
0,0.096667,0,0,0.0301,0,0.687031,0.722233,0.836067,0
0,0.152952,0,0,0.023277,0,0.388179,0.399417,0.452000,0
0,0.026432,0,0,0.004425,0,0.397813,0.413867,0.473711,0
0,0.075452,0,0,0.001064,0,0.576817,0.607120,0.695580,0
0.002949,0.018873,0,0,0.00177,0,0.808805,0.859460,0.995237,2
0,0.111486,0,0,0.016949,0,0.660543,0.693513,0.802930,0
0,0.153012,0,0,0.012063,0,0.340504,0.349588,0.393440,0
0,0.051643,0,0,0.004717,0,0.506260,0.532700,0.604388,0
0,0.107567,0,0,0.006884,0,0.600785,0.631032,0.727450,0
0.050741,0.005211,0,0,0.001372,0,0.287708,0.310771,0.348297,1
0.124579,0,0,0,0,0,0.033843,0.044249,0.032160,0
0.024752,0.00198,0,0,0.000991,0,0.045791,0.060455,0.045851,0
0.197248,0.004587,0.004608,0,0.004608,0,0.125225,0.129704,0.135189,0
0.059829,0.095571,0,0,0.003888,0,0.378286,0.397834,0.451771,1
0.021802,0.011919,0,0,0.002035,0,0.713491,0.759172,0.877709,2
0.036232,0.086957,0,0,0.014545,0,0.503987,0.531916,0.611491,0
0.011659,0.087892,0,0,0.024237,0,0.184107,0.190519,0.201182,0
0.115108,0.068345,0,0.00361,0,0,0.250118,0.262192,0.288687,1
0.07343,0.021256,0,0,0.000967,0,0.315769,0.336849,0.376749,0
0.04126,0.009377,0.00075,0,0.001876,0,0.646041,0.687846,0.793369,1
0,0.063333,0,0,0.016722,0,0.641553,0.678944,0.782844,0
0.030941,0.032178,0,0,0.009913,0,0.153108,0.163740,0.165526,1
0,0.149254,0,0,0.02,0,0.484767,0.503397,0.575178,0
0.004945,0.050209,0,0,0.006469,0,0.697186,0.738141,0.852136,0
0.004135,0.012405,0,0,0.002759,0,0.794426,0.845040,0.978201,0
0.018927,0.148265,0,0,0.018987,0,0.456888,0.477236,0.546764,0
0.005484,0.091408,0,0,0.025618,0,0.309827,0.318976,0.355536,0
0,0.097826,0,0,0.010929,0,0.375280,0.389767,0.440810,0
0,0.059493,0,0,0.003503,0,0.651689,0.688527,0.792638,0
0.041223,0.006948,0,0,0.000927,0,0.636948,0.678107,0.780381,0
0.003745,0.074906,0,0,0.011278,0,0.604406,0.637605,0.735961,0
0,0.131522,0,0,0.01741,0,0.312346,0.319349,0.357067,0
0.00995,0.164179,0,0,0.04,0,0.388574,0.397834,0.455533,0
0.015135,0.122162,0,0,0.008658,0,0.465722,0.486723,0.553726,0
0.003564,0.012117,0,0,0.001427,0,0.849447,0.903988,1.048165,0
0,0.098859,0,0,0.026718,0,0.617246,0.648105,0.745938,0
0,0.122538,0,0,0.015334,0,0.303245,0.310245,0.344847,0
0,0.135,0,0,0.01005,0,0.498359,0.517834,0.594608,2
0.003234,0.046079,0,0,0.002427,0,0.498900,0.527991,0.604899,0
0.001275,0.01504,0,0,0.005099,0,0.772500,0.820047,0.948852,1
0,0.182825,0,0,0.008333,0,0.577663,0.602820,0.696958,2
0.037223,0.084507,0,0,0.011072,0,0.393372,0.409342,0.463996,2
0,0.152174,0,0,0.027322,0,0.259561,0.259752,0.292205,0
0,0.099822,0,0,0.007136,0,0.539584,0.565617,0.648240,0
0.056106,0.014521,0,0,0.001321,0,0.550626,0.585980,0.672031,0
0.089655,0.158621,0,0,0.038062,0,0.411741,0.425285,0.487884,0
0.009991,0.112625,0,0,0.021818,0,0.345998,0.357904,0.400508,0
0.074534,0.111801,0,0,0.0125,0,0.248795,0.254410,0.278970,0
0.006002,0.033613,0,0,0.004805,0,0.686225,0.727930,0.838772,0
0,0.005692,0,0,0.001139,0,0.851435,0.905896,1.049107,0
0,0.150735,0,0,0.02583,0,0.640100,0.670612,0.774018,0
0,0.134541,0,0,0.032383,0,0.256228,0.258385,0.282356,0
0,0.098837,0,0,0.017544,0,0.257413,0.263722,0.291608,0
0.020558,0.093979,0,0,0.005878,0,0.536494,0.564676,0.646753,0
0.021831,0.004245,0,0,0.00182,0,0.744200,0.792186,0.916689,0
0.058309,0.037901,0,0,0.01462,0,0.396119,0.418446,0.474978,0
0.021627,0.143151,0,0,0.030928,0,0.255445,0.257876,0.280943,0
0.054913,0.034682,0,0,0.005797,0,0.528634,0.560432,0.644846,2
0.003525,0.121034,0,0,0.004706,0,0.440664,0.459995,0.519336,0
0,0.001672,0,0,0,0,0.861845,0.917521,1.062421,0
0,0.145594,0,0,0.019231,0,0.548095,0.574208,0.661526,0
0,0.09185,0,0,0.031088,0,0.296418,0.304124,0.334759,0
0,0.034965,0,0,0,0,0.157168,0.160920,0.168442,0
0,0.035437,0,0,0.004435,0,0.610521,0.645834,0.743788,0
0.010496,0.005248,0,0,0.001432,0,0.720506,0.766699,0.884720,0
0.028169,0.119718,0,0,0.028269,0,0.535662,0.560008,0.646246,0
0,0.22,0,0,0.026702,0,0.242763,0.239826,0.265787,0
0,0.09434,0,0,0.012658,0,0.479811,0.501346,0.572832,0
0,0.059524,0,0,0.009535,0,0.583433,0.615222,0.704794,0
0,0.011121,0,0,0.002568,0,0.895687,0.953007,1.105772,0
0,0.167315,0,0,0.015625,0,0.604432,0.631675,0.729007,0
0,0.095528,0,0,0.02238,0,0.324656,0.332121,0.372247,1
0,0.041667,0,0,0.011976,0,0.459051,0.481919,0.546910,2
0,0.023548,0,0,0.006284,0,0.601508,0.635743,0.730302,1
0.012672,0.013728,0.000528,0,0.002641,0,0.678427,0.721173,0.834321,1
0.043478,0.187291,0,0,0.02349,0,0.454255,0.470754,0.541094,0
0.029151,0.031686,0,0,0.01269,0,0.171975,0.182638,0.191265,0
0.068627,0.083333,0,0,0.009852,0,0.273908,0.283991,0.320360,0
0.013198,0.026396,0,0,0.002033,0,0.441745,0.470875,0.538097,0
0.002604,0.003472,0,0,0.000869,0,0.837494,0.891647,1.033072,0
0.017241,0.12069,0,0,0.031142,0,0.436413,0.454634,0.520439,0
0,0.078889,0,0,0.01891,0,0.246900,0.250288,0.273916,0
