@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.006,0.351,0.643,0.074,0.331,0.181,0.292,2
0.083,0.518,0.399,0.089,0.63,0.402,0.496,1
0.152,0.716,0.131,0.055,0.698,0.393,0.413,1
0.025,0.799,0.176,0.029,0.607,0.168,0.294,1
0.048,0.787,0.164,0.189,0.593,0.192,0.311,1
0.013,0.348,0.639,0.007,0.157,0.18,0.292,1
0.163,0.342,0.496,0.007,0.368,0.294,0.449,2
0.037,0.098,0.865,0.015,0.658,0.207,0.385,2
0.21,0.483,0.307,0.368,0.35,0.166,0.294,2
0.033,0.527,0.439,0.028,0.747,0.206,0.351,1
0.048,0.904,0.048,0.826,0.142,0.165,0.3,1
0.005,0.203,0.792,0.019,0.277,0.179,0.298,2
0.021,0.602,0.377,0,0.767,0.199,0.378,1
0.337,0.6,0.063,0.006,0.925,0.183,0.611,1
0.008,0.818,0.173,0.005,0.311,0.18,0.306,2
0.059,0.638,0.303,0.029,0.548,0.156,0.337,1
0.074,0.79,0.137,0.062,0.606,0.162,0.301,1
0.75,0.218,0.032,0.125,0.85,0.26,0.437,1
0.011,0.814,0.174,0.005,0.669,0.195,0.312,1
0.016,0.088,0.897,0,0.205,0.254,0.383,2
0.027,0.387,0.587,0.023,0.298,0.263,0.35,2
0.072,0.725,0.203,0.776,0.194,0.221,0.356,1
0.61,0.325,0.065,0.192,0.775,0.19,0.324,1
0.525,0.306,0.168,0.401,0.468,0.23,0.353,1
0.158,0.771,0.071,0.054,0.844,0.187,0.294,2
0.139,0.665,0.196,0.562,0.333,0.21,0.381,1
0.046,0.037,0.917,0.09,0.445,0.194,0.305,2
0.365,0.499,0.136,0.165,0.629,0.304,0.42,1
0.297,0.627,0.077,0.02,0.846,0.179,0.484,1
0.314,0.505,0.181,0.035,0.749,0.324,0.462,1
0.382,0.34,0.277,0.696,0.248,0.218,0.366,1
0.033,0.726,0.241,0.011,0.378,0.192,0.308,2
0.062,0.523,0.415,0.044,0.789,0.59,0.3,1
0.062,0.753,0.185,0.046,0.701,0.246,0.385,1
0.163,0.749,0.088,0.52,0.43,0.377,0.409,1
0.124,0.798,0.077,0.054,0.718,0.179,0.588,1
0.173,0.679,0.148,0.019,0.706,0.319,0.427,1
0.186,0.791,0.023,0.205,0.718,0.182,0.31,1
0.273,0.696,0.03,0.036,0.835,0.362,0.43,1
0.365,0.468,0.166,0.072,0.715,0.464,0.387,2
0.117,0.702,0.182,0.114,0.567,0.159,0.276,1
0.363,0.601,0.036,0.031,0.863,0.305,0.597,1
0.585,0.333,0.082,0.204,0.699,0.259,0.395,1
0.298,0.652,0.05,0.278,0.657,0.16,0.558,1
0.325,0.038,0.637,0.893,0.032,0.207,0.355,2
0.027,0.713,0.261,0.324,0.039,0.16,0.285,2
0.663,0.256,0.081,0.064,0.854,0.379,0.414,2
0.138,0.718,0.144,0.435,0.487,0.193,0.309,1
0.875,0.11,0.014,0.586,0.349,0.363,0.432,1
0.713,0.164,0.123,0.665,0.324,0.43,0.402,0
0.822,0.058,0.119,0.728,0.166,0.737,0.212,0
0.18,0.493,0.328,0.08,0.334,0.239,0.352,0
0.135,0.848,0.017,0.408,0.541,0.162,0.312,0
0.223,0.71,0.067,0.105,0.805,0.163,0.317,0
0.487,0.047,0.466,0.287,0.464,0.737,0.218,0
0.281,0.267,0.452,0.616,0.358,0.287,0.371,0
0.468,0.47,0.061,0.119,0.8,0.205,0.37,0
0.517,0.09,0.392,0.22,0.745,0.457,0.357,0
0.79,0.097,0.113,0.851,0.124,0.25,0.382,0
0.23,0.604,0.166,0.898,0.095,0.189,0.308,0
0.753,0.008,0.239,0.013,0.86,0.165,0.365,0
0.75,0.202,0.048,0.317,0.571,0.198,0.307,0
0.036,0.177,0.787,0.001,0.067,0.259,0.348,0
0.221,0.699,0.081,0.037,0.885,0.328,0.425,0
0.086,0.886,0.028,0.657,0.221,0.168,0.295,0
0.668,0.155,0.177,0.019,0.818,0.334,0.415,0
0.491,0.24,0.269,0.563,0.358,0.239,0.364,0
