@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.054,0.292,0.654,0.115,0.273,0.21,0.333,2
0.056,0.444,0.5,0.152,0.56,0.23,0.675,1
0.122,0.655,0.222,0.244,0.451,0.43,0.344,1
0.374,0.52,0.106,0.026,0.602,0.198,0.371,1
0.082,0.661,0.257,0.505,0.436,0.213,0.378,1
0.061,0.292,0.647,0.003,0.137,0.205,0.336,1
0.159,0.391,0.449,0.001,0.306,0.382,0.466,2
0.047,0.052,0.901,0.004,0.672,0.241,0.31,2
0.351,0.387,0.262,0.085,0.455,0.192,0.382,2
0.076,0.409,0.514,0.042,0.806,0.217,0.302,1
0.332,0.638,0.03,0.945,0.042,0.19,0.397,1
0.034,0.164,0.802,0.027,0.257,0.202,0.357,2
0.021,0.598,0.38,0,0.779,0.309,0.476,1
0.051,0.772,0.177,0.011,0.956,0.162,0.716,1
0.074,0.694,0.231,0,0.312,0.232,0.358,2
0.268,0.589,0.143,0.192,0.437,0.372,0.309,1
0.14,0.694,0.166,0.008,0.64,0.242,0.361,1
0.455,0.501,0.044,0.452,0.543,0.33,0.512,1
0.013,0.798,0.189,0.004,0.705,0.218,0.399,1
0.027,0.074,0.898,0.001,0.232,0.346,0.32,2
0.047,0.363,0.59,0.085,0.245,0.365,0.277,2
0.242,0.497,0.261,0.049,0.797,0.237,0.335,1
0.428,0.466,0.106,0.068,0.858,0.23,0.427,1
0.241,0.391,0.368,0.344,0.513,0.258,0.338,1
0.071,0.79,0.139,0.118,0.809,0.205,0.352,2
0.342,0.38,0.278,0.096,0.651,0.226,0.316,1
0.052,0.015,0.933,0.083,0.383,0.22,0.372,2
0.094,0.696,0.21,0.422,0.425,0.322,0.506,1
0.186,0.696,0.118,0.002,0.896,0.146,0.652,1
0.127,0.756,0.117,0.052,0.765,0.33,0.592,1
0.341,0.252,0.407,0.019,0.744,0.223,0.274,1
0.064,0.668,0.268,0.003,0.331,0.237,0.37,2
0.074,0.523,0.402,0.38,0.6,0.602,0.297,1
0.059,0.771,0.171,0.099,0.742,0.349,0.447,1
0.501,0.449,0.05,0.377,0.588,0.396,0.261,1
0.081,0.812,0.107,0,0.807,0.096,0.797,1
0.236,0.651,0.113,0.018,0.706,0.36,0.424,1
0.178,0.788,0.035,0.379,0.523,0.28,0.331,1
0.226,0.744,0.03,0.101,0.857,0.461,0.334,1
0.446,0.394,0.16,0.339,0.462,0.485,0.24,2
0.162,0.633,0.205,0.105,0.519,0.223,0.317,1
0.243,0.736,0.021,0.058,0.88,0.238,0.699,1
0.503,0.401,0.096,0.021,0.787,0.38,0.402,1
0.321,0.631,0.048,0.387,0.555,0.193,0.599,1
0.1,0.017,0.883,0.009,0.324,0.229,0.321,2
0.089,0.626,0.284,0.045,0.008,0.185,0.355,2
0.35,0.544,0.106,0.246,0.731,0.407,0.432,2
0.389,0.51,0.1,0.053,0.725,0.24,0.372,1
0.588,0.38,0.032,0.527,0.413,0.372,0.52,1
0.336,0.435,0.229,0.031,0.508,0.225,0.384,0
0.261,0.65,0.089,0.163,0.599,0.213,0.382,0
0.543,0.14,0.318,0.18,0.327,0.401,0.327,0
0.683,0.262,0.054,0.956,0.042,0.598,0.32,0
0.219,0.683,0.098,0.487,0.507,0.242,0.665,0
0.23,0.764,0.006,0.223,0.775,0.505,0.427,0
0.331,0.577,0.092,0.266,0.723,0.442,0.46,0
0.199,0.446,0.355,0.811,0.187,0.528,0.223,0
0.328,0.635,0.037,0.956,0.034,0.197,0.343,0
0.266,0.459,0.276,0.778,0.208,0.628,0.307,0
0.152,0.507,0.341,0.157,0.49,0.42,0.329,0
0.069,0.053,0.879,0.941,0.054,0.697,0.238,0
0.038,0.834,0.129,0.285,0.516,0.432,0.302,0
0.279,0.632,0.089,0.354,0.585,0.306,0.506,0
0.212,0.735,0.053,0.913,0.076,0.212,0.359,0
0.602,0.354,0.043,0.345,0.355,0.21,0.364,0
0.275,0.021,0.704,0.232,0.656,0.779,0.175,0
0.316,0.672,0.012,0.086,0.778,0.277,0.372,0
