@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.058,0.858,0.084,0.299,0.591,0
0.037,0.405,0.558,0.267,0.285,2
0.054,0.535,0.411,0.177,0.532,1
0.362,0.558,0.08,0.494,0.463,0
0.206,0.428,0.366,0.528,0.237,0
0.068,0.32,0.613,0.248,0.302,0
0.582,0.248,0.17,0.7,0.259,0
0.694,0.232,0.074,0.728,0.245,0
0.514,0.233,0.253,0.667,0.295,0
0.407,0.383,0.21,0.398,0.199,0
0.201,0.668,0.131,0.51,0.37,1
0.156,0.654,0.19,0.244,0.455,1
0.304,0.296,0.4,0.533,0.263,0
0.577,0.223,0.2,0.556,0.412,0
0.181,0.453,0.366,0.229,0.545,0
0.046,0.765,0.189,0.366,0.459,1
0.462,0.321,0.216,0.529,0.418,0
0.028,0.398,0.573,0.047,0.14,1
0.189,0.395,0.416,0.1,0.498,2
0.042,0.119,0.839,0.241,0.447,2
0.165,0.61,0.225,0.621,0.216,2
0.515,0.41,0.074,0.676,0.28,0
0.054,0.514,0.432,0.186,0.693,1
0.165,0.739,0.096,0.722,0.219,1
0.557,0.219,0.224,0.678,0.245,0
0.388,0.414,0.198,0.595,0.309,0
0.267,0.49,0.242,0.447,0.36,0
0.527,0.198,0.275,0.475,0.47,0
0.309,0.5,0.191,0.58,0.356,0
0.142,0.092,0.766,0.503,0.355,0
0.758,0.172,0.07,0.547,0.36,0
0.626,0.203,0.17,0.86,0.068,0
0.331,0.448,0.221,0.49,0.377,0
0.105,0.809,0.086,0.616,0.246,0
0.019,0.257,0.724,0.099,0.217,2
0.016,0.633,0.351,0.052,0.792,1
0.485,0.052,0.462,0.2,0.714,0
0.169,0.686,0.146,0.195,0.794,0
0.399,0.376,0.225,0.584,0.309,0
0.082,0.82,0.098,0.273,0.676,1
0.046,0.703,0.251,0.026,0.204,2
0.726,0.149,0.124,0.492,0.444,0
0.251,0.544,0.206,0.229,0.715,0
0.225,0.496,0.279,0.18,0.531,1
0.089,0.875,0.037,0.294,0.679,0
0.061,0.776,0.164,0.195,0.402,1
0.631,0.133,0.236,0.551,0.397,0
0.448,0.479,0.073,0.504,0.478,1
0.016,0.195,0.789,0.021,0.062,0
0.602,0.362,0.036,0.625,0.336,0
0.581,0.05,0.369,0.468,0.332,0
0.397,0.392,0.211,0.338,0.597,0
0.447,0.49,0.064,0.653,0.24,0
0.317,0.535,0.148,0.381,0.296,0
0.756,0.06,0.184,0.419,0.517,0
0.567,0.274,0.159,0.59,0.365,0
0.586,0.34,0.074,0.738,0.245,0
