@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0.473067,0.499706,0.576972,0
0.00348,0,0,0.001161,0,0.550394,0.588484,0.677434,0
0.006989,0,0,0.003765,0,0.791042,0.845617,0.983915,2
0,0,0,0.009836,0,0.772832,0.823409,0.957562,2
0.004065,0,0.001357,0.020353,0,0.489839,0.515768,0.595052,1
0,0,0,0,0,0.372730,0.392804,0.445378,0
0.002577,0,0,0.002581,0,0.530028,0.563234,0.650197,0
0.013431,0,0,0.005498,0,0.682825,0.729205,0.846368,0
0,0,0,0.006289,0,0.569487,0.605442,0.698786,0
0,0,0,0.008949,0,0.245603,0.251456,0.279746,0
0,0,0,0.010638,0,0.388606,0.409290,0.467489,0
0.00313,0,0,0.009404,0,0.537858,0.570129,0.656802,0
0,0,0,0.00229,0,0.821778,0.879008,1.022094,0
0,0,0,0.019231,0,0.619122,0.656925,0.761814,0
0,0,0,0.006623,0,0.390969,0.409896,0.465657,0
0,0,0,0,0,0.592098,0.631566,0.727790,0
0,0,0,0.009188,0,0.617696,0.654836,0.758934,0
0,0,0,0.001381,0,0.755986,0.807625,0.937602,0
0,0,0,0.0181,0,0.687594,0.729307,0.846671,0
0,0,0,0.014787,0,0.272334,0.279786,0.308082,1
0,0,0,0.012903,0,0.537636,0.565661,0.656071,1
0,0,0,0.006182,0,0.601265,0.638532,0.738860,0
0.00414,0,0,0.001775,0,0.759756,0.812664,0.943286,1
0,0,0,0.02439,0,0.649410,0.685778,0.796337,0
0,0,0,0.012658,0,0.265515,0.270585,0.297906,0
0,0,0,0.010101,0,0.254543,0.266880,0.298541,0
0,0,0,0.003279,0,0.624272,0.664347,0.770111,0
0,0,0,0.003494,0,0.739866,0.789988,0.917163,1
0,0,0,0.015152,0,0.679984,0.722725,0.838812,0
0,0,0,0.013308,0,0.321795,0.333814,0.376131,0
0,0,0,0.008475,0,0.486880,0.511704,0.593238,0
0,0,0,0.010101,0,0.549298,0.581202,0.670769,0
0.00534,0,0,0.003562,0,0.796916,0.851928,0.990842,1
0,0,0,0.030303,0,0.672214,0.710580,0.824788,0
0,0,0,0.003795,0,0.322093,0.333043,0.371472,0
