@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature33 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.027778,0,0,0,0,0,0.334984,0.358896,0.410187,0
0,0.00232,0,0,0,0,0,0.487337,0.533481,0.612526,0
0.003226,0.008602,0,0.001076,0,0,0,0.727808,0.797333,0.922685,2
0,0.006536,0,0,0,0,0,0.707451,0.770829,0.891070,2
0.00271,0.02439,0,0,0.002717,0,0,0.415798,0.446623,0.509948,1
0,0.018182,0,0,0,0,0,0.301354,0.323793,0.362719,0
0,0.005155,0,0.002584,0,0,0,0.469120,0.510054,0.584327,0
0.007326,0.014652,0,0.002445,0.003667,0,0,0.619711,0.677184,0.781670,0
0,0,0,0,0,0,0,0.513327,0.557197,0.636515,0
0,0.008929,0,0,0,0,0,0.219938,0.226474,0.245220,0
0,0,0,0,0,0,0,0.343608,0.369666,0.413198,0
0,0.015674,0,0.003145,0,0,0,0.476969,0.517933,0.591488,0
0,0.007634,0,0.001529,0.004587,0,0,0.764156,0.837498,0.969041,0
0,0.051282,0,0.012987,0.012987,0,0,0.570509,0.620230,0.712655,0
0,0.016556,0,0,0.003322,0,0,0.346124,0.370133,0.413314,0
0,0,0,0,0,0,0,0.534224,0.582469,0.663913,0
0,0.01072,0,0.003067,0,0,0,0.564569,0.613992,0.707446,0
0,0.005525,0,0.00277,0.00277,0,0,0.694591,0.759902,0.878384,0
0,0.018018,0,0,0.009091,0,0,0.639056,0.691231,0.796190,0
0,0.02583,0,0.003704,0.007407,0,0,0.241037,0.249373,0.270743,1
0,0,0,0,0,0,0,0.479783,0.516750,0.593153,1
0,0.006182,0,0.003096,0.003096,0,0,0.538141,0.586398,0.674440,0
0,0.001183,0,0,0,0,0,0.699779,0.766711,0.885607,1
0,0.04878,0,0.012346,0.012346,0,0,0.595338,0.640572,0.738020,0
0,0.025271,0,0.007246,0.01087,0,0,0.234438,0.238134,0.255736,0
0,0,0,0,0,0,0,0.209206,0.220925,0.239108,0
0,0.004367,0,0,0.002188,0,0,0.567148,0.617789,0.712088,0
0,0.001164,0,0,0.001166,0.001166,0,0.680474,0.744066,0.858682,1
0,0.020202,0,0,0,0,0,0.616814,0.670333,0.771008,0
0,0.026616,0,0,0.003817,0,0,0.289591,0.303714,0.335257,0
0,0.033898,0,0,0,0,0,0.428546,0.462367,0.531496,0
0,0.026263,0,0.006073,0.006073,0,0,0.488048,0.529139,0.605220,0
0.002671,0.012467,0,0.000891,0.001783,0,0,0.739051,0.809470,0.936428,1
0,0.048193,0,0,0.012195,0,0,0.619932,0.667453,0.768902,0
0,0.003788,0,0,0,0,0,0.274846,0.287032,0.319775,0
0,0,0,0,0,0,0,0.046660,0.048357,0.042903,2
0,0.005348,0,0,0.001786,0,0,0.316292,0.343774,0.393445,2
0,0.001359,0,0,0.001361,0,0,0.704804,0.771261,0.891599,2
0,0.022989,0,0,0,0,0,0.514246,0.551086,0.631857,0
0,0.010417,0,0.003484,0.003484,0,0,0.247373,0.251521,0.271167,0
0,0.014286,0,0,0,0,0,0.436411,0.470303,0.536647,2
0,0.00692,0,0.001733,0.003466,0,0,0.508315,0.553628,0.637011,1
0,0,0,0,0,0,0,0.674581,0.738991,0.852664,1
0,0.030769,0,0,0.015625,0,0,0.491675,0.521688,0.596184,0
0,0.031802,0,0.007092,0.003546,0,0,0.257747,0.262271,0.287366,0
0,0,0,0,0,0,0,0.360748,0.384078,0.433989,1
0,0.019337,0,0.00277,0.00831,0,0,0.401455,0.433773,0.495440,0
0.008117,0.001623,0,0,0,0,0,0.582920,0.637059,0.734412,0
0,0.011765,0,0,0.011905,0,0,0.409858,0.434500,0.493325,0
0,0.015936,0,0,0.004,0,0,0.272936,0.285486,0.314247,0
0,0.020619,0,0,0,0,0,0.553013,0.602407,0.691503,0
0,0.014327,0,0,0.005747,0,0,0.512911,0.555893,0.635984,0
0,0.004494,0,0,0.002252,0,0,0.779242,0.853617,0.987846,0
0,0,0,0,0,0,0,0.627227,0.686342,0.789181,0
0,0.042969,0,0.003922,0,0,0,0.245768,0.254629,0.276265,0
0,0,0,0,0,0,0,0.321055,0.341633,0.380985,0
0.00409,0.01227,0,0,0.002049,0,0,0.357635,0.385450,0.434105,0
0,0.002336,0,0,0.002342,0,0,0.753404,0.824621,0.953270,0
0,0,0,0,0,0,0,0.531627,0.571364,0.655972,0
0,0.020325,0,0,0.008163,0,0,0.214037,0.216250,0.229920,0
0,0,0,0,0,0,0,0.296462,0.310922,0.348118,0
0.007538,0.005025,0,0,0.002519,0,0,0.469288,0.510776,0.587839,0
0,0.006472,0,0.001621,0.003241,0,0,0.708768,0.776701,0.896968,0
0,0.022222,0,0,0.022472,0,0,0.603065,0.645398,0.741299,0
0,0.023881,0,0,0,0,0,0.329142,0.346423,0.388175,0
0,0,0,0,0,0,0,0.307169,0.329962,0.373502,0
0,0,0,0,0,0,0,0.465809,0.506426,0.579972,0
0,0.003933,0,0,0.000984,0,0,0.713000,0.781289,0.903723,2
0,0.011364,0,0.011494,0,0,0,0.575099,0.617506,0.710228,0
0,0.016064,0,0.004032,0,0,0,0.253442,0.267830,0.298510,0
0,0,0,0,0,0,0,0.417103,0.450687,0.507491,0
0,0.012526,0,0.002092,0.004184,0,0,0.502513,0.546454,0.628786,0
0.017383,0,0,0,0,0,0,0.252690,0.278077,0.316295,1
0.044944,0,0,0,0,0,0,0.030116,0.033661,0.031155,0
0.013201,0,0,0,0,0,0,0.043803,0.049613,0.045722,0
0.123077,0.015385,0,0,0,0,0,0.058334,0.059547,0.054488,0
0.031088,0.010363,0.002597,0,0.005195,0,0,0.304486,0.330831,0.376588,1
0.006783,0.003876,0,0,0,0,0.00097,0.613859,0.672320,0.776145,2
0.02439,0.012195,0,0,0,0,0,0.412893,0.448316,0.512875,0
