@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.033,0.317,0.65,0.165,0.302,2
0.179,0.062,0.759,0.28,0.226,2
0.041,0.5,0.459,0.267,0.543,1
0.137,0.688,0.175,0.512,0.286,1
0.086,0.678,0.236,0.405,0.251,1
0.074,0.685,0.241,0.162,0.356,1
0.018,0.764,0.219,0.202,0.342,1
0.025,0.325,0.65,0.168,0.305,1
0.059,0.45,0.492,0.225,0.569,2
0.016,0.075,0.909,0.179,0.567,2
0.094,0.558,0.348,0.167,0.366,2
0.446,0.185,0.369,0.191,0.539,2
0.015,0.502,0.482,0.22,0.444,1
0.185,0.722,0.093,0.171,0.392,1
0.041,0.243,0.716,0.384,0.344,1
0.028,0.167,0.805,0.18,0.331,2
0.002,0.605,0.393,0.1,0.576,1
0.012,0.816,0.172,0.028,0.824,1
0.011,0.773,0.216,0.142,0.355,2
0.092,0.609,0.298,0.008,0.927,1
0.028,0.772,0.199,0.1,0.502,1
0.209,0.715,0.076,0.192,0.597,1
0.269,0.502,0.229,0.34,0.367,2
0.004,0.808,0.188,0.204,0.335,1
0.23,0.049,0.721,0.587,0.108,2
0.006,0.089,0.905,0.182,0.433,2
0.018,0.394,0.588,0.16,0.293,2
0.59,0.245,0.165,0.478,0.302,1
0.411,0.504,0.085,0.195,0.566,2
0.062,0.695,0.243,0.241,0.417,1
0.544,0.357,0.099,0.179,0.395,1
0.116,0.518,0.366,0.187,0.519,1
0.306,0.289,0.406,0.286,0.337,2
0.489,0.498,0.014,0.142,0.343,1
0.607,0.227,0.166,0.567,0.225,2
0.364,0.322,0.315,0.235,0.384,1
0.05,0.844,0.106,0.193,0.294,2
0.723,0.021,0.256,0.64,0.061,1
0.379,0.572,0.048,0.473,0.35,1
0.554,0.127,0.319,0.356,0.391,2
0.139,0.55,0.311,0.213,0.538,1
0.612,0.212,0.176,0.57,0.217,2
0.017,0.031,0.951,0.193,0.311,2
0.142,0.515,0.342,0.192,0.544,1
0.096,0.736,0.168,0.357,0.426,1
0.068,0.749,0.183,0.085,0.646,1
0.046,0.786,0.168,0.34,0.514,1
0.276,0.618,0.106,0.543,0.192,1
0.601,0.173,0.226,0.234,0.461,1
0.018,0.716,0.266,0.164,0.323,2
0.467,0.419,0.114,0.671,0.146,1
0.109,0.452,0.439,0.711,0.049,1
0.059,0.72,0.222,0.157,0.459,1
0.209,0.686,0.105,0.238,0.27,1
0.019,0.104,0.877,0.253,0.328,2
0.292,0.606,0.102,0.188,0.321,1
0.463,0.515,0.022,0.697,0.141,1
0.288,0.643,0.07,0.484,0.293,1
0.007,0.857,0.136,0.059,0.763,1
0.057,0.743,0.2,0.364,0.425,1
0.061,0.887,0.052,0.099,0.346,1
0.088,0.875,0.036,0.359,0.399,1
0.536,0.431,0.033,0.202,0.294,1
0.084,0.777,0.139,0.46,0.238,1
0.001,0.089,0.91,0.226,0.309,2
0.187,0.397,0.417,0.174,0.329,2
0.351,0.475,0.173,0.619,0.185,2
0.12,0.667,0.213,0.099,0.295,1
0.039,0.89,0.071,0.271,0.541,1
0.261,0.542,0.197,0.134,0.643,1
0.254,0.676,0.07,0.062,0.418,1
0.099,0.798,0.103,0.321,0.407,1
0.093,0.025,0.882,0.208,0.457,2
0.032,0.694,0.274,0.156,0.35,2
0.15,0.667,0.183,0.487,0.305,2
0.277,0.609,0.114,0.161,0.328,1
0.388,0.553,0.059,0.459,0.364,1
0.841,0.109,0.051,0.621,0.06,0
0.619,0.215,0.166,0.82,0.04,0
0.251,0.387,0.362,0.257,0.367,0
0.142,0.729,0.129,0.505,0.293,0
0.444,0.509,0.047,0.207,0.671,0
0.094,0.861,0.045,0.766,0.093,0
0.055,0.935,0.01,0.147,0.357,0
0.858,0.038,0.103,0.263,0.407,0
0.192,0.75,0.058,0.017,0.515,0
0.091,0.795,0.114,0.354,0.414,0
0.187,0.555,0.258,0.589,0.146,0
0.592,0.037,0.371,0.736,0.046,0
0.146,0.231,0.624,0.297,0.347,0
0.332,0.636,0.032,0.581,0.177,0
0.929,0.008,0.063,0.601,0.094,0
0.334,0.033,0.633,0.023,0.618,0
0.445,0.341,0.214,0.561,0.235,0
0.957,0.021,0.022,0.803,0.025,0
0.597,0.333,0.07,0.742,0.112,0
0.781,0.085,0.134,0.746,0.034,0
0.8,0.098,0.102,0.167,0.291,0
0.746,0.11,0.144,0.279,0.418,0
0.806,0.081,0.112,0.884,0.007,0
0.372,0.577,0.051,0.752,0.1,0
0.651,0.144,0.205,0.65,0.161,0
0.636,0.316,0.048,0.153,0.377,0
0.682,0.14,0.178,0.289,0.404,0
0.052,0.896,0.052,0.676,0.139,0
0.574,0.315,0.111,0.199,0.595,0
0.069,0.608,0.323,0.19,0.532,0
0.576,0.235,0.19,0.599,0.224,0
0.957,0.013,0.031,0.168,0.316,0
0.684,0.148,0.169,0.312,0.341,0
0.681,0.263,0.056,0.372,0.276,0
0.274,0.628,0.098,0.129,0.541,0
0.101,0.838,0.061,0.137,0.297,0
0.805,0.03,0.166,0.357,0.155,0
0.437,0.202,0.361,0.17,0.438,0
0.048,0.295,0.656,0.213,0.306,0
0.851,0.046,0.103,0.151,0.337,0
