@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0,0.333032,0.354624,0.410187,0
0,0,0,0,0,0,0.484725,0.528244,0.612526,0
0.003226,0,0.001076,0,0,0,0.723487,0.788700,0.922685,2
0,0,0,0,0,0,0.703205,0.762376,0.891070,2
0.00271,0,0,0.002717,0,0,0.413506,0.441625,0.509948,1
0,0,0,0,0,0,0.299975,0.319461,0.362719,0
0,0,0.002584,0,0,0,0.466587,0.504550,0.584327,0
0.007326,0,0.002445,0.003667,0,0,0.616064,0.669932,0.781670,0
0,0,0,0,0,0,0.510527,0.551042,0.636515,0
0,0,0,0,0,0,0.219111,0.223723,0.245220,0
0,0,0,0,0,0,0.342098,0.365361,0.413198,0
0,0,0.003145,0,0,0,0.474380,0.511991,0.591488,0
0,0,0.001529,0.004587,0,0,0.759618,0.828242,0.969041,0
0,0,0.012987,0.012987,0,0,0.567255,0.613733,0.712655,0
0,0,0,0.003322,0,0,0.344502,0.365281,0.413314,0
0,0,0,0,0,0,0.531447,0.575061,0.663913,0
0,0,0.003067,0,0,0,0.561285,0.606949,0.707446,0
0,0,0.00277,0.00277,0,0,0.690479,0.751443,0.878384,0
0,0,0,0.009091,0,0,0.635248,0.683641,0.796190,0
0,0,0.003704,0.007407,0,0,0.240081,0.245911,0.270743,1
0,0,0,0,0,0,0.477044,0.511017,0.593153,1
0,0,0.003096,0.003096,0,0,0.535072,0.579465,0.674440,0
0,0,0,0,0,0,0.695674,0.758203,0.885607,1
0,0,0.012346,0.012346,0,0,0.591731,0.633413,0.738020,0
0,0,0.007246,0.01087,0,0,0.233541,0.234332,0.255736,0
0,0,0,0,0,0,0.208514,0.217962,0.239108,0
0,0,0,0.002188,0,0,0.563899,0.611238,0.712088,0
0,0,0,0.001166,0.001166,0,0.676504,0.735928,0.858682,1
0,0,0,0,0,0,0.613250,0.663114,0.771008,0
0,0,0,0.003817,0,0,0.288354,0.299613,0.335257,0
0,0,0,0,0,0,0.426164,0.457104,0.531496,0
0,0,0.006073,0.006073,0,0,0.485375,0.522700,0.605220,0
0.002671,0,0.000891,0.001783,0,0,0.734670,0.800657,0.936428,1
0,0,0,0.012195,0,0,0.616166,0.659989,0.768902,0
0,0,0,0,0,0,0.273353,0.282295,0.319775,0
0,0,0,0,0,0,0.047265,0.052199,0.042903,2
0,0,0,0.001786,0,0,0.314659,0.340657,0.393445,2
0,0,0,0.001361,0,0,0.700612,0.762682,0.891599,2
0,0,0,0,0,0,0.511223,0.544906,0.631857,0
0,0,0.003484,0.003484,0,0,0.246356,0.247850,0.271167,0
0,0,0,0,0,0,0.434073,0.464370,0.536647,2
0,0,0.001733,0.003466,0,0,0.505464,0.547471,0.637011,1
0,0,0,0,0,0,0.670626,0.730461,0.852664,1
0,0,0,0.015625,0,0,0.488751,0.515863,0.596184,0
0,0,0.007092,0.003546,0,0,0.256489,0.258197,0.287366,0
0,0,0,0,0,0,0.358900,0.379828,0.433989,1
0,0,0.00277,0.00831,0,0,0.399291,0.428862,0.495440,0
0.008117,0,0,0,0,0,0.579525,0.630217,0.734412,0
0,0,0,0.011905,0,0,0.407564,0.429782,0.493325,0
0,0,0,0.004,0,0,0.271732,0.281605,0.314247,0
0,0,0,0,0,0,0.549976,0.596037,0.691503,0
0,0,0,0.005747,0,0,0.510050,0.549362,0.635984,0
0,0,0,0.002252,0,0,0.774601,0.844277,0.987846,0
0,0,0,0,0,0,0.623736,0.678699,0.789181,0
0,0,0.003922,0,0,0,0.244763,0.250735,0.276265,0
0,0,0,0,0,0,0.319562,0.338447,0.380985,0
0.00409,0,0,0.002049,0,0,0.355854,0.380750,0.434105,0
0,0,0,0.002342,0,0,0.748955,0.815573,0.953270,0
0,0,0,0,0,0,0.528503,0.565178,0.655972,0
0,0,0,0.008163,0,0,0.213244,0.213606,0.229920,0
0,0,0,0,0,0,0.294973,0.307477,0.348118,0
0.007538,0,0,0.002519,0,0,0.466636,0.505043,0.587839,0
0,0,0.001621,0.003241,0,0,0.704610,0.767984,0.896968,0
0,0,0,0.022472,0,0,0.599416,0.638102,0.741299,0
0,0,0,0,0,0,0.327507,0.341715,0.388175,0
0,0,0,0,0,0,0.305718,0.325805,0.373502,0
0,0,0,0,0,0,0.463234,0.500504,0.579972,0
0,0,0,0.000984,0,0,0.708780,0.772710,0.903723,2
0,0,0.011494,0,0,0,0.571641,0.610593,0.710228,0
0,0,0.004032,0,0,0,0.252358,0.263975,0.298510,0
0,0,0,0,0,0,0.415080,0.444464,0.507491,0
0,0,0.002092,0.004184,0,0,0.499662,0.540241,0.628786,0
0.017383,0,0,0,0,0,0.251434,0.276620,0.316295,1
0.044944,0,0,0,0,0,0.030549,0.038624,0.031155,0
0.013201,0,0,0,0,0,0.044688,0.055598,0.045722,0
0.123077,0,0,0,0,0,0.058444,0.058812,0.054488,0
0.031088,0.002597,0,0.005195,0,0,0.303031,0.328359,0.376588,1
0.006783,0,0,0,0,0.00097,0.610270,0.665075,0.776145,2
0.02439,0,0,0,0,0,0.410710,0.444078,0.512875,0
0.002994,0,0,0.006006,0,0,0.147882,0.150387,0.158083,0
0.024096,0.012195,0,0,0,0,0.160387,0.171377,0.186228,1
0.035484,0,0,0,0,0,0.242183,0.264137,0.298455,0
0.0125,0,0.001252,0.001252,0,0,0.549899,0.600082,0.699535,1
0,0,0.011236,0,0,0,0.565090,0.610578,0.706353,0
0.008264,0,0,0,0,0,0.118165,0.126999,0.130037,1
0,0,0,0,0,0,0.407679,0.432905,0.495330,0
0,0,0,0.001271,0,0,0.611580,0.663323,0.772853,0
0.002299,0,0,0,0,0,0.691964,0.754662,0.881220,0
0,0,0,0,0,0,0.329739,0.352620,0.405077,0
0,0,0,0,0,0,0.262941,0.270902,0.297174,0
0,0,0,0,0,0,0.304440,0.321745,0.360854,0
0,0,0.002924,0.002924,0,0,0.554297,0.600355,0.697120,0
0.017002,0.001548,0,0.001548,0,0,0.531992,0.580180,0.675580,0
0,0,0.012658,0,0,0,0.504789,0.544819,0.632543,0
0,0,0.003636,0.003636,0,0,0.244488,0.251851,0.280211,0
