@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0,0.541165,0.567835,0.641341,0
0.004175,0.010438,0,0,0.000696,0,0.582246,0.617819,0.695138,0
0.008065,0.025161,0,0,0.004195,0,0.826175,0.876626,0.997969,2
0,0.035225,0,0,0.009804,0,0.806067,0.853065,0.971298,2
0.004878,0.134959,0,0,0.017087,0,0.528054,0.551027,0.623001,1
0,0.027174,0,0,0,0,0.407568,0.427139,0.474567,0
0.004637,0.047913,0,0,0.003094,0,0.569289,0.600201,0.678011,0
0.016484,0.020513,0,0,0.004031,0,0.720353,0.763849,0.867076,0
0,0.041199,0,0,0.011278,0,0.611967,0.645911,0.729301,0
0.001337,0.078877,0,0,0.016064,0,0.269706,0.275365,0.301369,0
0,0.09434,0,0,0.006329,0,0.424837,0.442465,0.497891,0
0.003752,0.074109,0,0,0.005634,0,0.574526,0.603980,0.681623,0
0,0.009153,0,0,0.002289,0,0.855295,0.908278,1.032925,0
0,0.080153,0,0,0.019157,0,0.653525,0.687656,0.780268,0
0,0.063429,0,0,0.010913,0,0.422211,0.439967,0.490124,0
0,0.004202,0,0,0,0,0.619446,0.655847,0.740382,0
0,0.109224,0,0,0.005969,0,0.654485,0.687461,0.778793,0
0,0.011589,0,0,0.002486,0,0.790282,0.838132,0.951394,0
0,0.102703,0,0,0.01626,0,0.720436,0.757839,0.861893,0
0,0.089602,0,0,0.023256,0,0.298478,0.306784,0.332596,1
0,0.176923,0,0,0.007722,0,0.575704,0.599609,0.680812,1
0,0.078777,0,0,0.003709,0,0.639485,0.673110,0.761188,0
0.00674,0.00674,0,0,0.001065,0,0.794792,0.844107,0.958225,1
0,0.170909,0,0,0.021898,0,0.684716,0.716469,0.814769,0
0,0.084416,0,0,0.03467,0,0.286977,0.293957,0.320417,0
0.005952,0.029762,0,0,0.005988,0,0.280167,0.292429,0.323732,0
0,0.048461,0,0,0.004587,0,0.658771,0.695509,0.788931,0
0.001048,0.026895,0,0,0.002795,0,0.772726,0.818823,0.929992,1
0,0.066066,0,0,0.01506,0,0.712596,0.751621,0.854011,0
0,0.07631,0,0,0.022805,0,0.346650,0.358391,0.397476,0
0,0.171717,0,0,0.010152,0,0.519905,0.540298,0.613753,0
0,0.108959,0,0,0.007874,0,0.583361,0.611674,0.691579,0
0.007475,0.023492,0,0,0.002937,0,0.827580,0.878267,0.999445,1
0,0.129496,0,0,0.021661,0,0.704094,0.738775,0.840105,0
0,0.014756,0,0,0.009091,0,0.355803,0.367840,0.401332,0
0.035156,0.039062,0,0,0.007843,0,0.069084,0.078240,0.072257,2
0.020833,0.068376,0,0,0.001069,0,0.407967,0.429159,0.482785,2
0.00163,0.012225,0,0,0.002854,0,0.797190,0.845514,0.960238,2
0,0.072165,0,0,0.017241,0,0.609161,0.637997,0.724135,0
0,0.044745,0,0,0.021875,0,0.293944,0.301329,0.328819,0
0,0.175214,0,0,0.004292,0,0.525892,0.546470,0.619165,2
0,0.11353,0,0,0.002593,0,0.604818,0.634804,0.718775,1
0.001483,0.003955,0,0,0.000495,0,0.773297,0.820577,0.928821,1
0,0.191781,0,0,0.027523,0,0.581510,0.603746,0.685510,0
0,0.17037,0,0,0.037076,0,0.311744,0.315839,0.346417,0
0,0.167173,0,0,0.012195,0,0.452988,0.468547,0.528019,1
0.011599,0.104391,0,0,0.007463,0,0.497430,0.520347,0.586656,0
0.02871,0.018978,0,0,0.002921,0,0.677957,0.719092,0.815012,0
0,0.105263,0,0,0.021127,0,0.508275,0.531252,0.599437,0
0,0.036949,0,0,0.02148,0,0.328724,0.339523,0.374757,0
0,0.033951,0,0,0.009288,0,0.641651,0.677134,0.770226,0
0,0.066895,0,0,0.0103,0,0.604219,0.635585,0.717536,0
0,0.013477,0,0,0.002697,0,0.870274,0.923911,1.051437,0
0,0.023256,0,0,0,0,0.715703,0.757993,0.861652,0
0,0.049065,0,0,0.012865,0,0.305116,0.313583,0.342667,0
0,0.110638,0,0,0.017094,0,0.383653,0.399204,0.446230,0
0.011029,0.106005,0,0,0.007971,0,0.446549,0.465674,0.518831,0
0,0.023826,0,0,0.003506,0,0.840415,0.891498,1.014331,0
0,0.208333,0,0,0.010453,0,0.615014,0.640219,0.727060,0
0.00365,0.088808,0,0,0.029233,0,0.264409,0.268569,0.293077,0
0,0.147368,0,0,0.015873,0,0.363269,0.373807,0.421167,0
0.014318,0.10324,0,0,0.004525,0,0.577301,0.606025,0.686146,0
