@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.09527,0
3,1.53079,2
5,1.279151,1
1,0.905505,0
2,0.986353,0
3,1.348122,0
4,0.914721,0
5,0.778026,0
2,0.812186,0
3,1.079057,0
5,0.940909,1
3,1.392225,1
5,0.961356,0
1,0.823928,0
2,1.16382,0
3,1.413948,1
5,0.913531,0
3,1.849718,1
1,1.254654,2
2,1.42634,2
3,1.212026,2
5,0.999824,0
2,1.469754,1
3,0.999078,1
5,0.983536,0
2,0.91958,0
3,1.014712,0
4,0.976234,0
1,1.151867,0
2,1.243541,0
5,0.854962,0
1,0.931609,0
2,1.011234,0
3,1.018332,0
3,1.67462,2
3,1.800348,1
4,1.016104,0
5,1.051115,0
1,1.071922,0
2,0.980513,1
3,1.698482,2
4,0.945478,0
5,1.159935,0
1,1.363968,1
2,0.789082,0
3,1.31669,1
4,1.027495,0
5,0.840754,1
2,2.002918,0
3,0.716519,0
4,1.084452,0
5,1.138102,0
1,0.905505,0
3,1.066385,0
4,0.914721,0
5,0.956851,0
1,0.987082,0
2,0.704792,0
3,0.69315,0
2,0.942684,0
3,1.937267,1
5,2.067921,2
1,0.905505,0
2,0.855347,0
3,0.748445,0
4,0.993321,0
5,1.145726,0
1,0.789665,0
2,1.269437,0
1,0.843506,0
2,1.038146,0
3,0.814435,0
4,1.174443,0
5,1.010568,0
1,1.696802,2
2,0.648936,0
3,0.885857,0
4,0.894217,0
2,0.970612,1
3,0.935391,1
4,1.025217,0
5,0.820653,0
1,1.001766,0
2,0.750491,0
3,0.568903,0
4,0.99446,0
5,0.936751,0
2,0.973151,1
3,0.988217,2
2,1.053633,1
3,1.196228,0
1,0.962609,0
2,1.228561,0
3,1.332159,2
5,0.984576,0
1,0.872874,0
1,0.874506,0
3,0.741533,0
4,1.061669,0
5,0.788423,0
2,1.322246,0
1,1.022976,1
2,0.693367,0
3,1.09683,1
4,1.196086,0
1,1.044186,1
2,0.696921,0
3,1.080209,0
4,0.902191,0
2,0.916788,0
3,1.034789,0
5,0.980417,0
3,0.883717,0
5,0.886153,0
1,0.980556,0
2,0.781212,0
3,1.041865,0
1,1.062133,0
3,0.848171,0
2,0.851792,1
3,1.556297,2
4,1.08673,0
1,1.288917,0
2,0.609584,0
3,0.762433,0
5,0.918729,0
1,1.580962,1
2,0.717232,0
3,0.826119,0
1,0.960977,0
2,1.325039,0
3,0.868742,0
4,1.231399,0
5,1.037599,0
1,1.367231,1
2,1.040938,0
3,0.659415,0
4,1.055973,0
5,0.942642,0
1,0.983819,0
2,0.871596,0
3,0.780041,0
1,0.949556,0
2,0.678133,0
3,0.705328,0
5,1.11211,0
1,0.94303,0
2,0.654014,0
3,1.079057,0
5,0.933978,0
2,0.795683,0
5,0.997398,1
1,0.859822,0
2,1.402474,0
3,1.251357,1
5,1.344998,1
1,0.874506,0
2,0.738305,0
3,0.57598,0
1,0.944662,0
2,0.919834,0
3,0.890629,1
4,0.911304,0
5,0.892044,0
3,1.160188,0
4,1.078756,0
2,1.137162,0
3,0.755027,0
4,0.932947,0
5,0.9721,0
2,0.863471,0
1,0.840243,0
2,0.686258,0
5,0.959277,1
2,0.772326,0
3,0.699075,0
4,0.980791,0
5,1.203601,0
1,0.807612,0
2,1.081307,0
3,0.638515,0
4,1.005852,0
5,0.860854,0
5,0.94784,2
2,1.278323,0
3,1.061613,0
5,1.035867,0
3,0.942961,0
2,0.886575,0
3,1.231445,1
4,0.847513,0
5,0.987348,0
1,0.892452,0
2,0.752268,0
3,0.849982,0
4,0.921556,0
1,0.822296,0
2,0.674325,0
3,0.580094,0
4,0.996739,0
5,1.106565,1
1,0.995239,0
2,0.935829,1
3,0.796498,0
5,2.090101,0
2,1.272992,0
3,0.896718,1
2,0.685496,0
3,0.614159,0
5,0.905907,0
2,0.995239,2
3,1.305993,2
4,1.087869,0
5,1.009528,2
2,0.911456,0
3,0.986077,1
5,0.873677,1
