@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature33 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1281 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.027778,0,0,0,0,0,0,0.333048,0.351086,0.412481,0
0,0.00232,0,0,0,0,0,0,0.484556,0.523432,0.615050,0
0.003226,0.008602,0,0.001076,0,0,0,0,0.723228,0.779931,0.926987,2
0,0.006536,0,0,0,0,0,0,0.703061,0.753976,0.895307,2
0.00271,0.02439,0,0,0.002717,0.005435,0,0,0.413471,0.437165,0.512425,1
0,0.018182,0,0,0,0,0,0,0.299695,0.316637,0.364248,0
0,0.005155,0,0.002584,0,0.002584,0,0,0.466411,0.499536,0.586948,0
0.007326,0.014652,0,0.002445,0.003667,0.00489,0,0,0.615858,0.662622,0.785173,0
0,0,0,0,0,0,0,0,0.510269,0.545307,0.639519,0
0,0.008929,0,0,0,0,0,0,0.219116,0.222409,0.246430,0
0,0,0,0,0,0,0,0,0.341875,0.362024,0.415189,0
0,0.015674,0,0.003145,0,0.006289,0,0,0.474125,0.506735,0.594292,0
0,0.007634,0,0.001529,0.004587,0.001529,0,0,0.759293,0.819087,0.973592,0
0,0.051282,0,0.012987,0.012987,0.012987,0,0,0.567141,0.607128,0.716093,0
0,0.016556,0,0,0.003322,0.003322,0,0,0.344226,0.362103,0.415377,0
0,0,0,0,0,0,0,0,0.530988,0.569294,0.667015,0
0,0.01072,0,0.003067,0,0.003067,0,0,0.561070,0.600470,0.710885,0
0,0.005525,0,0.00277,0.00277,0.00277,0,0,0.690186,0.743248,0.882567,0
0,0.018018,0,0,0.009091,0.009091,0,0,0.635223,0.676258,0.800007,0
0,0.02583,0,0.003704,0.007407,0.007407,0,0,0.239946,0.244761,0.272036,1
0,0,0,0,0,0,0,0,0.476991,0.505593,0.596062,1
0,0.006182,0,0.003096,0.003096,0.001548,0,0,0.534767,0.573395,0.677721,0
0,0.001183,0,0,0,0,0,0,0.695347,0.749959,0.889666,1
0,0.04878,0,0.012346,0.012346,0.024691,0,0,0.591794,0.626598,0.741599,0
0,0.025271,0,0.007246,0.01087,0.007246,0,0,0.233475,0.232949,0.257008,0
0,0,0,0,0,0,0,0,0.208326,0.216329,0.239627,0
0,0.004367,0,0,0.002188,0,0,0,0.563781,0.604895,0.715382,0
0,0.001164,0,0,0.001166,0,0.001166,0,0.676237,0.727921,0.862717,1
0,0.020202,0,0,0,0,0,0,0.613105,0.655950,0.774688,0
0,0.026616,0,0,0.003817,0.01145,0,0,0.288247,0.297313,0.336874,0
0,0.033898,0,0,0,0.017241,0,0,0.426124,0.452301,0.534143,0
0,0.026263,0,0.006073,0.006073,0.008097,0,0,0.485107,0.517374,0.608155,0
0.002671,0.012467,0,0.000891,0.001783,0.004456,0,0,0.734405,0.791823,0.940762,1
0,0.048193,0,0,0.012195,0.02439,0,0,0.616213,0.652875,0.772608,0
0,0.003788,0,0,0,0,0,0,0.273135,0.280375,0.321653,0
0,0,0,0,0,0,0,0,0.047765,0.055097,0.041474,2
0,0.005348,0,0,0.001786,0,0,0,0.314593,0.337398,0.394924,2
0,0.001359,0,0,0.001361,0,0,0,0.700333,0.754337,0.895838,2
0,0.022989,0,0,0,0,0,0,0.511311,0.539198,0.634991,0
0,0.010417,0,0.003484,0.003484,0,0,0,0.246360,0.246346,0.272577,0
0,0.014286,0,0,0,0,0,0,0.433864,0.459692,0.539325,2
0,0.00692,0,0.001733,0.003466,0.001733,0,0,0.505261,0.541835,0.640065,1
0,0,0,0,0,0,0,0,0.670213,0.722630,0.856718,1
0,0.030769,0,0,0.015625,0.015625,0,0,0.488940,0.510531,0.599147,0
0,0.031802,0,0.007092,0.003546,0.014184,0,0,0.256474,0.256540,0.288922,0
0,0,0,0,0,0,0,0,0.358868,0.376151,0.436166,1
0,0.019337,0,0.00277,0.00831,0,0,0,0.399160,0.424589,0.497766,0
0.008117,0.001623,0,0,0,0,0,0,0.579289,0.623354,0.737685,0
0,0.011765,0,0,0.011905,0,0,0,0.407603,0.425447,0.495644,0
0,0.015936,0,0,0.004,0.004,0,0,0.271637,0.279413,0.315879,0
0,0.020619,0,0,0,0,0,0,0.549825,0.589627,0.694815,0
0,0.014327,0,0,0.005747,0,0,0,0.509796,0.543739,0.639045,0
0,0.004494,0,0,0.002252,0,0,0,0.774307,0.834919,0.992491,0
0,0,0,0,0,0,0,0,0.623421,0.671407,0.792908,0
0,0.042969,0,0.003922,0,0.019608,0,0,0.244602,0.249090,0.277747,0
0,0,0,0,0,0,0,0,0.319469,0.335280,0.382757,0
0.00409,0.01227,0,0,0.002049,0.002049,0,0,0.355560,0.377267,0.436191,0
0,0.002336,0,0,0.002342,0,0,0,0.748670,0.806575,0.957757,0
0,0,0,0,0,0,0,0,0.528505,0.559142,0.659183,0
