@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0.003484,0.003484,0.003484,0,0,0.245933,0.244800,0.271167,0
0,0,0,0,0,0,0,0.432700,0.458721,0.536647,2
0,0,0.001733,0.003466,0.003466,0,0,0.503906,0.540900,0.637011,1
0,0,0,0,0,0,0,0.668525,0.721290,0.852664,1
0,0,0,0.03125,0.015625,0,0,0.487697,0.508070,0.596184,0
0,0,0.007092,0.010638,0.003546,0,0,0.256070,0.254863,0.287366,0
0,0,0,0.010309,0,0,0,0.357976,0.374939,0.433989,1
0,0,0.00277,0.01108,0.00831,0,0,0.398130,0.423696,0.495440,0
0.008117,0,0,0.001626,0,0,0,0.577814,0.622025,0.734412,0
0,0,0,0.011905,0.011905,0,0,0.406668,0.423453,0.493325,0
0,0,0,0,0.004,0,0,0.271063,0.278340,0.314247,0
0,0,0,0,0,0,0,0.548262,0.588515,0.691503,0
0,0,0,0.005747,0.005747,0,0,0.508537,0.542492,0.635984,0
0,0,0,0,0.002252,0,0,0.772224,0.833183,0.987846,0
0,0,0,0,0,0,0,0.621716,0.670344,0.789181,0
0,0,0.003922,0.003922,0,0,0,0.244174,0.248151,0.276265,0
0,0,0,0,0,0,0,0.318818,0.334364,0.380985,0
0.00409,0,0,0.006148,0.002049,0,0,0.354806,0.376683,0.434105,0
0,0,0,0.002342,0.002342,0,0,0.746654,0.804896,0.953270,0
0,0,0,0.023529,0,0,0,0.527145,0.557266,0.655972,0
0,0,0,0.004082,0.008163,0,0,0.212959,0.210972,0.229920,0
0,0,0,0.053571,0,0,0,0.294321,0.303269,0.348118,0
0.007538,0,0,0.005038,0.002519,0,0,0.465188,0.498667,0.587839,0
0,0,0.001621,0,0.003241,0,0,0.702405,0.758200,0.896968,0
0,0,0,0.011236,0.022472,0,0,0.597998,0.628499,0.741299,0
0,0,0,0.011976,0,0,0,0.326629,0.337473,0.388175,0
0,0,0,0,0,0,0,0.304681,0.322174,0.373502,0
0,0,0,0,0,0,0,0.461808,0.494394,0.579972,0
0,0,0,0.001969,0.000984,0,0,0.706586,0.762679,0.903723,2
0,0,0.011494,0.022989,0,0,0,0.570218,0.601664,0.710228,0
0,0,0.004032,0.008065,0,0,0,0.251521,0.261267,0.298510,0
0,0,0,0.016129,0,0,0,0.413660,0.439754,0.507491,0
0,0,0.002092,0.006276,0.004184,0,0,0.498114,0.533453,0.628786,0
0.017383,0,0,0,0,0,0,0.250815,0.273660,0.316295,1
0.044944,0,0,0,0,0,0,0.031185,0.041631,0.031155,0
0.013201,0,0,0,0,0,0,0.045461,0.060987,0.045722,0
0.123077,0,0,0,0,0,0,0.058292,0.059172,0.054488,0
0.031088,0.002597,0,0.007792,0.005195,0,0,0.302338,0.325603,0.376588,1
0.006783,0,0,0.00194,0,0,0.00097,0.608406,0.656458,0.776145,2
0.02439,0,0,0,0,0,0,0.409616,0.438716,0.512875,0
0.002994,0,0,0.006006,0.006006,0,0,0.148038,0.150732,0.158083,0
0.024096,0.012195,0,0,0,0,0,0.160013,0.170260,0.186228,1
0.035484,0,0,0.003236,0,0,0,0.241726,0.262875,0.298455,0
0.0125,0,0.001252,0,0.001252,0,0,0.548266,0.592505,0.699535,1
0,0,0.011236,0,0,0,0,0.563679,0.603304,0.706353,0
0.008264,0,0,0,0,0,0,0.118373,0.129465,0.130037,1
0,0,0,0.016949,0,0,0,0.406585,0.427546,0.495330,0
0,0,0,0.006353,0.001271,0,0,0.609763,0.654752,0.772853,0
0.002299,0,0,0.002304,0,0,0,0.689818,0.744909,0.881220,0
0,0,0,0.021277,0,0,0,0.328933,0.347894,0.405077,0
0,0,0,0.009174,0,0,0,0.262428,0.268164,0.297174,0
0,0,0,0.018519,0,0,0,0.303758,0.318395,0.360854,0
0,0,0.002924,0.002924,0.002924,0,0,0.552565,0.592923,0.697120,0
0.017002,0.001548,0,0,0.001548,0,0,0.530387,0.572909,0.675580,0
0,0,0.012658,0,0,0,0,0.503441,0.537460,0.632543,0
0,0,0.003636,0.010909,0.003636,0,0,0.243991,0.249351,0.280211,0
0,0,0,0.016949,0,0,0,0.306883,0.307372,0.351261,0
0.00361,0,0.007246,0.003623,0,0,0,0.363416,0.386922,0.448946,0
0,0,0.002381,0,0,0,0,0.753925,0.815064,0.966690,0
0,0,0,0,0.012821,0,0,0.523832,0.552990,0.648899,0
0,0,0,0.003663,0.007326,0,0,0.241763,0.246067,0.273874,0
0,0,0,0.016949,0,0,0,0.392965,0.414781,0.487503,2
0,0,0,0.002703,0,0,0,0.407926,0.439345,0.513429,0
0,0,0.003401,0.001701,0.004252,0,0,0.674667,0.726258,0.859659,1
0,0,0.018692,0.009346,0,0,0,0.486392,0.518323,0.610434,2
0.015101,0,0,0.003361,0.003361,0,0,0.323410,0.341238,0.396430,2
0,0,0,0.018519,0,0,0,0.220394,0.214983,0.239264,0
0,0,0.00597,0.01194,0.008955,0,0,0.440941,0.469321,0.550269,0
0.019824,0.002208,0,0,0.002208,0,0,0.445860,0.481467,0.564713,0
0.045977,0,0,0.034884,0.011628,0,0,0.349354,0.354747,0.413199,0
0.006061,0,0,0.00304,0,0,0,0.286672,0.298901,0.338642,0
0,0,0,0,0,0,0,0.154352,0.157265,0.166718,0
0,0,0.002008,0.004016,0.004016,0,0,0.583001,0.627748,0.739988,0
0,0,0,0,0,0,0,0.754690,0.815620,0.966201,0
0,0,0,0.025,0.025,0,0,0.540883,0.571183,0.673411,0
0,0,0.008658,0.004329,0.004329,0,0,0.199054,0.196618,0.211385,0
0,0,0,0.04,0,0,0,0.206145,0.209432,0.228877,0
0.009804,0,0.002457,0.007371,0.002457,0,0,0.433603,0.464061,0.544716,0
0.008097,0,0,0,0,0,0,0.651816,0.703900,0.833415,0
0.029126,0,0,0,0.009804,0,0,0.334218,0.356771,0.412646,0
0.003436,0,0,0.017241,0,0,0,0.208036,0.203765,0.225019,0
0,0,0,0.009804,0,0,0,0.440412,0.472403,0.552041,2
0,0,0,0.011811,0.011811,0,0,0.335826,0.357582,0.414318,0
0,0,0,0,0,0,0,0.760279,0.821917,0.974497,0
0,0,0,0.025974,0,0,0,0.451559,0.477570,0.559164,0
0,0,0,0.008658,0,0,0,0.245284,0.247176,0.271814,0
0,0,0,0,0,0,0,0.089305,0.089225,0.084309,0
0,0,0,0.007435,0,0,0,0.489983,0.525813,0.617697,0
0.00159,0,0,0,0,0,0,0.612020,0.660353,0.780037,0
0,0,0,0,0,0,0,0.430499,0.447731,0.525362,0
0,0,0,0.026786,0.008929,0,0,0.191863,0.185924,0.204175,0
0,0,0,0,0,0,0,0.369779,0.392181,0.454203,0
0,0,0.007968,0.007968,0.003984,0,0,0.480331,0.513351,0.600402,0
0,0,0,0,0,0,0,0.802722,0.866751,1.028361,0
0,0,0,0.026316,0,0,0,0.507292,0.538517,0.633586,0
0,0,0.003401,0.006803,0.006803,0,0,0.281631,0.283662,0.317710,1
0,0,0,0,0,0,0,0.373546,0.396492,0.455463,2
0,0,0,0.002625,0,0,0,0.508533,0.542663,0.635598,1
0.003521,0.001764,0.001764,0.003527,0,0,0,0.573754,0.618189,0.731307,1
0,0,0,0.045455,0.011364,0,0,0.342660,0.354046,0.414555,0
0.012712,0,0,0,0,0,0,0.128000,0.138946,0.141316,0
0,0,0,0.016667,0,0,0,0.202352,0.210194,0.234686,0
0.00339,0,0.003401,0,0.003401,0,0,0.344316,0.374186,0.435209,0
0,0,0,0,0,0,0,0.744851,0.805034,0.954247,0
0,0,0,0,0.011628,0,0,0.358867,0.368013,0.425835,0
0,0,0,0.007435,0.011152,0,0,0.199342,0.195310,0.213428,0
0,0,0,0,0,0,0,0.468166,0.499573,0.580831,1
0,0,0.005714,0.002857,0.005714,0,0,0.533589,0.571517,0.672217,2
0,0,0,0,0.003257,0,0,0.788908,0.852382,1.010926,1
0,0,0,0,0.012987,0,0,0.534980,0.563245,0.661069,0
0,0,0,0.009677,0,0,0,0.276877,0.277603,0.310625,2
0,0,0.02,0,0.02,0,0,0.342924,0.343933,0.396236,0
0,0,0,0.007853,0.007853,0,0,0.509988,0.546638,0.642765,1
0,0,0,0.003339,0.001669,0,0,0.751627,0.810054,0.960342,2
0,0,0,0,0,0,0,0.557174,0.588640,0.692063,1
0,0,0.003597,0.010791,0,0,0,0.172633,0.170493,0.180615,1
0,0,0,0.017241,0,0,0,0.322740,0.337372,0.391400,2
0,0,0.002421,0.002421,0.002421,0,0,0.356548,0.381551,0.447439,1
0.009642,0,0,0,0,0,0,0.571647,0.617560,0.729441,0
0,0,0.025974,0,0.012987,0,0,0.574337,0.608233,0.714067,0
0,0,0,0,0.01083,0,0.00361,0.277897,0.276659,0.313266,2
0.103448,0,0,0,0,0,0,0.086954,0.087010,0.087669,0
0,0,0.004149,0.002075,0.002075,0,0,0.533263,0.573688,0.673933,0
0,0,0,0.00495,0.001238,0,0,0.700830,0.755721,0.895471,2
0,0,0,0.011364,0,0,0,0.563369,0.595027,0.701722,0
0.003521,0,0,0,0.003534,0,0,0.175998,0.180111,0.192187,0
0,0,0,0,0,0,0,0.266459,0.282799,0.316910,0
0,0,0,0.005952,0.002976,0,0,0.515564,0.553367,0.650944,0
0,0,0,0,0.00157,0,0,0.765232,0.826496,0.979847,0
0,0,0,0,0.027778,0,0,0.508550,0.535141,0.627924,0
0,0,0,0.004082,0.004082,0,0,0.204705,0.200199,0.215394,0
0,0,0.019231,0.038462,0.019231,0,0,0.171026,0.168799,0.186024,0
0,0,0,0.016181,0,0,0,0.485444,0.515954,0.604971,0
0,0,0.002227,0.002227,0.002227,0,0,0.677797,0.730748,0.864103,0
0,0,0,0.032609,0.01087,0,0,0.406517,0.424805,0.497352,0
0,0,0,0.026549,0,0,0,0.191979,0.191719,0.206826,0
0,0,0,0,0,0,0,0.413020,0.441982,0.512994,1
0,0,0,0,0,0,0,0.570550,0.614449,0.726220,0
0,0,0,0,0,0,0,0.758609,0.819896,0.971961,0
0,0,0,0.011628,0.011628,0,0,0.563904,0.597222,0.704096,0
0,0,0,0.007299,0.00365,0,0,0.259772,0.255952,0.286153,0
0,0,0,0,0,0,0,0.247928,0.267983,0.301032,1
0,0,0,0,0,0,0,0.364084,0.388540,0.455354,0
0.007508,0,0,0,0,0,0,0.577167,0.622436,0.734340,1
0,0,0.019417,0.009709,0.009709,0,0,0.311648,0.325969,0.377879,0
0,0,0,0,0,0,0,0.251917,0.255667,0.282224,0
0,0,0,0,0,0,0,0.050315,0.049444,0.038808,1
0.025547,0,0,0,0,0,0,0.208335,0.227115,0.252203,0
0.022866,0,0,0,0,0,0,0.417011,0.450927,0.529320,0
0,0,0,0.012821,0,0,0,0.356613,0.378991,0.436569,0
0,0,0.003745,0.011236,0.007491,0,0,0.263929,0.264756,0.295922,0
0,0,0,0,0,0,0,0.470605,0.494667,0.576969,0
0,0,0.002778,0.013889,0.002778,0,0,0.520600,0.556182,0.654931,0
0,0,0.001595,0.00319,0.001595,0,0,0.668403,0.718777,0.850777,0
0,0,0,0.012346,0.012346,0,0,0.558066,0.589469,0.693866,0
0.003546,0,0,0.014235,0.003559,0,0,0.205077,0.205132,0.225088,0
0,0,0,0.018519,0,0,0,0.368332,0.381179,0.441386,1
0,0,0,0.007752,0.003876,0,0,0.324911,0.340362,0.387417,0
0,0,0.001869,0.001869,0,0,0,0.711168,0.766319,0.907788,0
0,0,0.013514,0.013514,0.027027,0,0,0.476312,0.499452,0.584108,0
0,0,0.003937,0.007874,0,0,0,0.234645,0.236559,0.263195,0
0,0,0,0,0,0,0,0.334953,0.354300,0.408029,0
0,0,0,0.009804,0,0,0,0.380002,0.404838,0.475394,0
0,0,0,0.001582,0.001582,0,0,0.688498,0.741955,0.878984,0
0,0,0,0.040816,0,0,0,0.574484,0.609985,0.719557,0
0,0,0,0,0,0,0,0.265105,0.274303,0.305017,0
0,0,0,0,0,0,0,0.304247,0.320693,0.365791,0
0,0,0,0.014085,0.014085,0,0,0.398059,0.421971,0.495150,0
0.001942,0,0,0,0.001946,0,0,0.735323,0.792680,0.939194,0
0,0,0,0.032967,0.010989,0,0,0.549275,0.583902,0.688456,0
0,0,0,0.006042,0.003021,0,0,0.252733,0.259430,0.291168,0
0,0,0,0,0,0,0,0.315640,0.328342,0.368049,0
0,0,0,0.005988,0.005988,0,0,0.440243,0.471673,0.552612,1
0.004233,0.001059,0,0,0,0,0,0.645591,0.696268,0.824627,2
0,0,0,0,0,0,0,0.490487,0.520785,0.608987,0
0,0,0,0.014184,0,0,0,0.247467,0.250382,0.279536,1
0,0,0,0.025974,0,0,0,0.434562,0.457777,0.532350,0
0,0,0.004184,0,0,0,0,0.349928,0.373009,0.435365,0
0.00432,0,0.004329,0,0.002165,0,0,0.539175,0.579849,0.684392,0
0,0,0,0.013158,0,0,0,0.490486,0.519255,0.608796,0
0.003774,0,0.003788,0.003788,0.003788,0,0,0.152601,0.155731,0.161618,0
0,0,0,0,0,0,0,0.205083,0.208035,0.229868,0
0,0,0,0.007692,0.003846,0,0,0.338574,0.361623,0.420802,0
0.009488,0,0,0,0,0,0,0.567651,0.611966,0.721685,0
0,0,0,0.037383,0.018692,0,0,0.511889,0.538007,0.634417,0
0.003344,0,0,0.010067,0.003356,0,0,0.202816,0.211559,0.229969,0
0.012048,0,0,0,0,0,0,0.268214,0.281855,0.319546,1
0.02934,0,0,0.002451,0,0,0,0.174819,0.191284,0.210619,0
0.0075,0,0.005013,0,0.010025,0,0,0.387913,0.417123,0.489254,0
0.076087,0,0,0.021978,0.010989,0,0,0.304826,0.320078,0.370812,0
0,0,0,0.007407,0.007407,0,0,0.192783,0.190009,0.204774,0
0,0,0,0,0,0,0,0.335617,0.345404,0.393401,0
0.008746,0,0,0,0,0,0,0.373375,0.399157,0.465375,0
0.004228,0,0,0.002119,0,0,0,0.681710,0.734914,0.870939,0
0,0,0.011236,0.033708,0.022472,0,0,0.534170,0.565295,0.667722,0
0,0,0,0.003413,0.003413,0,0,0.277739,0.287338,0.323108,0
0,0,0,0,0,0,0,0.293246,0.303948,0.344791,0
0.003745,0,0.003759,0.011278,0.007519,0,0,0.377366,0.402689,0.471433,0
0,0,0,0,0.001534,0,0,0.708837,0.762277,0.902167,1
0,0,0,0.022472,0.022472,0,0,0.539353,0.574370,0.677651,0
0,0,0.003289,0,0.003289,0,0,0.290539,0.301412,0.340525,0
0,0,0.016393,0.032787,0.016393,0,0,0.394043,0.404576,0.469405,0
0,0,0,0.01,0.013333,0,0,0.473523,0.505696,0.594215,0
0,0,0.004684,0.002342,0.004684,0,0,0.678258,0.729500,0.863504,0
0,0,0,0.034091,0.011364,0,0,0.520691,0.546086,0.643870,0
0,0,0,0.026022,0.003717,0,0,0.187751,0.187310,0.201515,0
0,0,0,0.020408,0,0,0,0.291806,0.300378,0.341479,0
0,0,0,0.006748,0.005398,0,0,0.604837,0.649570,0.767613,2
0,0,0,0,0,0,0,0.730471,0.786148,0.931034,1
0,0,0,0.039604,0.009901,0,0,0.570729,0.603245,0.712074,0
0,0,0,0.003135,0,0,0,0.265075,0.274699,0.306079,0
0,0,0,0.035714,0,0,0,0.120045,0.115866,0.119286,0
0,0,0,0.015625,0.007812,0,0,0.313602,0.331588,0.386824,0
0.012214,0,0,0,0,0,0,0.698342,0.753134,0.891625,0
0,0,0.022222,0.022222,0.011111,0,0,0.555189,0.584977,0.689157,0
0,0,0,0.018657,0.003731,0,0,0.200794,0.199550,0.214766,0
0,0,0,0.04878,0,0,0,0.171448,0.169031,0.188087,1
0.003195,0,0,0,0,0,0,0.327075,0.348093,0.405039,0
0,0,0.002439,0.002439,0.014634,0,0,0.673455,0.720744,0.852885,0
0,0,0,0,0,0,0,0.537197,0.569156,0.670709,0
0,0,0.003497,0.003497,0.003497,0,0,0.288681,0.299358,0.335835,1
0.038462,0,0,0,0,0,0,0.174513,0.183292,0.193008,0
0.009058,0,0.00363,0.010889,0.005445,0,0,0.527019,0.565990,0.665388,0
0.005263,0.002635,0,0.001318,0,0,0,0.559976,0.604171,0.714020,1
0,0,0,0,0,0,0,0.530426,0.558783,0.656736,0
0,0,0,0.010336,0,0,0,0.230279,0.240493,0.264848,1
0,0,0,0.019231,0.019231,0,0,0.243327,0.235662,0.268807,0
0.006897,0,0.00692,0.013841,0.00692,0,0,0.378959,0.401978,0.467541,0
0,0,0,0.002874,0,0,0,0.745618,0.805255,0.955225,0
0,0,0.023529,0.047059,0.023529,0,0,0.549542,0.581894,0.685672,0
0,0,0.003559,0.010676,0.003559,0,0,0.260663,0.269154,0.300979,0
0.070175,0,0,0,0,0,0,0.132997,0.137100,0.140051,0
0.002762,0,0.00554,0.00277,0,0,0,0.205842,0.222755,0.252329,0
0.020333,0,0.001852,0.001852,0.001852,0,0,0.528331,0.569391,0.671505,1
0,0,0,0.012821,0.012821,0,0,0.461318,0.478730,0.560755,0
0.007782,0,0,0.003906,0,0,0,0.147865,0.149787,0.152996,0
0,0,0,0.033333,0,0,0,0.392309,0.402826,0.463634,0
0,0,0,0.004684,0.004684,0,0,0.540301,0.579354,0.682999,0
0.012784,0,0,0.001422,0.001422,0,0,0.590085,0.636798,0.753070,0
0,0,0,0.043011,0.010753,0,0,0.435666,0.456303,0.535250,0
0,0,0,0.009464,0,0,0,0.225257,0.230199,0.252644,0
0,0,0,0,0,0,0,0.272927,0.271275,0.306581,0
0,0,0.002242,0.006726,0,0,0,0.519531,0.559372,0.658393,0
0,0,0,0,0,0,0,0.719705,0.775838,0.918156,0
0,0,0.025,0.0125,0.0125,0,0,0.465258,0.494924,0.579932,0
0.025,0,0,0.007168,0.003584,0,0,0.179069,0.180015,0.188432,0
0,0,0,0.014286,0,0,0,0.402035,0.417380,0.479487,0
0,0,0.00295,0.00295,0,0,0,0.391432,0.418473,0.489647,0
0,0,0.001681,0,0.008403,0,0,0.728038,0.782767,0.927590,0
0,0,0,0.012346,0,0,0,0.494110,0.521689,0.613658,0
0,0,0,0.003185,0,0,0,0.271471,0.280016,0.311677,0
0,0,0,0,0,0,0,0.081493,0.085760,0.076358,0
0,0,0,0.018587,0,0,0,0.296208,0.313010,0.362537,0
0,0,0,0,0.002611,0,0,0.697202,0.747757,0.884526,0
0,0,0,0.051282,0,0,0,0.484520,0.507543,0.597219,0
0.01087,0,0,0.007273,0,0,0,0.129062,0.129490,0.131401,1
0,0,0,0.037736,0,0,0,0.329701,0.340614,0.389872,0
0,0,0,0,0,0,0,0.418818,0.448032,0.524906,0
0,0,0,0,0.006928,0,0,0.736524,0.792171,0.938767,1
0,0,0.012195,0.012195,0.012195,0,0,0.564407,0.596981,0.700331,0
0,0,0.003891,0.007782,0,0,0,0.212611,0.213698,0.234642,0
0,0,0.022222,0.044444,0.022222,0,0,0.278044,0.264648,0.301625,0
0.013158,0,0.006601,0.0033,0.0033,0,0,0.398260,0.426035,0.498652,0
0.002358,0,0.004728,0,0.004728,0,0,0.674097,0.726898,0.861590,0
0,0,0.011765,0,0,0,0,0.395357,0.419227,0.487259,0
0.008646,0,0,0.00289,0.00289,0,0,0.191674,0.197456,0.215401,0
0,0,0,0.020833,0,0,0,0.114965,0.110535,0.111161,0
0,0,0,0.009434,0.004717,0,0,0.519040,0.557437,0.655844,0
0,0,0.002591,0,0.002591,0,0,0.689443,0.743609,0.880599,0
0,0,0.011494,0.034483,0.011494,0,0,0.332748,0.349523,0.407745,0
0.004032,0,0,0.004049,0,0,0,0.192787,0.198034,0.215470,0
0,0,0,0.014925,0,0,0,0.420828,0.443904,0.509435,1
0,0,0,0.001959,0.001959,0,0,0.674680,0.726383,0.860241,2
0,0,0,0.001553,0,0,0,0.744385,0.802196,0.950419,2
0,0,0.012346,0,0.037037,0,0,0.463712,0.480252,0.562145,0
0,0,0,0.007353,0,0,0,0.252589,0.259206,0.289754,2
0,0,0,0.037736,0.018868,0,0,0.329910,0.326606,0.378829,0
0,0,0.001992,0.005976,0.007968,0,0,0.537410,0.577597,0.680677,0
0.00155,0.001553,0,0.001553,0.004658,0,0,0.677797,0.728952,0.863585,0
0,0,0,0.025316,0.025316,0,0,0.541436,0.570490,0.670747,0
0,0,0,0.003367,0,0,0,0.214197,0.218808,0.241418,0
0,0,0,0.078431,0,0,0,0.389766,0.399315,0.466565,0
0,0,0,0.008929,0.002976,0,0,0.456311,0.486640,0.569650,0
0,0,0,0,0.001751,0,0,0.668396,0.720888,0.853685,0
0,0,0,0.012346,0,0,0,0.553694,0.581415,0.684125,0
0,0,0,0.004545,0.004545,0,0,0.190205,0.188274,0.205403,0
0,0,0,0.017241,0,0,0,0.352999,0.365701,0.417178,0
0.002865,0,0,0.011494,0.002874,0,0,0.369079,0.393812,0.461203,0
0.020053,0,0,0.001339,0.001339,0,0,0.688877,0.743253,0.881168,1
0.013514,0,0,0.013699,0,0,0,0.204712,0.212921,0.240432,0
0,0,0.003534,0.003534,0,0,0,0.236783,0.242211,0.267295,0
0,0,0,0,0,0,0,0.046270,0.062125,0.046192,0
0.010135,0,0,0,0,0,0,0.038364,0.051795,0.037987,0
0.042636,0,0,0,0,0,0,0.020188,0.026199,0.017352,0
0,0,0,0,0,0,0,0.034218,0.045180,0.033614,0
0,0,0.006601,0.016502,0.006601,0,0,0.225303,0.226557,0.252534,0
0.04,0,0,0.020408,0,0,0,0.063101,0.054498,0.045923,0
0,0,0.011364,0.015152,0.011364,0,0,0.376215,0.392455,0.455884,0
0,0,0,0,0,0,0,0.723813,0.782038,0.927351,0
0.011494,0,0.011628,0.023256,0.011628,0,0,0.409705,0.426895,0.498432,0
0.003135,0,0,0.006289,0.006289,0,0,0.228738,0.242112,0.267316,1
0,0,0,0,0,0,0,0.106243,0.110493,0.112099,0
0.016304,0,0.002725,0.00545,0.00545,0.002725,0,0.220154,0.235547,0.266847,1
0.008282,0,0,0,0,0,0,0.632608,0.684015,0.808664,0
0,0,0,0.026667,0,0,0,0.519522,0.547563,0.645113,0
0.014925,0,0,0.008306,0,0,0,0.499748,0.535465,0.627362,0
0,0,0,0.026316,0,0,0,0.153846,0.147146,0.153836,0
0,0,0.002,0.006,0.002,0,0,0.489554,0.523116,0.611973,0
0.023897,0,0.001842,0.003683,0.001842,0,0,0.588143,0.634963,0.749662,1
0,0,0.014085,0.028169,0,0,0,0.417340,0.433031,0.505365,0
0,0,0,0.004115,0,0,0,0.210690,0.207668,0.225521,0
0,0,0,0.020408,0,0,0,0.321717,0.330015,0.376514,0
0,0,0,0.014925,0.007463,0,0,0.331449,0.348898,0.402793,0
0.005362,0,0,0.002688,0.005376,0,0,0.677124,0.728728,0.862425,0
0,0,0,0.0375,0.0125,0,0,0.503409,0.529750,0.622332,0
0,0,0,0.011538,0,0,0,0.232278,0.234697,0.257556,0
0,0,0,0,0,0,0,0.374163,0.398341,0.457462,1
0.002558,0,0.002564,0.005128,0.002564,0,0,0.472208,0.504997,0.594152,2
0.001261,0,0.002525,0,0.002525,0,0,0.729593,0.787021,0.932412,2
0,0,0,0.010638,0,0,0,0.272950,0.297031,0.340361,0
0,0,0,0.006897,0,0,0,0.249516,0.263225,0.293581,2
0,0,0,0.015873,0,0,0,0.377857,0.393972,0.453008,0
0,0,0,0.014006,0,0,0,0.401509,0.425558,0.494356,0
0.006678,0.001672,0.001672,0,0.001672,0,0,0.628106,0.676111,0.799807,1
0,0,0,0,0,0,0,0.551821,0.582378,0.685836,0
0,0,0,0.007968,0,0,0,0.173396,0.173009,0.184254,1
