@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature27 numeric
@attribute bi_feature678 numeric
@attribute bi_feature919 numeric
@attribute bi_feature961 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.026144,0.03268,0,0.006579,0.026316,0,0.058213,0.067065,0.060710,2
0.008905,0.027605,0,0.000891,0.081996,0,0.373031,0.396233,0.441632,2
0.001359,0.012908,0,0.00136,0.00136,0,0.763884,0.816782,0.914566,2
0,0.114286,0,0,0.064748,0,0.490108,0.514121,0.575033,2
0.001966,0.01769,0,0.00295,0.0059,0,0.775406,0.829491,0.929579,2
0.016473,0.022771,0,0.002908,0.004363,0,0.680206,0.728250,0.814932,2
0,0.016667,0,0.008403,0.042017,0,0.454103,0.476261,0.533433,2
0,0.013825,0,0.023148,0.018519,0,0.546202,0.575661,0.646608,2
0.030176,0.045264,0,0.006711,0.04698,0,0.365100,0.382925,0.424216,2
0.038647,0.043478,0,0.009709,0.029126,0,0.499897,0.532894,0.594262,2
0,0.13,0,0,0.060606,0,0.426906,0.450901,0.498545,2
0,0.041311,0,0.007133,0.034237,0,0.598501,0.635722,0.710423,2
0,0.120385,0,0.017685,0.05627,0,0.298055,0.304233,0.330540,2
0,0.009167,0,0.00417,0.003336,0,0.818941,0.875601,0.981963,2
0,0.016949,0,0.008547,0.08547,0,0.376593,0.392753,0.441189,2
0,0.073609,0,0.017986,0.111511,0,0.310469,0.317376,0.348269,2
0.00309,0.008653,0,0.004329,0.003092,0,0.765638,0.818853,0.917752,2
0.012163,0.00899,0,0.004233,0.001587,0,0.714414,0.764579,0.856438,2
0,0.045791,0,0.006065,0.039757,0,0.667746,0.710830,0.796596,2
0,0.01467,0,0.005382,0.024951,0,0.740640,0.790074,0.886046,2
0,0.013943,0,0.002326,0.005426,0,0.809241,0.865075,0.969992,2
0,0.131868,0,0.020183,0.108257,0,0.283559,0.292433,0.319421,2
0.003831,0.043423,0,0.002558,0.05243,0,0.536989,0.568475,0.636434,2
0.00252,0.010082,0,0.001261,0.001892,0,0.794184,0.849584,0.952497,2
0,0.079038,0,0.013769,0.022375,0,0.276812,0.291562,0.317584,2
0.015203,0,0,0,0,0,0.036006,0.049395,0.038441,0
0.017062,0.02654,0,0.001898,0.00759,0,0.628787,0.672747,0.752098,0
0.007987,0.044728,0,0.0064,0.096,0,0.382929,0.403781,0.449788,0
0,0.19,0,0.010101,0.090909,0,0.254432,0.266905,0.290775,0
0.005525,0.051105,0,0.006916,0.047026,0,0.460957,0.486411,0.542667,0
0.005291,0.005291,0,0.037234,0,0,0.495733,0.519630,0.580375,0
0.056202,0,0,0,0,0,0.019993,0.026656,0.018751,0
0.008172,0.102145,0,0.00818,0.02863,0,0.412555,0.433944,0.479307,0
0,0.07131,0,0.004983,0.0299,0,0.537855,0.568658,0.635324,0
0,0.123077,0,0.015504,0.062016,0,0.360623,0.379266,0.419803,0
0,0.005051,0,0.030457,0,0,0.634024,0.670451,0.751552,0
0.009569,0.033493,0,0.019231,0.009615,0,0.381644,0.400548,0.444534,0
0,0.14959,0,0.01848,0.045175,0,0.228573,0.229140,0.245661,0
0,0.124434,0,0.020408,0.106576,0,0.223114,0.226014,0.243052,0
0.00237,0.013428,0,0.005534,0.002372,0,0.759674,0.812529,0.910411,0
0,0.20034,0,0.015306,0.078231,0,0.319062,0.330917,0.362631,0
0,0.109489,0,0.010969,0.053016,0,0.273925,0.281693,0.306759,0
0,0.066667,0,0.010545,0.094903,0,0.468809,0.493526,0.551728,0
0,0.177847,0,0.023438,0.095313,0,0.289824,0.302335,0.328165,0
0,0.181034,0,0.023758,0.051836,0,0.272978,0.279910,0.300457,0
0,0.020595,0,0.00229,0.00458,0,0.821104,0.878933,0.984945,0
0.046398,0.021978,0,0.003667,0.01467,0,0.203853,0.221298,0.237649,0
0.017647,0,0,0.023669,0,0,0.494505,0.519492,0.579840,0
0.014039,0.015119,0,0.001081,0.002162,0,0.616955,0.659291,0.736685,0
0.011494,0.022989,0,0.034682,0.00578,0,0.406708,0.424488,0.469759,0
0,0.019449,0,0,0.001623,0,0.855194,0.915891,1.027175,1
0,0.103321,0,0.014787,0.068392,0,0.272267,0.279765,0.300828,1
0.0217,0.103074,0,0.012681,0.067029,0,0.138529,0.140841,0.145471,1
0.007874,0.047244,0,0.007937,0,0,0.045949,0.046166,0.039523,1
0.000425,0.011895,0,0.003825,0.00085,0,0.740634,0.791352,0.886134,1
0,0.032125,0,0.000824,0.000824,0,0.738868,0.790397,0.882933,1
0,0.105085,0,0.013582,0.040747,0,0.308982,0.315769,0.344406,1
0.040695,0.011888,0,0.001372,0.003202,0,0.275472,0.298918,0.326722,1
0,0.134752,0,0.007143,0.042857,0,0.422310,0.447104,0.493313,1
0.035928,0.017964,0,0.006024,0,0,0.326662,0.346041,0.380785,1
0.047927,0.03886,0,0.003891,0.029831,0,0.349577,0.371307,0.411333,1
0.003866,0.130155,0,0.009032,0.037419,0,0.253154,0.264632,0.286203,1
0.029375,0.020625,0.000625,0.001251,0.005629,0,0.617051,0.661060,0.738649,1
0,0.02498,0,0.003226,0.001613,0,0.794124,0.848921,0.951468,1
0,0.132812,0,0,0.181102,0,0.473446,0.502856,0.561330,1
0.004702,0.086207,0,0.012559,0.012559,0.00157,0.253900,0.267853,0.285593,1
0.013356,0.012521,0,0.004177,0.003342,0,0.703107,0.751502,0.841066,1
0,0.047537,0,0.002595,0.056228,0,0.568150,0.602604,0.674579,1
0.005222,0.046997,0,0.005229,0.035294,0,0.571873,0.607678,0.679209,1
0,0.090314,0,0.003932,0.044561,0,0.566052,0.601518,0.669767,1
0,0.087591,0,0.014706,0.014706,0,0.468681,0.493231,0.547008,1
0.00534,0.017802,0,0.003562,0.006233,0,0.796287,0.851826,0.954903,1
0,0.041451,0,0.03125,0,0,0.544312,0.572843,0.638730,1
0,0.015314,0,0.006897,0.001533,0,0.772778,0.825302,0.924904,1
0.037893,0.013863,0,0.0037,0.009251,0,0.590868,0.631542,0.705963,1
0,0.236136,0,0.012545,0.046595,0,0.204898,0.206976,0.218874,1
0,0.031432,0,0.003494,0.005242,0,0.739287,0.789902,0.884275,1
0.02268,0.061856,0,0.004132,0.022727,0,0.133047,0.143621,0.144784,1
0,0.032051,0,0.012903,0.051613,0,0.537482,0.565242,0.634343,1
0,0.070149,0,0.00299,0.077728,0,0.512707,0.544169,0.607351,1
