@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.011,0.303,0.685,0.317,0.267,0.157,0.308,2
0.058,0.419,0.523,0.173,0.602,0.563,0.317,1
0.134,0.699,0.167,0.252,0.601,0.488,0.303,1
0.212,0.685,0.103,0.151,0.595,0.135,0.36,1
0.024,0.779,0.197,0.405,0.46,0.169,0.362,1
0.005,0.376,0.619,0.069,0.236,0.156,0.315,1
0.107,0.34,0.553,0.039,0.354,0.225,0.504,2
0.065,0.075,0.86,0.187,0.598,0.131,0.554,2
0.085,0.653,0.261,0.534,0.314,0.133,0.376,2
0.027,0.487,0.487,0.202,0.689,0.164,0.46,1
0.14,0.827,0.033,0.689,0.219,0.129,0.401,1
0.019,0.173,0.808,0.181,0.285,0.154,0.345,2
0.006,0.655,0.339,0.039,0.812,0.119,0.463,1
0.141,0.803,0.056,0.096,0.885,0.101,0.664,1
0.019,0.732,0.249,0.048,0.374,0.141,0.332,2
0.207,0.544,0.249,0.209,0.458,0.001,0.985,1
0.06,0.81,0.13,0.191,0.533,0.096,0.469,1
0.458,0.504,0.038,0.467,0.51,0.175,0.545,1
0.008,0.802,0.19,0.131,0.635,0.174,0.354,1
0.013,0.108,0.879,0.029,0.32,0.214,0.362,2
0.088,0.288,0.623,0.364,0.209,0.242,0.229,2
0.194,0.631,0.175,0.556,0.393,0.188,0.436,1
0.249,0.596,0.156,0.095,0.803,0.152,0.392,1
0.502,0.299,0.199,0.419,0.443,0.205,0.389,1
0.024,0.861,0.115,0.195,0.765,0.172,0.317,2
0.475,0.373,0.152,0.672,0.242,0.142,0.556,1
0.083,0.031,0.886,0.227,0.443,0.175,0.326,2
0.123,0.692,0.185,0.639,0.263,0.287,0.458,1
0.129,0.763,0.109,0.093,0.839,0.11,0.593,1
0.561,0.369,0.07,0.188,0.67,0.273,0.527,1
0.529,0.203,0.268,0.164,0.666,0.172,0.48,1
0.018,0.747,0.234,0.108,0.419,0.164,0.315,2
0.138,0.518,0.344,0.13,0.746,0.848,0.039,1
0.14,0.737,0.122,0.317,0.533,0.196,0.37,1
0.417,0.53,0.054,0.6,0.348,0.459,0.311,1
0.051,0.858,0.09,0.179,0.68,0.105,0.685,1
0.136,0.708,0.156,0.175,0.659,0.309,0.441,1
0.116,0.808,0.076,0.18,0.666,0.132,0.279,1
0.211,0.77,0.02,0.086,0.837,0.392,0.346,1
0.435,0.434,0.131,0.246,0.623,0.648,0.186,2
0.028,0.751,0.221,0.127,0.515,0.117,0.264,1
0.122,0.85,0.028,0.234,0.728,0.168,0.747,1
0.417,0.482,0.101,0.122,0.722,0.126,0.641,1
0.146,0.742,0.112,0.321,0.578,0.072,0.618,1
0.456,0.043,0.502,0.066,0.263,0.16,0.461,2
0.034,0.697,0.268,0.588,0.018,0.128,0.357,2
0.241,0.637,0.122,0.341,0.622,0.455,0.324,2
0.187,0.672,0.141,0.13,0.661,0.162,0.316,1
0.639,0.336,0.025,0.369,0.508,0.4,0.393,1
0.764,0.191,0.045,0.379,0.504,0.651,0.19,0
0.45,0.548,0.002,0.211,0.759,0.129,0.346,0
0.178,0.437,0.385,0.05,0.496,0.173,0.42,0
0.097,0.886,0.018,0.035,0.955,0.097,0.56,0
0.469,0.47,0.061,0.657,0.287,0.829,0.083,0
0.828,0.011,0.161,0.494,0.326,0.334,0.327,0
0.135,0.845,0.02,0.129,0.826,0.138,0.48,0
0.832,0.131,0.036,0.625,0.362,0.649,0.151,0
0.192,0.335,0.473,0.603,0.347,0.193,0.326,0
0.222,0.519,0.259,0.103,0.634,0.156,0.303,0
0.393,0.316,0.291,0.648,0.331,0.757,0.096,0
0.729,0.096,0.175,0.289,0.489,0.273,0.42,0
0.44,0.486,0.075,0.469,0.358,0.575,0.241,0
0.924,0.032,0.044,0.445,0.491,0.303,0.362,0
0.457,0.515,0.028,0.792,0.137,0.13,0.351,0
0.017,0.197,0.787,0.09,0.134,0.249,0.256,0
0.33,0.239,0.432,0.343,0.367,0.187,0.306,0
0.413,0.489,0.098,0.449,0.406,0.209,0.3,0
