@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute bi_feature1301 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0,0,0,0,0,0,0.472821,0.490729,0.574875,0
9,0.00348,0,0,0.001161,0,0,0.550193,0.579195,0.675849,0
9,0.006989,0,0,0.003765,0,0.000538,0.790801,0.830574,0.981027,2
9,0,0,0,0.009836,0,0,0.772560,0.808729,0.954464,2
9,0.004065,0,0.001357,0.020353,0,0,0.489751,0.506923,0.592877,1
9,0,0,0,0,0,0,0.372644,0.386088,0.443092,0
9,0.002577,0,0,0.002581,0,0,0.529887,0.553664,0.648284,0
9,0.013431,0,0,0.005498,0,0,0.682597,0.716434,0.843869,0
9,0,0,0,0.006289,0,0,0.569345,0.594832,0.696213,0
9,0,0,0,0.008949,0,0,0.245547,0.247797,0.277696,0
9,0,0,0,0.010638,0,0,0.388594,0.401613,0.465602,0
9,0.00313,0,0,0.009404,0,0,0.537778,0.559812,0.654390,0
9,0,0,0,0.00229,0,0,0.821526,0.863324,1.018997,0
9,0,0,0,0.019231,0,0,0.618971,0.645160,0.759242,0
9,0,0,0,0.006623,0,0,0.390911,0.402814,0.463055,0
9,0,0,0,0,0,0,0.591947,0.620088,0.725234,0
9,0,0,0,0.009188,0,0,0.617590,0.643476,0.756544,0
9,0,0,0,0.001381,0,0,0.755742,0.793358,0.934596,0
9,0,0,0,0.0181,0,0,0.687378,0.716329,0.843789,0
9,0,0,0,0.014787,0,0,0.272252,0.276000,0.305483,1
9,0,0,0,0.012903,0,0,0.537616,0.556004,0.654054,1
9,0,0,0,0.006182,0,0,0.601156,0.627549,0.736433,0
9,0.00414,0,0,0.001775,0,0,0.759519,0.798268,0.940447,1
9,0,0,0,0.02439,0,0,0.649250,0.673802,0.793642,0
9,0,0,0,0.012658,0,0,0.265413,0.266279,0.294900,0
9,0,0,0,0.010101,0,0,0.254497,0.262360,0.297082,0
9,0,0,0,0.003279,0,0,0.624071,0.653079,0.767933,0
9,0,0,0,0.003494,0,0,0.739648,0.775940,0.914321,1
9,0,0,0,0.015152,0,0,0.679783,0.709943,0.835984,0
9,0,0,0,0.013308,0,0,0.321722,0.328457,0.373711,0
9,0,0,0,0.008475,0,0,0.486823,0.503222,0.591431,0
9,0,0,0,0.010101,0,0,0.549228,0.570994,0.668405,0
9,0.00534,0,0,0.003562,0,0,0.796670,0.836818,0.987967,1
9,0,0,0,0.030303,0,0,0.672019,0.698114,0.821824,0
9,0,0,0,0.003795,0,0,0.321893,0.327602,0.368471,0
9,0.026144,0,0,0.006579,0,0,0.058432,0.069968,0.061635,2
9,0.008905,0,0,0.000891,0,0,0.373240,0.390385,0.455390,2
9,0.001359,0,0,0.00136,0,0,0.764265,0.802339,0.945863,2
9,0,0,0,0.011561,0,0,0.572375,0.592572,0.695078,0
9,0,0,0,0.010435,0,0,0.274009,0.275066,0.305446,0
9,0,0,0,0,0,0,0.490214,0.505505,0.591890,2
9,0,0,0,0.002595,0,0,0.568434,0.592608,0.696066,1
9,0,0,0,0.000824,0,0,0.739295,0.776441,0.912606,1
9,0,0,0,0.038462,0,0,0.538404,0.554199,0.650969,0
9,0,0,0,0.021201,0,0,0.289002,0.289032,0.324082,0
9,0,0,0,0.010204,0,0,0.411007,0.422062,0.491701,1
9,0.005525,0,0,0.006916,0,0,0.461121,0.478404,0.559101,0
9,0.021898,0,0,0.002435,0,0,0.643555,0.675289,0.794138,0
9,0,0,0,0.023529,0,0,0.468579,0.483416,0.562148,0
9,0,0,0,0.007968,0,0,0.302119,0.307302,0.347884,0
9,0,0,0,0.005181,0,0,0.606719,0.634475,0.747623,0
9,0,0,0,0.008596,0,0,0.568202,0.591750,0.691726,0
9,0,0,0,0.00225,0,0,0.838000,0.880414,1.039684,0
9,0,0,0,0,0,0,0.681797,0.715237,0.842930,0
9,0,0,0,0.009766,0,0,0.282202,0.285434,0.319597,0
9,0,0,0,0.007143,0,0,0.348921,0.360034,0.415653,0
9,0.008172,0,0,0.00818,0,0,0.412718,0.426739,0.492378,0
9,0,0,0,0.003509,0,0,0.809137,0.849546,1.002885,0
9,0,0,0,0.023256,0,0,0.585635,0.605318,0.712598,0
9,0.002028,0,0,0.020325,0,0,0.241204,0.240080,0.265973,0
9,0,0,0,0.035398,0,0,0.334156,0.341596,0.396667,0
9,0.012563,0,0,0.005031,0,0,0.536770,0.559349,0.657366,0
9,0,0,0,0.001618,0,0,0.772013,0.811111,0.955118,0
9,0,0,0,0.027933,0,0,0.657667,0.682551,0.801727,0
9,0,0,0,0.014925,0,0,0.363600,0.369559,0.424518,0
9,0,0,0,0,0,0,0.360294,0.371928,0.434173,0
9,0,0,0,0,0,0,0.534935,0.557528,0.651834,0
9,0.001966,0,0,0.00295,0,0,0.775805,0.814825,0.961592,2
9,0,0,0,0.022727,0,0,0.629911,0.654230,0.770089,0
9,0,0,0,0.016097,0,0,0.304079,0.309819,0.355634,0
9,0,0,0,0.007937,0,0,0.466999,0.485667,0.562368,0
9,0,0,0,0.007307,0,0,0.565358,0.588204,0.691636,0
9,0.040695,0,0,0.001372,0,0,0.275645,0.295236,0.338172,1
9,0.106742,0,0,0,0,0,0.031071,0.045085,0.033629,0
9,0.021452,0,0,0,0,0,0.043275,0.062645,0.048003,0
9,0.175573,0,0,0,0,0,0.093136,0.095396,0.100168,0
9,0.047927,0,0.001297,0.003891,0,0.001297,0.349796,0.366243,0.424007,1
9,0.016473,0,0,0.002908,0,0,0.680556,0.715523,0.843040,2
9,0.030303,0,0,0.006098,0,0,0.467603,0.489035,0.571868,0
9,0.005979,0,0,0.022455,0,0,0.164705,0.170076,0.179386,0
9,0.08982,0.006024,0,0,0,0,0.208996,0.217029,0.243131,1
9,0.057971,0,0,0.001613,0,0,0.286927,0.304609,0.347491,0
9,0.029375,0.000625,0,0.001251,0,0,0.617380,0.649716,0.764092,1
9,0,0,0,0.01676,0,0,0.616964,0.645769,0.756083,0
9,0.02268,0,0,0.004132,0,0,0.133331,0.144174,0.146751,1
9,0,0,0,0.033613,0,0,0.450388,0.463209,0.538623,0
9,0.003171,0,0,0.008883,0,0,0.668297,0.699463,0.822504,0
9,0.003448,0,0,0.001151,0,0,0.763453,0.802293,0.946203,0
