@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute bi_feature1301 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0.006989,0,0,0.003765,0,0.000538,0.790801,0.830574,0.981027,2
9,0,0,0,0.009836,0,0,0.772560,0.808729,0.954464,2
9,0.026144,0,0,0.006579,0,0,0.058432,0.069968,0.061635,2
9,0.008905,0,0,0.000891,0,0,0.373240,0.390385,0.455390,2
9,0.001359,0,0,0.00136,0,0,0.764265,0.802339,0.945863,2
9,0,0,0,0,0,0,0.490214,0.505505,0.591890,2
9,0.001966,0,0,0.00295,0,0,0.775805,0.814825,0.961592,2
9,0.016473,0,0,0.002908,0,0,0.680556,0.715523,0.843040,2
9,0,0,0,0.008403,0,0,0.454223,0.468464,0.549295,2
9,0,0,0,0.023148,0,0,0.546349,0.566149,0.667345,2
9,0.030176,0,0,0.006711,0,0,0.365215,0.376886,0.435776,2
9,0.038647,0,0,0.009709,0,0,0.500120,0.524163,0.613813,2
9,0,0,0,0,0,0,0.427098,0.442922,0.512319,2
9,0,0,0,0.008547,0,0,0.376663,0.386536,0.453612,2
9,0,0,0,0.017986,0,0,0.310292,0.312400,0.354821,2
9,0.00309,0,0,0.004329,0,0,0.766019,0.804507,0.949484,2
9,0.012163,0,0,0.004233,0,0.000529,0.714754,0.751180,0.886155,2
9,0,0,0,0.006065,0,0,0.668049,0.698353,0.822973,2
9,0,0,0,0.005382,0,0,0.740991,0.776272,0.916089,2
9,0,0,0,0.002326,0,0,0.809615,0.849755,1.003450,2
9,0,0,0,0.020183,0,0,0.283512,0.287925,0.325500,2
9,0.003831,0,0,0.002558,0,0,0.537196,0.558814,0.656547,2
9,0.00252,0,0,0.001261,0,0,0.794572,0.834496,0.985421,2
9,0,0,0,0.013769,0,0,0.276930,0.288110,0.325626,2
9,0,0,0,0.00292,0,0,0.616842,0.644664,0.756736,0
9,0.007987,0,0,0.0064,0,0,0.383092,0.397799,0.462845,0
9,0,0,0,0.038217,0,0,0.545115,0.561127,0.659544,0
9,0,0,0,0.007823,0,0,0.764144,0.800241,0.943485,0
9,0.028571,0,0,0.019678,0,0,0.192576,0.195849,0.210388,0
9,0,0,0,0.013308,0,0,0.321722,0.328457,0.373711,0
9,0,0,0,0.038462,0,0,0.538404,0.554199,0.650969,0
9,0.004651,0,0,0.006206,0,0,0.746538,0.783313,0.924320,0
