@RELATION rabc_features

@ATTRIBUTE task_id NUMERIC
@ATTRIBUTE psy_feature1 NUMERIC
@ATTRIBUTE psy_feature2 NUMERIC
@ATTRIBUTE psy_feature3 NUMERIC
@ATTRIBUTE psy_feature4 NUMERIC
@ATTRIBUTE psy_feature5 NUMERIC
@ATTRIBUTE psy_feature6 NUMERIC
@ATTRIBUTE psy_feature7 NUMERIC
@ATTRIBUTE psy_feature8 NUMERIC
@ATTRIBUTE psy_feature9 NUMERIC
@ATTRIBUTE psy_feature10 NUMERIC
@ATTRIBUTE psy_feature11 NUMERIC
@ATTRIBUTE psy_feature12 NUMERIC
@ATTRIBUTE psy_feature13 NUMERIC
@ATTRIBUTE psy_feature14 NUMERIC
@ATTRIBUTE psy_feature15 NUMERIC
@ATTRIBUTE psy_feature16 NUMERIC
@ATTRIBUTE psy_feature17 NUMERIC
@ATTRIBUTE psy_feature18 NUMERIC
@ATTRIBUTE joint_feature1 NUMERIC
@ATTRIBUTE joint_feature2 NUMERIC
@ATTRIBUTE proj1 NUMERIC
@ATTRIBUTE proj2 NUMERIC
@ATTRIBUTE proj3 NUMERIC
@ATTRIBUTE class {0,1,2}

@DATA
3.000000000000000000e+00,1.200000000000000000e+01,9.686089013115459223e-02,9.212709793491700994e-02,7.084908375685549098e-01,4.476359347000000710e+00,1.268797134000000104e-01,1.509353201136813816e-01,6.004487594389499305e-01,3.556045287999999971e+00,3.286811117999999809e-01,2.550555901102197209e-01,8.597951399693499752e-01,3.925420647000000152e+00,4.875163209000000220e-01,-1.563603360390888354e-03,6.217025392128272543e-01,3.600178545999999979e+00,-6.874909954999999795e-02,1.534536839524615948e+00,0.000000000000000000e+00,0.792562,0.512884,1.291574,2
4.000000000000000000e+00,3.000000000000000000e+00,1.498371335504886104e-01,9.062857550151308672e-01,3.169956168022243781e-01,2.234770528899999942e+00,1.094597446999999946e+00,-2.375673328388174244e-01,8.360709494363388616e-01,3.225629928000000035e+00,-9.402815702000000275e-02,-5.123446212683915313e-01,3.774975485963264488e-01,2.123047609499999933e+00,-7.007990254999999502e-01,-9.296026357382597416e-01,2.153655191259110369e-01,1.809254533499999873e+00,-8.222299688999999967e-01,1.743080198722498197e+00,0.000000000000000000e+00,0.774229,0.507036,1.281800,2
3.000000000000000000e+00,1.200000000000000000e+01,1.247051886792452796e-01,1.038837917165257446e-01,1.083688191089504649e+00,4.301708690999999973e+00,-1.147563999000000001e-01,-1.915558638750702314e-01,1.009580715553273889e+00,3.880430442999999840e+00,-1.349312635000000093e-01,-6.378177355573154406e-02,8.229760266597536678e-01,4.000498443999999765e+00,-1.725134003999999888e-01,-3.777836112491084197e-01,7.488656817517523878e-01,4.342814939000000152e+00,-5.002864789500000020e-01,1.678719294668081119e+00,0.000000000000000000e+00,0.777515,0.511516,1.289754,2
3.000000000000000000e+00,1.000000000000000000e+01,9.824629396376320656e-02,-1.492050329634851680e-01,6.126289320382377612e-01,3.350087869999999857e+00,-3.257889130500000174e-01,-2.165764902488778454e-01,1.199887928298194906e+00,4.652579776999999694e+00,-7.789280036500000060e-02,5.236059264121974977e-01,8.913675012904420658e-01,4.398278016999999984e+00,4.008381637999999803e-01,7.502399518071722895e-01,1.231024112570735740e+00,5.468510766999999717e+00,3.725643651500000209e-01,1.702639724869228210e+00,0.000000000000000000e+00,0.682068,0.511543,1.287162,2
1.000000000000000000e+00,2.000000000000000000e+00,5.116279069767442067e-01,-1.453487506343216218e-01,8.186145447455075441e-01,4.574408273999999608e+00,1.332999445499999935e-01,1.749500284366430070e-01,1.549032280257643279e+00,9.052729739000000109e+00,2.283945428499999930e-01,-6.444219608128490817e-01,8.967927166786338056e-02,1.187916962000000076e+00,-7.552733195499999885e-01,-1.521244526867283064e-01,6.736086571654827937e-01,2.980891962000000284e+00,6.576247001000000425e-02,9.918762443076500901e-01,0.000000000000000000e+00,0.454944,0.470013,1.219068,2
4.000000000000000000e+00,2.000000000000000000e+00,4.171270718232044095e-01,6.074389357632896669e-01,7.417542598484240246e-01,3.862416252000000050e+00,8.869857561999999751e-01,1.002460208722118606e+00,1.133800668854304527e+00,5.280889585000000608e+00,9.179312950000000360e-01,1.135989050958939733e-01,4.261599608455233779e-01,2.117051823399999755e+00,2.775999002999999798e-01,-1.966005590721016938e-01,7.601417554624915196e-01,2.464091889999999729e+00,-2.304819804999999888e-01,1.233215046132008608e+00,0.000000000000000000e+00,0.547358,0.486206,1.238761,2
5.000000000000000000e+00,1.000000000000000000e+01,5.413105413105413488e-01,-9.658382693061229318e-02,1.242739241492848867e+00,4.426974105999999409e+00,2.241027187000000087e-01,9.860227702498808311e-03,1.107678604081075546e+00,5.445975411000000044e+00,-8.747513437499999933e-02,3.424835231886905751e-01,1.662436526246439561e+00,6.836019536000000230e+00,2.727473131000000134e-02,-7.154757252738148943e-02,1.186852274580313615e+00,1.063875674999999887e+01,-2.318384111000000025e-01,2.073755140656073248e+00,3.000000000000000000e+00,0.365747,0.465934,1.184450,2
1.000000000000000000e+00,2.000000000000000000e+00,2.644230769230769273e-01,7.678041724850548366e-02,3.422260337800622221e-01,3.784311736999999898e+00,6.958328938999999713e-02,4.267776398276507677e-01,1.730106595915350987e+00,1.053790578899999986e+01,6.570755829000000103e-01,-8.759984633315556213e-01,1.004694468830445581e-01,1.115029719999999891e+00,-9.307716984999999665e-01,-4.465010652812763103e-01,2.782533663975015892e-01,1.996408876799999899e+00,-3.324641673000000019e-01,1.713540355614544985e+00,1.000000000000000000e+00,0.501167,0.503754,1.253938,2
1.000000000000000000e+00,2.000000000000000000e+00,5.386138613861386482e-01,-2.545263563955438846e-01,9.734210822466482504e-01,4.972385496000000238e+00,-3.354696286999999666e-01,-3.745598819623018327e-01,1.855633127217583445e+00,9.534154510200000487e+00,-1.219841692499999963e-01,-5.242412485258551857e-01,4.256170188539380034e-02,7.725682936000000112e-01,-5.235151666999999787e-01,-2.572744823812387338e-01,4.755727705816913953e-01,2.468991532000000433e+00,-6.409982733000000321e-01,8.320556534474473631e-01,0.000000000000000000e+00,0.427793,0.463675,1.204835,2
2.000000000000000000e+00,8.000000000000000000e+00,3.496583143507972502e-01,-1.878578060422967932e-01,6.733849966361377115e-01,3.389888566999999853e+00,-1.361501504000000029e-01,1.941152021315400988e-01,1.210060366811824606e+00,6.237251892999999825e+00,2.172473731999999824e-01,-9.809437803340272100e-02,1.607154351637680278e+00,6.500491689000000406e+00,-3.105768871999999847e-01,-4.652542716627404706e-01,1.035403167677328762e+00,5.455660029999999772e+00,-4.017120983999999950e-01,9.068686520915820726e-01,0.000000000000000000e+00,0.599929,0.493602,1.255723,2
