@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0,0,0,0,0,0.472235,0.499706,0.576972,0
9,0.00348,0,0,0.001161,0,0.549374,0.588484,0.677434,0
9,0.006989,0,0,0.003765,0,0.789511,0.845617,0.983915,2
9,0,0,0,0.009836,0,0.771338,0.823409,0.957562,2
9,0.004065,0,0.001357,0.020353,0,0.488955,0.515768,0.595052,1
9,0,0,0,0,0,0.372127,0.392804,0.445378,0
9,0.002577,0,0,0.002581,0,0.529053,0.563234,0.650197,0
9,0.013431,0,0,0.005498,0,0.681521,0.729205,0.846368,0
9,0,0,0,0.006289,0,0.568465,0.605442,0.698786,0
9,0,0,0,0.008949,0,0.245275,0.251456,0.279746,0
9,0,0,0,0.010638,0,0.388008,0.409290,0.467489,0
9,0.00313,0,0,0.009404,0,0.536924,0.570129,0.656802,0
9,0,0,0,0.00229,0,0.820195,0.879008,1.022094,0
9,0,0,0,0.019231,0,0.617991,0.656925,0.761814,0
9,0,0,0,0.006623,0,0.390354,0.409896,0.465657,0
9,0,0,0,0,0,0.591026,0.631566,0.727790,0
9,0,0,0,0.009188,0,0.616545,0.654836,0.758934,0
9,0,0,0,0.001381,0,0.754543,0.807625,0.937602,0
9,0,0,0,0.0181,0,0.686292,0.729307,0.846671,0
9,0,0,0,0.014787,0,0.271953,0.279786,0.308082,1
9,0,0,0,0.012903,0,0.536640,0.565661,0.656071,1
9,0,0,0,0.006182,0,0.600148,0.638532,0.738860,0
9,0.00414,0,0,0.001775,0,0.758305,0.812664,0.943286,1
9,0,0,0,0.02439,0,0.648168,0.685778,0.796337,0
9,0,0,0,0.012658,0,0.265127,0.270585,0.297906,0
9,0,0,0,0.010101,0,0.254163,0.266880,0.298541,0
9,0,0,0,0.003279,0,0.623079,0.664347,0.770111,0
9,0,0,0,0.003494,0,0.738465,0.789988,0.917163,1
9,0,0,0,0.015152,0,0.678698,0.722725,0.838812,0
9,0,0,0,0.013308,0,0.321275,0.333814,0.376131,0
9,0,0,0,0.008475,0,0.485943,0.511704,0.593238,0
9,0,0,0,0.010101,0,0.548298,0.581202,0.670769,0
9,0.00534,0,0,0.003562,0,0.795372,0.851928,0.990842,1
9,0,0,0,0.030303,0,0.670925,0.710580,0.824788,0
9,0,0,0,0.003795,0,0.321638,0.333043,0.371472,0
9,0.026144,0,0,0.006579,0,0.058567,0.066532,0.058681,2
9,0.008905,0,0,0.000891,0,0.372633,0.396260,0.456019,2
9,0.001359,0,0,0.00136,0,0.763061,0.816838,0.948785,2
9,0,0,0,0.011561,0,0.571587,0.603521,0.697809,0
9,0,0,0,0.010435,0,0.273797,0.279800,0.308565,0
9,0,0,0,0,0,0.489317,0.514506,0.593824,2
9,0,0,0,0.002595,0,0.567457,0.602814,0.697924,1
9,0,0,0,0.000824,0,0.738130,0.790400,0.915680,1
9,0,0,0,0.038462,0,0.537517,0.563992,0.653397,0
9,0,0,0,0.021201,0,0.288599,0.293352,0.326866,0
9,0,0,0,0.010204,0,0.410293,0.429131,0.493710,1
9,0.005525,0,0,0.006916,0,0.460364,0.486595,0.560927,0
9,0.021898,0,0,0.002435,0,0.642542,0.687262,0.796647,0
9,0,0,0,0.023529,0,0.467889,0.491762,0.564963,0
9,0,0,0,0.007968,0,0.301803,0.312707,0.350532,0
9,0,0,0,0.005181,0,0.605698,0.645583,0.749991,0
9,0,0,0,0.008596,0,0.567305,0.602307,0.694445,0
9,0,0,0,0.00225,0,0.836646,0.896429,1.042846,0
9,0,0,0,0,0,0.680668,0.728165,0.845448,0
9,0,0,0,0.009766,0,0.281911,0.290441,0.322358,0
9,0,0,0,0.007143,0,0.348414,0.365908,0.417664,0
9,0.008172,0,0,0.00818,0,0.412058,0.434078,0.494715,0
9,0,0,0,0.003509,0,0.807823,0.865019,1.005927,0
9,0,0,0,0.023256,0,0.584604,0.615969,0.714923,0
9,0.002028,0,0,0.020325,0,0.241009,0.244279,0.268890,0
9,0,0,0,0.035398,0,0.333636,0.347533,0.398130,0
9,0.012563,0,0,0.005031,0,0.535851,0.569074,0.659259,0
9,0,0,0,0.001618,0,0.770775,0.825755,0.958214,0
9,0,0,0,0.027933,0,0.656678,0.694817,0.805000,0
9,0,0,0,0.014925,0,0.363005,0.375697,0.426972,0
9,0,0,0,0,0,0.359825,0.378879,0.435407,0
9,0,0,0,0,0,0.534081,0.567410,0.654188,0
9,0.001966,0,0,0.00295,0,0.774549,0.829578,0.964459,2
9,0,0,0,0.022727,0,0.628929,0.665983,0.772802,0
9,0,0,0,0.016097,0,0.303520,0.314702,0.357303,0
9,0,0,0,0.007937,0,0.466260,0.494135,0.564850,0
9,0,0,0,0.007307,0,0.564386,0.598542,0.693750,0
9,0.040695,0,0,0.001372,0,0.275270,0.298639,0.337944,1
9,0.106742,0,0,0,0,0.031282,0.041009,0.030063,0
9,0.021452,0,0,0,0,0.043544,0.057160,0.043164,0
9,0.175573,0,0,0,0,0.093102,0.096309,0.100441,0
9,0.047927,0,0.001297,0.003891,0,0.349269,0.371307,0.424280,1
9,0.016473,0,0,0.002908,0,0.679460,0.728283,0.845452,2
9,0.030303,0,0,0.006098,0,0.466883,0.497138,0.573420,0
9,0.005979,0,0,0.022455,0,0.164640,0.170173,0.179502,0
9,0.08982,0.006024,0,0,0,0.208711,0.220080,0.244201,1
9,0.057971,0,0,0.001613,0,0.286587,0.308087,0.347374,0
9,0.029375,0.000625,0,0.001251,0,0.616404,0.661044,0.766123,1
9,0,0,0,0.01676,0,0.616054,0.656478,0.758311,0
9,0.02268,0,0,0.004132,0,0.133366,0.143147,0.145705,1
9,0,0,0,0.033613,0,0.449688,0.471461,0.541016,0
9,0.003171,0,0,0.008883,0,0.667220,0.711913,0.825197,0
9,0.003448,0,0,0.001151,0,0.762222,0.816885,0.949071,0
9,0.010526,0,0,0.010582,0,0.416388,0.438362,0.504753,0
9,0.003049,0,0,0.015267,0,0.289530,0.298670,0.332842,0
9,0,0,0,0.018349,0,0.344515,0.361330,0.409600,0
9,0,0,0,0.00292,0,0.615834,0.656284,0.759277,0
9,0.03166,0,0,0.001546,0,0.602503,0.645929,0.747408,0
9,0,0,0,0.006289,0,0.564738,0.600514,0.695859,0
9,0,0,0,0.009074,0,0.284113,0.292014,0.327158,0
9,0,0,0,0.033613,0,0.361510,0.371977,0.425122,0
9,0.007207,0,0,0.005415,0,0.424968,0.448031,0.513415,0
9,0.002375,0,0,0.001189,0,0.819533,0.878878,1.023004,0
9,0,0,0,0.031847,0,0.576563,0.609803,0.703946,0
9,0,0,0,0.010969,0,0.273547,0.281831,0.314860,0
9,0,0,0,0.008403,0,0.453491,0.476549,0.551024,2
9,0.001348,0,0,0.00135,0,0.467200,0.498994,0.574552,0
9,0.000425,0,0,0.003825,0,0.739825,0.791419,0.919215,1
9,0,0,0,0.023148,0,0.545384,0.576086,0.669173,2
9,0.030176,0,0,0.006711,0,0.364714,0.383002,0.437354,2
9,0,0,0,0.027523,0,0.239088,0.238475,0.267030,0
9,0,0,0,0.008929,0,0.501550,0.530497,0.611583,0
9,0.044004,0,0,0.001101,0,0.512496,0.549187,0.633241,0
9,0.074713,0,0,0.046243,0,0.386949,0.401021,0.459451,0
9,0.007564,0,0,0.015152,0,0.320416,0.334025,0.375706,0
9,0.041667,0,0,0.010526,0,0.199563,0.203967,0.222028,0
9,0.004004,0,0,0.003006,0,0.653923,0.698761,0.808961,0
9,0,0,0,0.00095,0,0.821710,0.881031,1.024217,0
9,0,0,0,0.037037,0,0.603211,0.637758,0.739037,0
9,0,0,0,0.010799,0,0.232147,0.233863,0.255892,0
9,0,0,0,0.019608,0,0.225853,0.232274,0.256990,0
9,0.013464,0,0,0.007353,0,0.501001,0.532201,0.613890,0
9,0.017189,0,0,0.001012,0,0.715326,0.767016,0.890979,0
9,0.038835,0,0,0.009756,0,0.372142,0.395498,0.451949,0
9,0.013722,0,0,0.024055,0,0.232699,0.233980,0.255415,0
9,0.038647,0,0,0.009709,0,0.499344,0.532925,0.615296,2
9,0,0,0,0.007843,0,0.408541,0.430364,0.490054,0
9,0,0,0,0,0,0.829107,0.889260,1.033909,0
9,0,0,0,0.032258,0,0.507035,0.536061,0.619574,0
9,0,0,0,0.023758,0,0.272602,0.279967,0.307927,0
9,0,0,0,0,0,0.111185,0.113400,0.117325,0
9,0,0,0,0.007407,0,0.569658,0.607554,0.702649,0
9,0.007154,0,0,0.001591,0,0.685070,0.734204,0.851270,0
9,0.017647,0,0,0.023669,0,0.493770,0.519743,0.600318,0
9,0,0,0,0.03118,0,0.216240,0.214537,0.237695,0
9,0,0,0,0,0,0.437896,0.461521,0.527365,0
9,0,0,0,0.007952,0,0.547040,0.581413,0.669536,0
9,0,0,0,0.002857,0,0.867154,0.929716,1.082441,0
9,0,0,0,0.019608,0,0.572024,0.604242,0.700229,0
9,0,0,0,0.013582,0,0.308428,0.315965,0.354063,1
9,0,0,0,0,0,0.426474,0.450915,0.514670,2
9,0,0,0,0.003932,0,0.565412,0.601573,0.693345,1
9,0.007042,0,0,0.002643,0,0.644392,0.690251,0.801737,1
9,0.027933,0,0,0.033708,0,0.416492,0.435073,0.501872,0
9,0.023256,0,0,0.004237,0,0.151950,0.162294,0.169146,0
9,0.04918,0,0,0.016529,0,0.239028,0.249743,0.282750,0
9,0.00846,0,0,0.001695,0,0.409568,0.440071,0.505351,0
9,0.002894,0,0,0.001449,0,0.806571,0.865236,1.006107,0
9,0.011494,0,0,0.034682,0,0.406045,0.424680,0.485637,0
