@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.095712,0
3,12,4.476359,1.544315,2
5,16,5.282326,1.280604,1
1,2,4.185434,0.910634,0
2,8,3.717095,0.986751,0
3,12,3.710519,1.360033,0
4,2,3.489355,0.915221,0
5,8,3.744269,0.77891,0
2,8,3.451455,0.812514,0
3,5,3.226075,1.088591,0
5,7,7.094787,0.941978,1
3,8,2.717923,1.404526,1
5,7,5.802987,0.962448,0
1,2,4.538522,0.828595,0
2,8,3.969727,1.16429,0
3,12,4.502463,1.426441,1
5,7,4.498704,0.914569,0
3,8,4.198062,1.866061,1
1,2,4.094864,1.261761,2
2,8,4.251957,1.426915,2
3,7,4.352923,1.222735,2
5,7,4.445478,1.00096,0
2,11,5.38112,1.470348,1
3,9,3.762812,1.007905,1
5,6,4.589115,0.984653,0
2,8,4.05231,0.919951,0
3,6,4.063057,1.023677,0
4,2,4.036506,0.976768,0
1,2,3.901367,1.158392,0
2,14,3.400645,1.244043,0
5,6,3.393658,0.855934,0
1,2,4.657121,0.936886,0
2,8,4.515958,1.011642,0
3,7,3.946242,1.02733,0
3,9,3.57853,1.816255,1
4,2,4.217083,1.016659,0
5,7,5.32793,1.052309,0
1,2,4.445331,1.077993,0
2,8,5.047678,0.980909,1
3,10,3.350088,1.713489,2
4,2,2.916137,0.945994,0
5,7,4.917948,1.161252,0
1,2,3.406422,1.371693,1
2,8,3.649491,0.789401,0
3,7,4.131687,1.328323,1
4,2,4.009388,1.028057,0
5,7,3.817433,0.841709,1
2,10,3.258206,2.003726,0
3,5,2.917086,0.72285,0
4,2,3.016237,1.085044,0
5,7,4.000689,1.139394,0
1,2,3.670158,0.910634,0
